# start_unix_ms 1790323173565
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0158,0.1180,0.2911,18.1293,0.0000,0.0000,0.0000
1,18.264,18.2643,0.0000,0.0262,0.2146,0.0715,0.6871,0.0000,0.0000,0.0000
2,18.992,0.7279,0.0000,13.5227,0.1507,0.0728,14.0752,0.2818,0.2028,0.0000
3,33.152,14.1595,0.0000,7.2155,0.0727,0.0935,7.6506,0.2764,0.2017,0.0000
4,40.876,7.7238,0.0000,7.2885,0.0630,0.0568,7.6769,0.6092,0.2017,0.0000
5,48.628,7.7525,0.0000,7.3293,0.0532,0.0729,7.6863,0.6095,0.1987,0.0000
6,56.370,7.7420,0.0000,7.3775,0.0560,0.0638,7.7214,0.6024,0.1997,0.0000
7,64.146,7.7757,0.0000,7.3796,0.0649,0.0808,7.7683,0.6055,0.1987,0.0000
8,71.979,7.8332,0.0000,7.3339,0.0495,0.0738,7.7134,0.6036,0.1976,0.0000
9,79.746,7.7676,0.0000,6.4936,0.0450,0.0638,6.8361,0.6070,0.1966,0.0000
10,86.628,6.8811,0.0000,6.5783,0.0510,0.0507,6.9027,0.6049,0.1976,0.0000
11,93.583,6.9554,0.0000,6.5928,0.0408,0.0672,6.9234,0.6032,0.1976,0.0000
12,100.564,6.9809,0.0000,6.5108,0.0365,0.0738,6.8218,0.6038,0.1956,0.0000
13,107.467,6.9033,0.0000,5.9407,0.0322,0.0468,6.2310,0.5401,0.1956,0.0000
14,113.750,6.2828,0.0000,6.0606,0.0280,0.0414,6.3210,0.5374,0.1956,0.0000
15,120.120,6.3698,0.0000,6.0861,0.0265,0.0467,6.3520,0.2437,0.1956,0.0000
16,126.522,6.4017,0.0000,6.0829,0.0279,0.0373,6.3350,0.5354,0.1956,0.0000
17,132.925,6.4033,0.0000,6.0448,0.0316,0.0406,6.3509,0.5344,0.1956,0.0000
18,139.327,6.4027,0.0000,6.0357,0.0264,0.0347,6.3034,0.2434,0.1956,0.0000
19,145.674,6.3464,0.0000,6.0914,0.0411,0.0759,6.4578,0.5340,0.1946,0.0000
20,152.230,6.5561,0.0000,5.8507,0.0325,0.0482,6.2525,0.5363,0.1946,0.0000
21,158.539,6.3092,0.0000,5.9957,0.0280,0.0409,6.3181,0.2436,0.1946,0.0000
22,164.901,6.3618,0.0000,6.0300,0.0320,0.3674,6.6669,0.5366,0.1946,0.0000
23,171.644,6.7434,0.0000,5.7319,0.0266,0.8845,6.8593,0.5478,0.1956,0.0000
24,178.549,6.9050,0.0000,5.0832,0.0261,0.0388,5.4914,0.2452,0.1946,0.0000
25,184.079,5.5297,0.0000,5.3765,0.0405,0.0486,6.4710,0.5367,0.1956,0.0000
26,190.596,6.5174,0.0000,6.0633,0.0300,0.0395,6.3269,0.2456,0.1946,0.0000
27,196.967,6.3705,0.0000,6.1520,0.0505,0.0531,6.5291,0.2451,0.1956,0.0000
28,203.583,6.6158,0.0000,6.0389,0.0547,0.0551,6.3945,0.5346,0.1956,0.0000
29,210.065,6.4826,0.0000,5.8338,0.0490,0.0524,6.1869,0.2421,0.1946,0.0000
30,216.342,6.2769,0.0000,5.9273,0.0387,0.0483,6.2612,0.5213,0.1946,0.0000
31,222.680,6.3374,0.0000,5.8799,0.0270,0.0398,6.1945,0.2446,0.1946,0.0000
32,228.921,6.2414,0.0000,6.1443,0.0308,0.0441,6.4527,0.2444,0.1946,0.0010
33,235.424,6.5031,0.0000,5.9955,0.0283,0.0418,6.4293,0.5347,0.1946,0.0000
34,241.896,6.4715,0.0000,6.2919,0.0583,0.0824,6.6380,0.2440,0.1946,0.0000
35,248.577,6.6814,0.0000,5.9144,0.0344,0.0396,6.2665,0.2453,0.1946,0.0000
36,254.884,6.3065,0.0000,6.1679,0.0280,0.6059,6.9930,0.5395,0.1946,0.0000
37,261.919,7.0356,0.0000,5.6304,0.0265,0.6732,6.5285,0.2476,0.1946,0.0000
38,268.490,6.5705,0.0000,5.5492,0.0271,0.0367,5.8918,0.5439,0.1946,0.0000
39,274.418,5.9287,0.0000,5.2836,0.0253,0.0378,6.4848,0.2469,0.1946,0.0000
40,280.944,6.5259,0.0000,6.3116,0.0293,0.0433,6.5864,0.2462,0.1946,0.0000
41,287.629,6.6843,0.0000,6.2185,0.0345,0.0496,6.5315,0.5399,0.1956,0.0000
42,294.214,6.5854,0.0000,6.0045,0.0339,0.0394,6.2989,0.2433,0.1946,0.0000
43,300.558,6.3442,0.0000,6.2544,0.0287,0.0409,6.5276,0.2431,0.1956,0.0000
44,307.133,6.5746,0.0000,6.0846,0.0348,0.3294,6.6626,0.2434,0.1946,0.0000
45,313.883,6.7500,0.0000,5.8979,0.0341,0.0584,6.2291,0.2460,0.1956,0.0000
46,320.176,6.2932,0.0000,6.1289,0.0582,0.0626,6.5191,0.2445,0.1946,0.0000
47,326.786,6.6104,0.0000,6.0652,0.0433,0.0560,6.4224,0.5469,0.1946,0.0000
48,333.301,6.5150,0.0000,6.0750,0.0332,0.0460,6.3723,0.2436,0.1946,0.0000
49,339.727,6.4257,0.0000,6.3159,0.0472,0.0516,6.6360,0.2420,0.1946,0.0000
50,346.445,6.7182,0.0000,6.3687,0.0297,0.0452,6.6545,0.2604,0.1946,0.0000
51,353.164,6.7186,0.0000,6.4508,0.0350,0.0426,6.7453,0.5565,0.1946,0.0000
52,359.970,6.8062,0.0000,6.4453,0.0282,0.0431,6.7255,0.5683,0.1946,0.0000
53,366.739,6.7693,0.0000,6.6552,0.0955,0.3457,7.3374,0.2613,0.1946,0.0000
54,374.134,7.3942,0.0000,5.9451,0.0549,0.0508,6.3139,0.2592,0.1946,0.0000
55,380.516,6.3824,0.0000,6.3796,0.0373,0.0582,6.7078,0.5723,0.1946,0.0000
56,387.274,6.7583,0.0000,6.4711,0.0288,0.0719,6.7922,0.2586,0.1946,0.0000
57,394.135,6.8607,0.0000,6.4353,0.0295,0.0410,6.7061,0.2587,0.1935,0.0000
58,400.887,6.7523,0.0000,6.5315,0.0481,0.0527,6.8551,0.5753,0.1946,0.0000
59,407.800,6.9129,0.0000,6.4510,0.0273,0.0423,6.7334,0.5712,0.1946,0.0000
60,414.609,6.8091,0.0000,6.4499,0.0304,0.0589,6.7984,0.2568,0.1946,0.0000
61,421.453,6.8436,0.0000,6.4748,0.0273,0.2321,6.9441,0.5679,0.1946,0.0000
62,428.490,7.0372,0.0000,6.2370,0.0279,0.2294,6.6969,0.5674,0.1946,0.0000
63,435.310,6.8203,0.0000,6.2631,0.0271,0.0383,6.5312,0.2593,0.1946,0.0000
64,441.887,6.5764,0.0000,6.4764,0.0245,0.0370,6.7702,0.5685,0.1946,0.0000
65,448.719,6.8327,0.0000,6.5429,0.0332,0.0431,6.8298,0.5685,0.1946,0.0000
66,455.602,6.8822,0.0000,6.4820,0.0334,0.0423,6.7684,0.2564,0.1946,0.0000
67,462.424,6.8226,0.0000,6.5441,0.0439,0.0540,6.8768,0.5669,0.1946,0.0000
68,469.386,6.9612,0.0000,6.4446,0.0341,0.0445,6.7452,0.2596,0.1946,0.0000
69,476.190,6.8049,0.0000,6.5311,0.0328,0.0502,6.8207,0.2582,0.1946,0.0000
70,483.060,6.8693,0.0000,6.4224,0.0566,0.0539,6.8696,0.5711,0.1946,0.0000
71,490.008,6.9486,0.0000,6.3408,0.1426,0.0814,6.8100,0.2562,0.1946,0.0000
72,496.899,6.8904,0.0000,6.3097,0.2268,0.0571,6.9676,0.5749,0.1946,0.0000
73,503.932,7.0330,0.0000,6.1786,0.0541,0.0568,6.5476,0.5691,0.1946,0.0000
74,510.574,6.6426,0.0000,6.1756,0.0400,0.0488,6.6525,0.2596,0.1935,0.0000
75,517.285,6.7105,0.0000,6.5435,0.0407,0.0468,6.8608,0.5682,0.1946,0.0000
76,524.197,6.9124,0.0000,6.4817,0.0421,0.0511,6.7992,0.2530,0.1946,0.0000
77,531.052,6.8548,0.0000,6.4834,0.0337,0.0455,6.7970,0.5667,0.1946,0.0000
78,537.899,6.8468,0.0000,6.6597,0.0603,0.0492,6.9989,0.5637,0.1946,0.0000
79,544.952,7.0527,0.0000,6.9949,0.0518,0.0640,7.3849,0.6295,0.1946,0.0000
80,552.400,7.4485,0.0000,6.8919,0.0368,0.0480,7.2149,0.2864,0.1956,0.0000
81,559.671,7.2707,0.0000,7.0287,0.0477,0.0636,7.4064,0.6282,0.1946,0.0000
82,567.137,7.4663,0.0000,7.0157,0.0571,0.0564,7.4433,0.2873,0.1946,0.0000
83,574.682,7.5450,0.0000,6.9396,0.0782,0.0594,7.3423,0.2890,0.1946,0.0000
84,582.085,7.4032,0.0000,6.9512,0.0417,0.0519,7.2790,0.6305,0.1946,0.0000
85,589.427,7.3416,0.0000,7.0080,0.0415,0.0547,7.3404,0.2847,0.1956,0.0000
86,596.828,7.4015,0.0000,7.0255,0.0456,0.0570,7.4675,0.2887,0.1956,0.0000
87,604.548,7.7193,0.0000,6.6037,0.0496,0.0601,7.1157,0.6310,0.1946,0.0000
88,611.734,7.1859,0.0000,6.9764,0.0469,0.0568,7.3330,0.2882,0.1956,0.0000
89,619.130,7.3961,0.0000,7.0841,0.0603,0.0600,7.5576,0.6330,0.1956,0.0000
90,626.756,7.6262,0.0000,6.8901,0.0505,0.0560,7.2408,0.6300,0.1956,0.0000
91,634.061,7.3047,0.0000,7.0307,0.0377,0.0493,7.3463,0.2879,0.1956,0.0000
92,641.452,7.3915,0.0000,7.1078,0.0380,0.0486,7.4191,0.2859,0.1946,0.0000
93,648.923,7.4707,0.0000,7.1203,0.0460,0.0564,7.4711,0.6292,0.1946,0.0000
94,656.481,7.5584,0.0000,7.0715,0.0386,0.0529,7.3993,0.6375,0.1956,0.0000
95,663.937,7.4556,0.0000,7.0993,0.0978,0.0815,7.6979,0.2866,0.1946,0.0000
96,671.750,7.8135,0.0000,6.7603,0.0389,0.0581,7.1003,0.2870,0.1956,0.0000
97,678.915,7.1648,0.0000,7.0814,0.0366,0.0778,7.4255,0.6326,0.1956,0.0000
98,686.402,7.4871,0.0000,7.0773,0.0426,0.0555,7.4130,0.6298,0.1946,0.0000
99,693.877,7.4753,0.0000,7.0522,0.0374,0.0510,7.3731,0.2842,0.1956,0.0000
100,701.303,7.4251,0.0000,7.1148,0.0472,0.0604,7.4650,0.2849,0.1966,0.0000
101,708.881,7.5781,0.0000,7.0909,0.0524,0.0578,7.4689,0.6321,0.1956,0.0000
102,716.419,7.5389,0.0000,7.1039,0.0542,0.0565,7.5025,0.6317,0.1956,0.0000
103,724.000,7.5809,0.0000,7.0351,0.0456,0.0551,7.3871,0.6400,0.1956,0.0000
104,731.451,7.4509,0.0000,7.1242,0.0463,0.0553,7.4809,0.2883,0.1946,0.0000
105,739.008,7.5569,0.0000,7.0736,0.0475,0.0549,7.4370,0.2866,0.1956,0.0000
106,746.509,7.5011,0.0000,6.9962,0.0481,0.0537,7.4422,0.2881,0.1946,0.0000
107,754.025,7.5157,0.0000,7.0916,0.0494,0.0542,7.4718,0.6308,0.1956,0.0000
108,761.569,7.5438,0.0000,7.1821,0.0553,0.0649,7.6304,0.6299,0.1956,0.0000
109,769.284,7.7149,0.0000,6.8779,0.0748,0.2051,7.4430,0.6279,0.1956,0.0000
110,777.340,8.0564,0.0000,6.3736,0.0859,0.0929,6.9476,0.6363,0.1946,0.0000
111,784.965,7.6247,0.0000,5.5260,0.0540,0.0910,6.7519,0.6154,0.1946,0.0000
112,791.916,6.9510,0.0000,6.9233,0.0511,0.0711,7.3524,0.6417,0.1956,0.0000
113,799.353,7.4372,0.0000,7.0557,0.0503,0.0584,7.4260,0.6080,0.1946,0.0000
114,806.872,7.5186,0.0000,7.0690,0.0568,0.0633,7.4711,0.6067,0.1946,0.0000
115,814.415,7.5431,0.0000,7.0820,0.0562,0.0708,7.5014,0.6085,0.1946,0.0000
116,821.998,7.5838,0.0000,7.0346,0.0534,0.0568,7.4359,0.6089,0.1946,0.0000
117,829.505,7.5063,0.0000,7.1695,0.0609,0.0591,7.6033,0.6308,0.1946,0.0000
118,837.189,7.6840,0.0000,7.0720,0.0755,0.0621,7.6263,0.6323,0.1956,0.0000
119,845.162,7.9734,0.0000,6.7459,0.0999,0.0701,7.2262,0.6307,0.1946,0.0000
120,852.466,7.3037,0.0000,7.0486,0.0588,0.0637,7.4760,0.6280,0.1946,0.0000
121,860.119,7.6532,0.0000,7.0368,0.0539,0.0607,7.4258,0.6296,0.1946,0.0000
122,867.610,7.4910,0.0000,7.1639,0.0493,0.0651,7.5432,0.6283,0.1946,0.0000
123,875.228,7.6184,0.0000,7.1688,0.0462,0.0565,7.5354,0.6280,0.1946,0.0000
124,882.830,7.6019,0.0000,7.1777,0.0422,0.0555,7.5353,0.6287,0.1956,0.0000
125,890.440,7.6096,0.0000,7.2844,0.0519,0.0609,7.6555,0.6282,0.1956,0.0000
126,898.165,7.7255,0.0000,7.1222,0.0559,0.0610,7.4964,0.2859,0.1956,0.0000
127,905.841,7.6757,0.0000,7.0887,0.1539,0.1852,7.7060,0.2862,0.1956,0.0000
128,913.624,7.7824,0.0000,6.8949,0.0590,0.4158,7.8219,0.6086,0.1956,0.0000
129,921.677,8.0532,0.0000,6.4394,0.0477,0.1125,6.9415,0.6226,0.1956,0.0000
130,928.719,7.0421,0.0000,7.1703,0.0689,0.0631,7.8401,0.6228,0.1946,0.0000
131,936.653,7.9338,0.0000,6.6262,0.0551,0.0606,7.2777,0.6259,0.1956,0.0000
132,944.016,7.3632,0.0000,7.0782,0.2595,0.0743,7.7311,0.2843,0.1946,0.0000
