timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 10:05:42.371, P0, 2002 MHz, 52.31 W, 77, 0x0000000000000020
2026/09/25 10:05:42.625, P0, 2002 MHz, 52.31 W, 77, 0x0000000000000020
2026/09/25 10:05:42.882, [Unknown Error], 1740 MHz, 20.59 W, 72, 0x0000000000000001
2026/09/25 10:05:43.923, P0, 1740 MHz, 19.80 W, 73, 0x0000000000000001
2026/09/25 10:05:44.175, P0, 1740 MHz, 19.80 W, 73, 0x0000000000000001
2026/09/25 10:05:44.439, P0, 1740 MHz, 19.67 W, 73, 0x0000000000000001
2026/09/25 10:05:44.704, P0, 1740 MHz, 19.67 W, 73, 0x0000000000000001
2026/09/25 10:05:44.969, P0, 1867 MHz, 85.01 W, 82, 0x0000000000000020
2026/09/25 10:05:45.233, P0, 1717 MHz, 58.38 W, 80, 0x0000000000000020
2026/09/25 10:05:45.487, P0, 1717 MHz, 58.38 W, 80, 0x0000000000000020
2026/09/25 10:05:45.743, P0, 1732 MHz, 58.79 W, 80, 0x0000000000000020
2026/09/25 10:05:46.003, P0, 1732 MHz, 58.79 W, 80, 0x0000000000000020
2026/09/25 10:05:46.260, P0, 1717 MHz, 57.17 W, 80, 0x0000000000000020
2026/09/25 10:05:46.515, P0, 1717 MHz, 57.17 W, 80, 0x0000000000000020
2026/09/25 10:05:46.772, P0, 1687 MHz, 58.04 W, 80, 0x0000000000000020
2026/09/25 10:05:47.028, P0, 1687 MHz, 58.04 W, 80, 0x0000000000000020
2026/09/25 10:05:47.286, P0, 1717 MHz, 57.50 W, 80, 0x0000000000000020
2026/09/25 10:05:47.538, P0, 1717 MHz, 57.50 W, 80, 0x0000000000000020
2026/09/25 10:05:47.798, P0, 1702 MHz, 57.76 W, 79, 0x0000000000000020
2026/09/25 10:05:48.053, P0, 1702 MHz, 57.76 W, 79, 0x0000000000000020
2026/09/25 10:05:48.311, P0, 1672 MHz, 56.02 W, 80, 0x0000000000000020
2026/09/25 10:05:48.568, P0, 1672 MHz, 56.02 W, 80, 0x0000000000000020
2026/09/25 10:05:48.825, P0, 1672 MHz, 55.93 W, 80, 0x0000000000000020
2026/09/25 10:05:49.083, P0, 1672 MHz, 55.93 W, 80, 0x0000000000000020
2026/09/25 10:05:49.341, P0, 1680 MHz, 55.98 W, 80, 0x0000000000000020
2026/09/25 10:05:49.596, P0, 1680 MHz, 55.98 W, 80, 0x0000000000000020
2026/09/25 10:05:49.854, P0, 1770 MHz, 55.62 W, 80, 0x0000000000000020
2026/09/25 10:05:50.113, P0, 1770 MHz, 55.62 W, 80, 0x0000000000000020
2026/09/25 10:05:50.369, P0, 1762 MHz, 55.84 W, 80, 0x0000000000000020
2026/09/25 10:05:50.625, P0, 1762 MHz, 55.84 W, 80, 0x0000000000000020
2026/09/25 10:05:50.884, P0, 1762 MHz, 56.13 W, 80, 0x0000000000000020
2026/09/25 10:05:51.138, P0, 1762 MHz, 56.13 W, 80, 0x0000000000000020
2026/09/25 10:05:51.394, P0, 1702 MHz, 56.35 W, 80, 0x0000000000000020
2026/09/25 10:05:51.652, P0, 1702 MHz, 56.35 W, 80, 0x0000000000000020
2026/09/25 10:05:51.910, P0, 1710 MHz, 55.86 W, 80, 0x0000000000000020
2026/09/25 10:05:52.167, P0, 1710 MHz, 55.86 W, 80, 0x0000000000000020
2026/09/25 10:05:52.422, P0, 1785 MHz, 55.43 W, 80, 0x0000000000000020
2026/09/25 10:05:52.682, P0, 1785 MHz, 55.43 W, 80, 0x0000000000000020
2026/09/25 10:05:52.936, P0, 1777 MHz, 56.27 W, 80, 0x0000000000000020
2026/09/25 10:05:53.195, P0, 1777 MHz, 56.27 W, 80, 0x0000000000000020
2026/09/25 10:05:53.448, P0, 1687 MHz, 56.13 W, 80, 0x0000000000000020
2026/09/25 10:05:53.704, P0, 1687 MHz, 56.13 W, 80, 0x0000000000000020
2026/09/25 10:05:53.957, P0, 1860 MHz, 47.94 W, 79, 0x0000000000000020
2026/09/25 10:05:54.213, P0, 1807 MHz, 50.60 W, 79, 0x0000000000000020
2026/09/25 10:05:54.471, P0, 1807 MHz, 50.60 W, 79, 0x0000000000000020
2026/09/25 10:05:54.724, P0, 1852 MHz, 51.51 W, 79, 0x0000000000000020
2026/09/25 10:05:54.975, P0, 1852 MHz, 51.51 W, 79, 0x0000000000000020
2026/09/25 10:05:55.236, P0, 1695 MHz, 57.13 W, 81, 0x0000000000000020
2026/09/25 10:05:55.488, P0, 1695 MHz, 57.13 W, 81, 0x0000000000000020
2026/09/25 10:05:55.745, P0, 1537 MHz, 50.40 W, 79, 0x0000000000000020
2026/09/25 10:05:56.009, P0, 1537 MHz, 50.40 W, 79, 0x0000000000000020
2026/09/25 10:05:56.266, P0, 1530 MHz, 50.36 W, 79, 0x0000000000000020
2026/09/25 10:05:56.530, P0, 1530 MHz, 50.36 W, 79, 0x0000000000000020
2026/09/25 10:05:56.788, P0, 1567 MHz, 50.03 W, 79, 0x0000000000000020
2026/09/25 10:05:57.051, P0, 1567 MHz, 50.03 W, 79, 0x0000000000000020
2026/09/25 10:05:57.302, P0, 1552 MHz, 50.26 W, 79, 0x0000000000000020
2026/09/25 10:05:57.558, P0, 1552 MHz, 50.26 W, 79, 0x0000000000000020
2026/09/25 10:05:57.820, P0, 1582 MHz, 50.15 W, 80, 0x0000000000000020
2026/09/25 10:05:58.071, P0, 1582 MHz, 50.15 W, 80, 0x0000000000000020
2026/09/25 10:05:58.330, P0, 1590 MHz, 50.24 W, 80, 0x0000000000000020
2026/09/25 10:05:58.584, P0, 1590 MHz, 50.24 W, 80, 0x0000000000000020
2026/09/25 10:05:58.838, P0, 1665 MHz, 50.85 W, 80, 0x0000000000000020
2026/09/25 10:05:59.096, P0, 1665 MHz, 50.85 W, 80, 0x0000000000000020
2026/09/25 10:05:59.353, P0, 1672 MHz, 50.13 W, 80, 0x0000000000000020
2026/09/25 10:05:59.603, P0, 1672 MHz, 50.13 W, 80, 0x0000000000000020
2026/09/25 10:05:59.863, P0, 1680 MHz, 51.69 W, 80, 0x0000000000000020
