# start_unix_ms 1790322957457
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0206,0.0688,0.5545,18.1110,0.0000,0.0000,0.0000
1,18.377,18.3766,0.0000,0.2152,0.8211,0.0695,1.2521,0.0000,0.0000,0.0000
2,19.674,1.2976,0.0000,12.4055,0.0612,0.1048,12.7551,0.2777,0.2007,0.0000
3,32.495,12.8208,0.0000,7.3781,0.0555,0.0613,7.8104,0.2778,0.2028,0.0000
4,40.361,7.8660,0.0000,7.1780,0.0496,0.0517,7.4193,0.6156,0.2017,0.0000
5,47.843,7.4819,0.0000,7.4523,0.0634,0.0748,7.7429,0.6157,0.2007,0.0000
6,55.656,7.8136,0.0000,7.3482,0.0483,0.0646,7.5970,0.6062,0.1987,0.0000
7,63.311,7.6540,0.0000,7.3820,0.0505,0.0833,7.6520,0.6118,0.1987,0.0000
8,71.023,7.7126,0.0000,7.3816,0.0571,0.0741,7.7252,0.6075,0.1966,0.0000
9,78.807,7.7838,0.0000,6.5136,0.0475,0.0741,6.8051,0.6009,0.1966,0.0000
10,85.661,6.8539,0.0000,6.5090,0.0397,0.0417,6.7018,0.6032,0.1987,0.0000
11,92.401,6.7398,0.0000,6.8687,0.0522,0.0906,7.1603,0.6010,0.1976,0.0000
12,99.620,7.2193,0.0000,6.5078,0.0862,0.0640,6.8438,0.6054,0.1966,0.0000
13,106.516,6.8956,0.0000,6.2707,0.0378,0.0501,6.5847,0.6048,0.1966,0.0000
14,113.158,6.6429,0.0000,6.5858,0.1134,0.0642,6.9430,0.6021,0.1966,0.0000
15,120.227,7.0688,0.0000,6.3028,0.0383,0.0448,6.5070,0.2767,0.1966,0.0000
16,126.780,6.5531,0.0000,6.5750,0.0538,0.0531,6.8633,0.5840,0.1956,0.0000
17,133.740,6.9593,0.0000,6.4411,0.0496,0.0563,6.7090,0.6033,0.1956,0.0000
18,140.513,6.7736,0.0000,6.5206,0.0346,0.0462,6.7337,0.2766,0.1956,0.0000
19,147.301,6.7881,0.0000,6.5556,0.0325,0.0632,6.7740,0.2751,0.1956,0.0000
20,154.125,6.8239,0.0000,6.6733,0.0527,0.0585,6.9451,0.6030,0.1956,0.0000
21,161.160,7.0344,0.0000,6.4463,0.0387,0.0520,6.6804,0.6028,0.1956,0.0000
22,167.906,6.7469,0.0000,6.5237,0.0545,0.4836,7.2221,0.2765,0.1956,0.0000
23,175.204,7.2976,0.0000,6.0865,0.0359,0.0567,6.3123,0.5906,0.1956,0.0000
24,181.563,6.3588,0.0000,6.6420,0.0333,0.0572,6.8592,0.6059,0.1956,0.0000
25,188.467,6.9044,0.0000,6.5562,0.0298,0.0542,6.7748,0.2755,0.1956,0.0000
26,195.287,6.8202,0.0000,6.6992,0.0357,0.0390,6.8863,0.6185,0.1956,0.0000
27,202.219,6.9311,0.0000,6.5596,0.0405,0.0430,6.7729,0.6058,0.1956,0.0000
28,209.036,6.8178,0.0000,6.5771,0.0324,0.0420,6.7846,0.2749,0.1946,0.0000
29,215.866,6.8298,0.0000,6.0365,0.0386,0.0479,6.2599,0.2385,0.1946,0.0000
30,222.188,6.3219,0.0000,5.8867,0.0292,0.0418,6.0861,0.2401,0.1956,0.0000
31,228.323,6.1346,0.0000,6.0089,0.0345,0.0417,6.2383,0.5107,0.1946,0.0000
32,234.612,6.2891,0.0000,7.1353,0.0514,0.0576,7.4052,0.5264,0.1946,0.0000
33,242.111,7.4992,0.0000,5.0265,0.0451,0.0701,5.2971,0.5276,0.1956,0.0000
34,247.482,5.3708,0.0000,5.9588,0.0377,0.0465,6.1893,0.2397,0.1946,0.0010
35,253.726,6.2446,0.0000,6.0944,0.0361,0.0531,6.3204,0.2414,0.1956,0.0000
36,260.097,6.3710,0.0000,6.1337,0.0446,0.0506,6.4039,0.5280,0.1946,0.0000
37,266.557,6.4592,0.0000,5.9491,0.0585,0.0952,6.3266,0.2420,0.1946,0.0000
38,272.959,6.4019,0.0000,5.9749,0.0312,0.0391,6.1752,0.2437,0.1935,0.0000
39,279.188,6.2298,0.0000,6.1757,0.0404,0.0599,6.4030,0.5358,0.1946,0.0000
40,285.637,6.4486,0.0000,6.0996,0.0338,0.0424,6.3169,0.2401,0.1946,0.0000
41,292.053,6.4161,0.0000,6.0577,0.0434,0.0464,6.2893,0.2417,0.1946,0.0000
42,298.394,6.3414,0.0000,6.1000,0.0313,0.0427,6.3015,0.5290,0.1946,0.0000
43,304.742,6.3479,0.0000,6.1909,0.0284,0.0400,6.3824,0.2400,0.1935,0.0000
44,311.170,6.4275,0.0000,6.0887,0.0316,0.4548,6.7015,0.5072,0.1935,0.0000
45,317.943,6.7733,0.0000,5.7518,0.0314,0.0440,5.9783,0.5306,0.1946,0.0000
46,323.990,6.0469,0.0000,6.0337,0.1208,0.0602,6.3408,0.2395,0.1946,0.0000
47,330.434,6.4441,0.0000,6.0670,0.0281,0.0560,6.2772,0.5445,0.1946,0.0000
48,336.759,6.3250,0.0000,6.1578,0.0662,0.0623,6.4513,0.2384,0.1935,0.0000
49,343.268,6.5089,0.0000,6.0766,0.0306,0.0425,6.2813,0.2404,0.1935,0.0000
