timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 10:03:18.373, P0, 2010 MHz, 56.51 W, 77, 0x0000000000000400
2026/09/25 10:03:18.627, P0, 2010 MHz, 56.51 W, 77, 0x0000000000000400
2026/09/25 10:03:18.881, [Unknown Error], 1740 MHz, 20.22 W, 72, 0x0000000000000001
2026/09/25 10:03:19.920, P0, 1740 MHz, 19.27 W, 70, 0x0000000000000001
2026/09/25 10:03:20.171, P0, 1740 MHz, 19.27 W, 70, 0x0000000000000001
2026/09/25 10:03:20.422, P0, 1740 MHz, 19.08 W, 71, 0x0000000000000001
2026/09/25 10:03:20.685, P0, 1740 MHz, 19.08 W, 71, 0x0000000000000001
2026/09/25 10:03:20.947, P0, 1965 MHz, 86.04 W, 80, 0x0000000000000004
2026/09/25 10:03:21.209, P0, 1965 MHz, 86.04 W, 80, 0x0000000000000004
2026/09/25 10:03:21.470, P0, 1890 MHz, 74.78 W, 80, 0x0000000000000020
2026/09/25 10:03:21.732, P0, 1882 MHz, 73.88 W, 80, 0x0000000000000020
2026/09/25 10:03:21.991, P0, 1882 MHz, 73.88 W, 80, 0x0000000000000020
2026/09/25 10:03:22.254, P0, 1822 MHz, 67.86 W, 80, 0x0000000000000020
2026/09/25 10:03:22.515, P0, 1822 MHz, 67.86 W, 80, 0x0000000000000020
2026/09/25 10:03:22.774, P0, 1807 MHz, 68.25 W, 80, 0x0000000000000020
2026/09/25 10:03:23.028, P0, 1807 MHz, 68.25 W, 80, 0x0000000000000020
2026/09/25 10:03:23.284, P0, 1830 MHz, 67.65 W, 80, 0x0000000000000020
2026/09/25 10:03:23.541, P0, 1830 MHz, 67.65 W, 80, 0x0000000000000020
2026/09/25 10:03:23.807, P0, 1837 MHz, 66.44 W, 79, 0x0000000000000020
2026/09/25 10:03:24.062, P0, 1837 MHz, 66.44 W, 79, 0x0000000000000020
2026/09/25 10:03:24.318, P0, 1755 MHz, 63.84 W, 80, 0x0000000000000020
2026/09/25 10:03:24.574, P0, 1755 MHz, 63.84 W, 80, 0x0000000000000020
2026/09/25 10:03:24.826, P0, 1762 MHz, 63.51 W, 80, 0x0000000000000020
2026/09/25 10:03:25.077, P0, 1762 MHz, 63.51 W, 80, 0x0000000000000020
