# start_unix_ms 1790323612890
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0157,0.0646,0.2042,16.5236,0.0000,0.0000,0.0000
1,16.628,16.6284,0.0000,0.0165,0.2045,0.0882,0.4170,0.0000,0.0000,0.0000
2,17.081,0.4531,0.0000,14.8263,0.0493,0.0908,15.0981,0.2806,0.2007,0.0000
3,32.233,15.1512,0.0000,7.4311,0.0531,0.4054,8.0060,0.2758,0.2028,0.0000
4,40.289,8.0564,0.0000,7.2924,0.0888,0.1300,7.6632,0.6216,0.2017,0.0000
5,48.025,7.7359,0.0000,7.3251,0.0503,0.0982,7.6734,0.6268,0.2017,0.0000
6,55.744,7.7191,0.0000,7.3709,0.0405,0.0903,7.6100,0.2758,0.1987,0.0000
7,63.401,7.6565,0.0000,7.4796,0.0491,0.1003,7.7490,0.2737,0.1987,0.0000
8,71.196,7.7952,0.0000,7.0075,0.0454,0.0856,7.2525,0.2739,0.1966,0.0000
9,78.485,7.2892,0.0000,6.6891,0.0390,0.0859,6.9318,0.2753,0.1976,0.0000
10,85.459,6.9735,0.0000,6.6537,0.0469,0.0713,6.8893,0.2722,0.1976,0.0000
11,92.406,6.9474,0.0000,10.0171,0.0363,0.1765,10.3551,0.2767,0.2089,0.0000
12,102.823,10.4167,0.0000,6.2038,0.0376,0.3322,6.6969,0.2784,0.1956,0.0000
13,109.570,6.7471,0.0000,6.6860,0.0291,0.2136,7.0474,0.2762,0.1946,0.0000
14,116.662,7.0922,0.0000,5.4982,0.0225,0.0591,5.6826,0.2772,0.1956,0.0000
15,122.378,5.7164,0.0000,6.1096,0.0333,0.0572,6.3013,0.2434,0.1946,0.0000
16,128.720,6.3419,0.0000,6.1795,0.0336,0.0745,6.4147,0.2404,0.1956,0.0000
17,135.186,6.4658,0.0000,6.1735,0.0333,0.0685,6.3976,0.2423,0.1946,0.0000
18,141.629,6.4426,0.0000,6.1323,0.0272,0.0810,6.3499,0.2421,0.1946,0.0000
19,148.022,6.3933,0.0000,6.2048,0.0562,0.1126,6.5330,0.2443,0.1946,0.0000
20,154.639,6.6175,0.0000,5.9594,0.0422,0.0990,6.2492,0.2429,0.1956,0.0000
21,160.963,6.3240,0.0000,6.0353,0.0518,0.1061,6.3396,0.2433,0.1946,0.0000
22,167.386,6.4227,0.0000,6.0233,0.0444,0.4513,6.6596,0.2424,0.1946,0.0000
23,174.125,6.7394,0.0000,5.7477,0.0568,0.1212,6.0955,0.2447,0.2007,0.0000
24,180.306,6.1807,0.0000,6.0564,0.0661,0.2476,6.6747,0.2463,0.4055,0.0000
25,187.060,6.7541,0.0000,5.7696,0.0468,0.0922,6.0910,0.2466,0.2089,0.0000
26,193.233,6.1727,0.0000,5.6004,0.0438,0.3167,6.1387,0.2472,0.1946,0.0000
27,199.462,6.2293,0.0000,15.5911,0.0501,0.1196,16.0002,0.2450,0.2079,0.0000
28,215.563,16.1003,0.0000,5.9731,0.0818,0.1601,6.5302,0.2485,0.3994,0.0000
29,222.204,6.6413,0.0000,12.3934,0.0753,0.0910,12.7377,0.2449,0.2079,0.0000
30,235.011,12.8075,0.0000,5.4748,0.0266,0.0668,5.6971,0.2429,0.1935,0.0000
31,240.800,5.7883,0.0000,7.3074,0.0484,0.0925,7.6389,0.2420,0.2079,0.0000
32,248.533,7.7335,0.0000,5.5234,0.0648,0.2980,6.0513,0.2485,0.1946,0.0000
33,254.644,6.1111,0.0000,7.3510,0.0389,0.1729,7.7071,0.2417,0.2079,0.0000
34,262.405,7.7610,0.0000,6.4585,0.1108,0.1465,6.9038,0.2427,0.1935,0.0000
35,269.380,6.9750,0.0000,6.3809,0.0331,0.0864,6.6470,0.2468,0.2079,0.0000
36,276.079,6.6992,0.0000,5.6973,0.0266,0.0677,5.9418,0.2451,0.1935,0.0000
37,282.066,5.9867,0.0000,6.2272,0.0342,0.1054,6.4847,0.2473,0.1946,0.0000
38,288.596,6.5296,0.0000,6.2788,0.0275,0.0645,6.4951,0.2442,0.1946,0.0000
39,295.132,6.5366,0.0000,6.2494,0.0398,0.0698,6.4910,0.2429,0.1935,0.0000
40,301.667,6.5344,0.0000,6.3482,0.0290,0.0709,6.5750,0.2430,0.1935,0.0000
41,308.291,6.6247,0.0000,6.3078,0.0399,0.0869,6.5693,0.2453,0.1935,0.0000
42,314.920,6.6285,0.0000,6.2501,0.0349,0.0852,6.5202,0.2426,0.1935,0.0000
43,321.503,6.5826,0.0000,6.2762,0.0400,0.0866,6.5442,0.2444,0.1946,0.0000
44,328.108,6.6050,0.0000,6.2298,0.0433,0.3711,6.7974,0.2456,0.1946,0.0000
45,334.977,6.8698,0.0000,5.8868,0.0284,0.0700,6.1070,0.2475,0.1956,0.0000
46,341.129,6.1520,0.0000,6.4525,0.0254,0.0704,6.6637,0.2463,0.1946,0.0000
47,347.836,6.7065,0.0000,6.5184,0.0350,0.0767,6.7633,0.2621,0.1946,0.0000
48,354.700,6.8642,0.0000,6.4228,0.0273,0.0737,6.6385,0.2589,0.1946,0.0000
49,361.383,6.6831,0.0000,6.5616,0.0315,0.0716,6.7812,0.2591,0.1946,0.0000
50,368.212,6.8286,0.0000,6.6070,0.0308,0.0782,6.8451,0.2608,0.1976,0.0000
51,375.106,6.8939,0.0000,6.5144,0.0304,0.0702,6.7327,0.2638,0.1946,0.0000
52,381.882,6.7762,0.0000,6.5996,0.0420,0.0725,6.8804,0.2596,0.2079,0.0000
53,388.809,6.9268,0.0000,7.5286,0.0598,0.1342,7.9588,0.2623,0.2017,0.0000
54,396.864,8.0551,0.0000,6.0720,0.0593,0.1004,6.3947,0.2667,0.2079,0.0000
55,403.315,6.4517,0.0000,6.7286,0.0324,0.0959,7.0276,0.2596,0.2079,0.0000
56,410.399,7.0832,0.0000,8.6374,0.0280,0.1585,8.9504,0.2603,0.1946,0.0000
57,419.397,8.9987,0.0000,4.1253,0.0279,0.0652,4.3328,0.2599,0.1946,0.0000
58,423.773,4.3757,0.0000,6.5810,0.0339,0.0770,6.8159,0.2590,0.1946,0.0000
59,430.638,6.8652,0.0000,6.5885,0.0378,0.0860,6.8507,0.2576,0.1946,0.0000
60,437.548,6.9102,0.0000,6.4460,0.0290,0.0749,6.6817,0.2584,0.1966,0.0000
61,444.280,6.7319,0.0000,6.7051,0.0335,0.1508,7.0302,0.2592,0.1935,0.0000
62,451.513,7.2322,0.0000,6.3890,0.0330,0.0829,6.6519,0.2580,0.4219,0.0000
