timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 10:06:50.970, P0, 1552 MHz, 42.88 W, 79, 0x0000000000000020
2026/09/25 10:06:51.224, P0, 1552 MHz, 42.88 W, 79, 0x0000000000000020
2026/09/25 10:06:51.489, [Unknown Error], 1740 MHz, 20.79 W, 72, 0x0000000000000001
2026/09/25 10:06:52.518, P0, 1740 MHz, 20.12 W, 74, 0x0000000000000001
2026/09/25 10:06:52.772, P0, 1740 MHz, 20.12 W, 74, 0x0000000000000001
2026/09/25 10:06:53.023, P0, 1740 MHz, 19.24 W, 75, 0x0000000000000001
2026/09/25 10:06:53.288, P0, 1740 MHz, 19.24 W, 75, 0x0000000000000001
2026/09/25 10:06:53.551, P0, 1845 MHz, 79.14 W, 83, 0x0000000000000020
2026/09/25 10:06:53.817, P0, 1530 MHz, 48.67 W, 80, 0x0000000000000020
2026/09/25 10:06:54.067, P0, 1530 MHz, 48.67 W, 80, 0x0000000000000020
2026/09/25 10:06:54.317, P0, 1530 MHz, 48.53 W, 79, 0x0000000000000020
2026/09/25 10:06:54.582, P0, 1530 MHz, 48.53 W, 79, 0x0000000000000020
2026/09/25 10:06:54.845, P0, 1530 MHz, 48.73 W, 79, 0x0000000000000020
2026/09/25 10:06:55.096, P0, 1530 MHz, 48.73 W, 79, 0x0000000000000020
2026/09/25 10:06:55.359, P0, 1530 MHz, 49.08 W, 80, 0x0000000000000020
2026/09/25 10:06:55.624, P0, 1530 MHz, 49.08 W, 80, 0x0000000000000020
2026/09/25 10:06:55.890, P0, 1530 MHz, 49.24 W, 80, 0x0000000000000020
2026/09/25 10:06:56.140, P0, 1530 MHz, 49.24 W, 80, 0x0000000000000020
2026/09/25 10:06:56.391, P0, 1530 MHz, 42.26 W, 78, 0x0000000000000020
2026/09/25 10:06:56.643, P0, 1530 MHz, 42.26 W, 78, 0x0000000000000020
2026/09/25 10:06:56.907, P0, 1530 MHz, 52.67 W, 79, 0x0000000000000020
2026/09/25 10:06:57.171, P0, 1530 MHz, 52.67 W, 79, 0x0000000000000020
2026/09/25 10:06:57.435, P0, 1530 MHz, 48.91 W, 80, 0x0000000000000020
2026/09/25 10:06:57.686, P0, 1530 MHz, 48.91 W, 80, 0x0000000000000020
2026/09/25 10:06:57.937, P0, 1530 MHz, 48.83 W, 80, 0x0000000000000020
2026/09/25 10:06:58.202, P0, 1530 MHz, 48.83 W, 80, 0x0000000000000020
2026/09/25 10:06:58.456, P0, 1530 MHz, 48.79 W, 80, 0x0000000000000020
2026/09/25 10:06:58.720, P0, 1530 MHz, 48.79 W, 80, 0x0000000000000020
2026/09/25 10:06:58.983, P0, 1530 MHz, 49.02 W, 80, 0x0000000000000020
2026/09/25 10:06:59.234, P0, 1530 MHz, 49.02 W, 80, 0x0000000000000020
2026/09/25 10:06:59.485, P0, 1702 MHz, 45.99 W, 79, 0x0000000000000020
2026/09/25 10:06:59.749, P0, 1702 MHz, 45.99 W, 79, 0x0000000000000020
2026/09/25 10:07:00.013, P0, 1785 MHz, 49.92 W, 80, 0x0000000000000020
2026/09/25 10:07:00.278, P0, 1785 MHz, 49.92 W, 80, 0x0000000000000020
2026/09/25 10:07:00.529, P0, 1807 MHz, 49.49 W, 80, 0x0000000000000020
2026/09/25 10:07:00.793, P0, 1807 MHz, 49.49 W, 80, 0x0000000000000020
2026/09/25 10:07:01.055, P0, 1807 MHz, 50.06 W, 80, 0x0000000000000020
2026/09/25 10:07:01.312, P0, 1807 MHz, 50.06 W, 80, 0x0000000000000020
2026/09/25 10:07:01.572, P0, 1530 MHz, 49.33 W, 80, 0x0000000000000020
2026/09/25 10:07:01.838, P0, 1530 MHz, 48.29 W, 80, 0x0000000000000020
2026/09/25 10:07:02.102, P0, 1530 MHz, 48.29 W, 80, 0x0000000000000020
2026/09/25 10:07:02.353, P0, 1665 MHz, 44.34 W, 79, 0x0000000000000020
2026/09/25 10:07:02.604, P0, 1665 MHz, 44.34 W, 79, 0x0000000000000020
2026/09/25 10:07:02.868, P0, 1822 MHz, 52.29 W, 80, 0x0000000000000020
2026/09/25 10:07:03.132, P0, 1822 MHz, 52.29 W, 80, 0x0000000000000020
2026/09/25 10:07:03.394, P0, 1822 MHz, 49.74 W, 80, 0x0000000000000020
2026/09/25 10:07:03.645, P0, 1822 MHz, 49.74 W, 80, 0x0000000000000020
2026/09/25 10:07:03.908, P0, 1530 MHz, 49.56 W, 80, 0x0000000000000020
2026/09/25 10:07:04.172, P0, 1530 MHz, 49.56 W, 80, 0x0000000000000020
2026/09/25 10:07:04.437, P0, 1530 MHz, 47.99 W, 80, 0x0000000000000020
2026/09/25 10:07:04.703, P0, 1530 MHz, 47.99 W, 80, 0x0000000000000020
2026/09/25 10:07:04.966, P0, 1530 MHz, 48.16 W, 80, 0x0000000000000020
2026/09/25 10:07:05.231, P0, 1530 MHz, 48.16 W, 80, 0x0000000000000020
2026/09/25 10:07:05.481, P0, 1530 MHz, 48.41 W, 80, 0x0000000000000020
2026/09/25 10:07:05.733, P0, 1530 MHz, 48.41 W, 80, 0x0000000000000020
2026/09/25 10:07:05.997, P0, 1620 MHz, 45.31 W, 79, 0x0000000000000020
2026/09/25 10:07:06.249, P0, 1620 MHz, 45.31 W, 79, 0x0000000000000020
2026/09/25 10:07:06.512, P0, 1665 MHz, 42.28 W, 79, 0x0000000000000020
2026/09/25 10:07:06.766, P0, 1665 MHz, 42.28 W, 79, 0x0000000000000020
2026/09/25 10:07:07.016, P0, 1567 MHz, 50.88 W, 80, 0x0000000000000020
2026/09/25 10:07:07.269, P0, 1567 MHz, 50.88 W, 80, 0x0000000000000020
2026/09/25 10:07:07.519, P0, 1530 MHz, 47.93 W, 80, 0x0000000000000020
2026/09/25 10:07:07.772, P0, 1530 MHz, 47.93 W, 80, 0x0000000000000020
2026/09/25 10:07:08.023, P0, 1530 MHz, 48.78 W, 80, 0x0000000000000020
2026/09/25 10:07:08.273, P0, 1530 MHz, 48.78 W, 80, 0x0000000000000020
2026/09/25 10:07:08.524, P0, 1530 MHz, 49.41 W, 80, 0x0000000000000020
2026/09/25 10:07:08.787, P0, 1530 MHz, 49.41 W, 80, 0x0000000000000020
2026/09/25 10:07:09.052, P0, 1530 MHz, 49.54 W, 80, 0x0000000000000020
2026/09/25 10:07:09.305, P0, 1530 MHz, 49.54 W, 80, 0x0000000000000020
2026/09/25 10:07:09.556, P0, 1530 MHz, 48.62 W, 80, 0x0000000000000020
2026/09/25 10:07:09.819, P0, 1597 MHz, 48.22 W, 80, 0x0000000000000020
2026/09/25 10:07:10.084, P0, 1597 MHz, 48.22 W, 80, 0x0000000000000020
2026/09/25 10:07:10.349, P0, 1567 MHz, 42.24 W, 79, 0x0000000000000020
2026/09/25 10:07:10.615, P0, 1567 MHz, 42.24 W, 79, 0x0000000000000020
2026/09/25 10:07:10.880, P0, 1807 MHz, 33.69 W, 79, 0x0000000000000020
2026/09/25 10:07:11.145, P0, 1807 MHz, 33.69 W, 79, 0x0000000000000020
2026/09/25 10:07:11.411, P0, 1755 MHz, 44.70 W, 79, 0x0000000000000020
2026/09/25 10:07:11.675, P0, 1755 MHz, 44.70 W, 79, 0x0000000000000020
