# start_unix_ms 1790323100904
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0152,0.0633,0.1291,24.8796,0.0000,0.0000,0.0000
1,25.013,25.0128,0.0000,0.0171,0.2221,0.1362,0.4900,0.0000,0.0000,0.0000
2,25.538,0.5250,0.0000,14.1924,0.0555,0.0575,14.4649,0.2787,0.2017,0.0000
3,40.095,14.5571,0.0000,7.1449,0.0553,0.0706,7.4120,0.6138,0.2028,0.0000
4,47.566,7.4712,0.0000,7.2764,0.0497,0.0488,7.5000,0.6161,0.2017,0.0000
5,55.135,7.5686,0.0000,7.2479,0.0517,0.0712,7.4954,0.6070,0.1997,0.0000
6,62.689,7.5545,0.0000,7.3122,0.0406,0.0622,7.5250,0.6046,0.1987,0.0000
7,70.260,7.5703,0.0000,7.2843,0.0509,0.0774,7.5327,0.6023,0.1997,0.0000
8,77.841,7.5818,0.0000,7.3538,0.0383,0.0605,7.5551,0.6070,0.1987,0.0000
9,85.439,7.5975,0.0000,6.5170,0.0371,0.0550,6.7144,0.6040,0.1997,0.0000
10,92.215,6.7760,0.0000,6.4291,0.0620,0.0500,6.6737,0.6042,0.1976,0.0000
11,98.965,6.7500,0.0000,6.4877,0.0454,0.0848,6.7691,0.6023,0.1976,0.0000
12,105.804,6.8395,0.0000,6.2436,0.0396,0.0594,6.4699,0.6026,0.1966,0.0000
13,112.373,6.5684,0.0000,6.3965,0.0273,0.1184,6.6568,0.6034,0.1956,0.0000
14,119.151,6.7784,0.0000,6.3089,0.0417,0.0482,6.5595,0.5890,0.1966,0.0000
15,125.771,6.6196,0.0000,6.4052,0.0362,0.0412,6.5977,0.2777,0.1956,0.0000
16,132.409,6.6387,0.0000,6.4215,0.0275,0.0337,6.5941,0.2772,0.1966,0.0000
17,139.072,6.6622,0.0000,6.4579,0.0279,0.0363,6.6333,0.2742,0.1966,0.0000
18,145.744,6.6724,0.0000,6.4675,0.0288,0.0486,6.6617,0.2748,0.1956,0.0000
19,152.452,6.7081,0.0000,6.4218,0.0272,0.0534,6.6146,0.2750,0.1956,0.0000
