# start_unix_ms 1790323765567
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0156,0.0665,0.1359,17.9862,0.0000,0.0000,0.0000
1,18.086,18.0864,0.0000,0.0150,0.0214,0.2710,0.4134,0.0000,0.0000,0.0000
2,18.538,0.4521,0.0000,8.1445,0.0264,0.0544,8.3303,0.2793,0.0840,0.0000
3,26.946,8.4074,0.0000,0.1018,1.0695,0.0571,1.3506,0.2789,0.0860,0.0000
4,28.331,1.3851,0.0000,0.0142,5.4306,0.0630,5.6017,0.2770,0.4321,0.0000
5,33.986,5.6548,0.0000,0.0192,0.7655,0.0819,1.0389,0.2745,0.0840,0.0000
6,35.083,1.0976,0.0000,0.0171,1.0116,0.0699,1.2202,0.2755,0.0901,0.0000
7,36.339,1.2558,0.0000,0.0151,5.4200,0.2211,5.7608,0.2762,0.0881,0.0000
8,42.182,5.8429,0.0000,0.0228,0.0301,0.0462,0.2228,0.2777,0.0860,0.0000
9,42.451,0.2686,0.0000,0.0127,0.0237,0.0435,0.2343,0.2747,0.0860,0.0000
10,42.714,0.2635,0.0000,0.0700,2.1432,0.0716,2.4127,0.2754,0.0870,0.0000
11,45.173,2.4591,0.0000,0.0153,0.0191,0.0267,0.1513,0.2772,0.0850,0.0000
12,45.351,0.1772,0.0000,0.0545,0.3455,0.0715,0.5637,0.2777,0.0870,0.0000
13,45.941,0.5900,0.0000,0.1031,1.5649,0.0585,1.8157,0.4875,0.0860,0.0000
14,48.029,2.0888,0.0000,0.0207,0.0268,0.0309,0.1664,0.2761,0.0819,0.0000
15,48.228,0.1985,0.0000,0.0193,11.7944,0.0971,12.0352,0.2756,0.0829,0.0000
16,60.314,12.0859,0.0000,0.0265,1.2198,0.0573,1.4327,0.2768,0.0819,0.0000
17,61.905,1.5916,0.0000,0.0222,6.7513,0.0804,6.9850,0.2774,0.0829,0.0000
18,69.045,7.1400,0.0000,0.0253,18.0392,0.0952,18.3257,0.2770,0.0840,0.0000
19,87.460,18.4150,0.0000,0.0298,0.6822,0.0582,0.9533,0.2766,0.0829,0.0000
20,88.470,1.0093,0.0000,0.0164,5.5427,0.0595,5.7671,0.2767,0.0870,0.0000
21,94.288,5.8185,0.0000,0.0195,0.6940,0.0464,0.8774,0.2774,0.0840,0.0000
22,95.498,1.2103,0.0000,0.0229,5.6033,0.6599,6.4104,0.2764,0.0860,0.0000
23,101.974,6.4761,0.0000,0.0240,0.0453,0.0413,0.3031,0.2774,0.0840,0.0000
24,102.313,0.3384,0.0000,0.0126,5.6473,0.1058,5.8968,0.2759,0.0850,0.0000
25,108.272,5.9587,0.0000,0.0249,0.8265,0.0983,1.0733,0.2753,0.0819,0.0000
26,109.388,1.1167,0.0000,0.0193,5.4069,0.1291,5.7123,0.2750,0.0870,0.0000
27,115.168,5.7798,0.0000,0.0251,0.7369,0.0960,0.9824,0.2774,0.0840,0.0000
28,116.195,1.0268,0.0000,0.0220,5.4533,0.0807,5.7056,0.2755,0.0870,0.0000
29,121.948,5.7533,0.0000,0.0187,0.1210,0.0286,0.2564,0.2778,0.0840,0.0000
30,122.230,0.2813,0.0000,0.0100,7.9469,0.0817,8.1695,0.2767,0.0860,0.0000
31,130.469,8.2399,0.0000,0.0242,0.0276,0.0352,0.2638,0.2780,0.0850,0.0000
32,130.768,0.2990,0.0000,0.0140,4.8141,0.0662,4.9934,0.2767,0.0860,0.0000
33,135.815,5.0462,0.0000,0.0182,0.7241,0.0422,0.8827,0.2779,0.0819,0.0000
