# start_unix_ms 1790323400276
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0164,0.0688,0.2010,17.7227,0.0000,0.0000,0.0000
1,17.836,17.8356,0.0000,0.0193,0.3491,0.0817,0.5814,0.0000,0.0000,0.0000
2,18.464,0.6287,0.0000,14.3406,0.0658,0.0758,14.6647,0.2800,0.2017,0.0000
3,33.233,14.7686,0.0000,7.4417,0.0592,0.0725,7.7265,0.2799,0.2017,0.0000
4,41.027,7.7941,0.0000,7.5331,0.0643,0.0542,7.7963,0.2730,0.1987,0.0000
5,48.908,7.8808,0.0000,7.4892,0.0622,0.0745,7.7698,0.2733,0.1966,0.0000
6,56.746,7.8384,0.0000,7.4921,0.0643,0.0728,7.7742,0.2748,0.1987,0.0000
7,64.733,7.9865,0.0000,7.3671,0.0653,0.0798,7.6989,0.2742,0.1987,0.0000
8,72.547,7.8143,0.0000,7.3923,0.0819,0.0837,7.8815,0.2737,0.1976,0.0000
9,80.586,8.0389,0.0000,6.3298,0.0763,0.0762,6.7892,0.2748,0.1987,0.0000
10,87.951,7.3650,0.0000,5.9268,0.0770,0.0960,6.2832,0.2732,0.1976,0.0000
11,94.293,6.3422,0.0000,6.5947,0.0564,0.0891,6.9250,0.2750,0.1976,0.0000
12,101.741,7.4476,0.0000,6.2054,0.0569,0.0826,6.5014,0.2761,0.1966,0.0000
13,108.474,6.7333,0.0000,6.4505,0.1163,0.1028,6.9330,0.2754,0.1956,0.0000
14,115.547,7.0731,0.0000,6.2780,0.0651,0.0812,6.9760,0.2757,0.1966,0.0000
15,122.648,7.1014,0.0000,5.6786,0.0574,0.0617,6.3869,0.2776,0.1956,0.0000
16,129.130,6.4816,0.0000,6.3530,0.0562,0.0601,6.6741,0.6030,0.1946,0.0000
17,136.020,6.8897,0.0000,5.8720,0.0483,0.0518,6.1476,0.5314,0.1956,0.0000
18,142.268,6.2485,0.0000,6.0459,0.0527,0.0511,6.2982,0.2431,0.1946,0.0000
19,149.270,7.0017,0.0000,5.4694,0.0498,0.0731,5.7468,0.2427,0.1956,0.0000
20,155.112,5.8415,0.0000,6.0527,0.0498,0.0539,6.2972,0.2422,0.1956,0.0000
21,161.513,6.4020,0.0000,6.0837,0.0512,0.0561,6.3363,0.2403,0.1946,0.0000
22,168.058,6.5442,0.0000,5.9538,0.0468,0.4308,6.5710,0.5305,0.1946,0.0000
23,174.764,6.7065,0.0000,5.6564,0.0553,0.0630,5.9758,0.2407,0.1956,0.0000
24,180.856,6.0916,0.0000,6.0191,0.0506,0.0631,6.2810,0.2428,0.1956,0.0000
25,187.292,6.4362,0.0000,6.0080,0.0507,0.0585,6.2970,0.2416,0.1946,0.0000
26,193.693,6.4010,0.0000,6.0044,0.0599,0.0689,6.2997,0.2427,0.1946,0.0000
27,200.096,6.4031,0.0000,6.0492,0.0466,0.0541,6.3012,0.5347,0.1956,0.0000
28,206.542,6.4459,0.0000,6.0705,0.0484,0.3508,6.6356,0.2417,0.1946,0.0000
29,213.262,6.7202,0.0000,5.7902,0.0588,0.0557,6.1367,0.2404,0.1946,0.0000
30,219.513,6.2507,0.0000,5.9708,0.0464,0.0532,6.2179,0.2431,0.1946,0.0000
31,225.811,6.2980,0.0000,6.1269,0.0469,0.0584,6.3986,0.2440,0.1946,0.0000
32,232.573,6.7621,0.0000,5.8384,0.0534,0.0595,6.1107,0.5378,0.1946,0.0000
33,239.018,6.4452,0.0000,5.9044,0.0425,0.0570,6.1593,0.2426,0.1946,0.0000
34,245.274,6.2554,0.0000,6.2732,0.0611,0.0539,6.5595,0.2435,0.1935,0.0000
35,251.890,6.6162,0.0000,6.1117,0.0422,0.0614,6.3786,0.2428,0.1946,0.0000
36,258.364,6.4742,0.0000,6.1630,0.0446,0.0520,6.4130,0.2448,0.1935,0.0000
37,264.877,6.5130,0.0000,6.2429,0.0542,0.0589,6.5175,0.2457,0.1946,0.0000
38,271.456,6.5793,0.0000,6.2559,0.0550,0.0583,6.5422,0.2470,0.1946,0.0000
39,278.127,6.6710,0.0000,6.1552,0.0556,0.0558,6.4240,0.2456,0.1946,0.0000
40,284.620,6.4925,0.0000,6.2587,0.0488,0.0556,6.5364,0.2456,0.1935,0.0000
41,291.224,6.6041,0.0000,6.3163,0.0469,0.0539,6.5816,0.2453,0.1946,0.0000
42,297.911,6.6870,0.0000,6.1527,0.0533,0.0596,6.4800,0.2433,0.1935,0.0000
43,304.503,6.5920,0.0000,6.1226,0.0720,0.0697,6.5626,0.5508,0.1946,0.0000
44,311.309,6.8057,0.0000,5.8642,0.0453,0.3796,6.4545,0.5378,0.1935,0.0000
45,317.924,6.6150,0.0000,5.8379,0.0500,0.0628,6.1187,0.2456,0.1956,0.0000
46,324.109,6.1858,0.0000,6.2226,0.0422,0.0811,6.5052,0.2446,0.1946,0.0000
47,331.009,6.8998,0.0000,5.9114,0.0516,0.0605,6.2805,0.2468,0.1946,0.0000
48,337.376,6.3671,0.0000,6.1361,0.0429,0.0614,6.3945,0.2419,0.1946,0.0000
49,343.867,6.4904,0.0000,6.2434,0.0427,0.0516,6.4957,0.2449,0.1935,0.0000
50,350.440,6.5736,0.0000,6.2550,0.0434,0.0538,6.5118,0.2439,0.1946,0.0000
51,357.029,6.5889,0.0000,6.2640,0.0410,0.0534,6.5174,0.2453,0.1935,0.0000
52,363.645,6.6161,0.0000,6.2708,0.0475,0.0587,6.5366,0.2456,0.1946,0.0000
53,370.252,6.6071,0.0000,6.2606,0.0404,0.0504,6.5141,0.2442,0.1946,0.0000
54,376.842,6.5899,0.0000,6.2922,0.0410,0.0628,6.5491,0.2415,0.1935,0.0000
55,383.483,6.6405,0.0000,6.2538,0.0317,0.0448,6.4635,0.2444,0.1935,0.0000
