frame,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms
0,0.0000,0.0205,0.0951,0.9295,10.1451
1,10.2338,0.0630,0.0395,0.4780,0.6823
2,0.7232,0.0196,0.0217,0.2224,0.3506
3,0.3832,0.0363,1.0700,0.0547,1.2851
4,1.3186,0.0135,9.9368,0.0917,10.1762
5,10.2452,0.0240,3.1186,0.1420,3.4030
6,3.5121,0.0239,1.1983,0.1240,1.4535
7,1.5018,0.0189,2.8897,0.0705,3.0809
8,3.1253,0.0180,0.9764,0.1131,1.2115
9,1.2563,0.0164,1.1594,0.0779,1.3586
10,1.4126,0.0182,1.2616,0.0843,1.4999
11,1.5379,0.0168,0.0272,0.0489,0.1750
12,0.2023,0.4114,0.9357,0.0418,1.4753
13,1.5156,0.0114,1.5798,0.0807,1.7470
14,1.7767,0.0127,1.0007,0.0493,1.1383
15,1.1632,0.0095,7.9057,0.0933,8.0937
16,8.1473,0.0188,1.5811,0.0704,1.7769
17,1.8167,0.0149,6.2861,0.0805,6.4853
18,6.5431,0.0211,18.6987,0.0861,18.9262
19,19.0021,0.0219,1.1108,0.0578,1.3153
20,1.3716,0.0185,4.8956,0.0706,5.0829
21,5.1227,0.0192,1.2960,0.1006,1.5745
22,1.6197,0.0205,5.1051,0.1406,5.3686
23,5.4322,0.0182,1.1765,0.0661,1.4010
24,1.4369,0.0133,5.2684,0.0696,5.4430
25,5.4824,0.0167,1.2727,0.0927,1.4687
26,1.5169,0.0184,5.6724,0.1402,5.9790
27,6.0656,0.0238,0.9453,0.0724,1.2674
28,1.3257,0.0166,4.9741,0.0684,5.1581
29,5.2106,0.0150,1.2949,0.0798,1.4819
30,1.5332,0.0187,5.1099,0.1409,5.3654
31,5.6341,0.0246,0.8971,0.0588,1.1377
32,1.1789,0.0141,5.1859,0.1254,5.4171
33,5.4605,0.0193,1.3374,0.0570,1.4965
34,1.5262,0.0126,5.0983,0.0649,5.2491
35,5.2752,0.0203,1.3058,0.0651,1.4744
36,1.5139,0.0169,5.1124,0.1037,5.3167
37,5.3463,0.0138,1.3250,0.0703,1.5173
38,1.5625,0.0211,5.2673,0.0706,5.4626
39,5.5803,0.0269,1.2654,0.0769,1.4751
40,1.5206,0.0170,5.0186,0.1239,5.2510
41,5.2907,0.0181,1.2825,0.0648,1.4566
42,1.4958,0.0156,5.3672,0.0898,5.5694
43,5.6418,0.0191,1.2030,0.0807,1.4276
44,1.4876,0.0190,4.9934,0.0611,5.1698
45,5.2067,0.0148,1.3089,0.0555,1.4621
46,1.4958,0.0147,5.4158,0.0962,5.6029
47,5.6381,0.0164,1.2619,0.0640,1.4286
48,1.4701,0.0159,5.1226,0.0640,5.2947
49,5.3343,0.0193,1.4112,0.0680,1.5857
50,1.6260,0.0163,5.3073,0.1260,5.5488
51,5.5975,0.0256,1.0896,0.0512,1.2663
52,1.2938,0.0115,5.1958,0.0732,5.3608
53,5.3915,0.0138,1.2190,0.0773,1.3872
54,1.4284,0.0208,5.2593,0.2414,5.6441
55,5.7237,0.0239,0.9129,0.0931,1.1592
56,1.2160,0.0196,4.9944,0.0736,5.2376
57,5.2795,0.0188,1.0573,0.0545,1.2315
58,1.2621,0.0121,5.5586,0.0519,5.7035
59,5.7325,0.0116,1.1020,0.0885,1.2978
60,1.3402,0.0180,5.2615,0.0592,5.4295
61,5.4628,0.0146,1.1051,0.0897,1.2869
62,1.3467,0.0128,5.4591,0.0515,5.6004
63,5.6309,0.0239,1.1981,0.0666,1.3903
64,1.4402,0.0166,5.4776,0.0654,5.6553
65,5.6927,0.0128,1.1022,0.0894,1.2940
66,1.3359,0.0194,5.3039,0.0625,5.4680
67,5.5023,0.0137,1.1037,0.0507,1.2475
68,1.2984,0.0112,5.6830,0.1726,5.9713
69,6.0162,0.0195,1.1771,0.0843,1.3751
70,1.4200,0.0205,4.9190,0.0753,5.1131
71,5.2400,0.0237,0.9151,0.0507,1.1466
72,1.2364,0.0149,5.5135,0.1184,5.7577
73,5.7998,0.0168,1.0898,0.0498,1.2541
74,1.2891,0.0117,5.3734,0.0795,5.5738
75,5.6133,0.0185,1.1567,0.0704,1.3444
76,1.3847,0.0182,5.4716,0.0698,5.6491
77,5.6899,0.0192,1.1670,0.0621,1.3715
78,1.4107,0.0164,5.0940,0.0681,5.2675
79,5.2973,0.0124,1.1861,0.0700,1.3589
80,1.4006,0.0184,5.4099,0.0896,5.6171
81,5.6584,0.0211,1.1452,0.0573,1.3262
82,1.3613,0.0122,5.8960,0.1172,6.1320
83,6.2223,0.0248,0.8934,0.0746,1.1662
84,1.2333,0.0208,4.7492,0.0758,4.9569
85,5.0086,0.0477,0.9963,0.0977,1.2522
86,1.5077,0.0223,5.1093,0.0686,5.3119
87,5.3510,0.0140,1.1505,0.0728,1.3437
88,1.3847,0.0191,5.4157,0.0771,5.6084
89,5.6474,0.0162,1.1982,0.0769,1.3801
90,1.4181,0.0178,5.5117,0.1327,5.7957
91,5.8847,0.0234,1.0248,0.0603,1.2346
92,1.3075,0.0167,5.0883,0.0785,5.2913
93,5.3402,0.0184,1.0850,0.1049,1.3057
94,1.3554,0.0187,5.2110,0.0848,5.5052
95,5.5429,0.0157,1.1218,0.0718,1.3038
96,1.3437,0.0180,5.3265,0.0749,5.5338
97,5.5722,0.0165,1.1771,0.0807,1.3651
98,1.4041,0.0189,5.3848,0.0745,5.5868
99,5.6286,0.0166,1.2002,0.0858,1.3993
100,1.4467,0.0219,5.2054,0.1013,5.4615
101,5.5534,0.0209,1.0845,0.0846,1.3534
102,1.3986,0.0205,5.3234,0.0776,5.5324
103,5.5863,0.0187,1.0951,0.0962,1.3245
104,1.3754,0.0196,5.3376,0.1255,5.5846
105,5.6436,0.0231,0.9838,0.0854,1.1982
106,1.2364,0.0165,5.1476,0.0556,5.3058
107,5.3383,0.0124,1.0935,0.0590,1.2519
108,1.2888,0.0245,5.5375,0.0824,5.7422
109,5.8476,0.0233,0.9399,0.1000,1.2034
110,1.2526,0.0195,6.2824,0.1031,6.5904
111,6.7219,0.0384,0.7386,0.0638,1.0879
112,1.1369,0.0159,4.4823,0.0796,4.7190
113,4.7786,0.0194,0.9338,0.0763,1.1871
114,1.2262,0.0126,5.2957,0.0638,5.4517
115,5.4835,0.0143,1.0571,0.0453,1.1943
116,1.2447,0.0118,5.5183,0.0542,5.6556
117,5.6847,0.0116,1.0773,0.0546,1.2160
118,1.2972,0.0144,5.5072,0.0772,5.6988
119,5.7407,0.0196,1.0268,0.0553,1.1952
120,1.2272,0.0160,5.4541,0.0759,5.6242
121,5.6636,0.0154,1.0441,0.0922,1.2412
122,1.2788,0.0179,5.4011,0.0855,5.5904
123,5.6280,0.0170,1.0262,0.0562,1.1897
124,1.2252,0.0128,5.5523,0.0708,5.7090
125,5.7431,0.0183,1.0731,0.1149,1.3058
126,1.3451,0.0170,5.4324,0.0593,5.5951
127,5.6321,0.0147,1.0558,0.0794,1.2373
128,1.2752,0.0167,5.3987,0.0735,5.5756
129,5.6112,0.0143,1.0573,0.0816,1.2389
130,1.2732,0.0158,5.5601,0.0550,5.7114
131,5.7453,0.0139,0.6053,0.0465,0.7439
132,0.8293,0.0131,5.8603,0.0912,6.0440
133,6.1132,0.0169,1.0437,0.1153,1.2768
134,1.3181,0.0174,5.3497,0.0520,5.5035
135,5.5403,0.0122,1.1138,0.0792,1.2908
136,1.3326,0.0163,5.4531,0.0630,5.6152
137,5.6474,0.0125,1.0835,0.1194,1.2930
138,1.3349,0.0189,5.5309,0.0841,5.7573
139,5.7953,0.0158,0.9468,0.0489,1.2086
140,1.2486,0.0158,5.4115,0.0765,5.5863
141,5.6253,0.0185,0.9993,0.0530,1.2006
142,1.2358,0.0144,5.4096,0.0833,5.5945
143,5.6324,0.0186,1.0144,0.0511,1.1752
144,1.2050,0.0108,5.7694,0.1560,6.0554
145,6.1717,0.0294,0.8294,0.1239,1.1674
146,1.3258,0.0309,4.9252,0.0674,5.1512
147,5.2059,0.0122,1.0262,0.0645,1.1937
148,1.2367,0.0183,5.4432,0.0522,5.5996
149,5.7067,0.0251,1.0033,0.0773,1.2027
150,1.2455,0.0151,5.5074,0.0513,5.6568
151,5.6861,0.0110,1.1351,0.0482,1.2687
152,1.2938,0.0086,5.4360,0.0811,5.5956
153,5.6372,0.0202,1.0110,0.0881,1.2243
154,1.2666,0.0181,5.4707,0.0525,5.6269
155,5.6618,0.0156,1.1182,0.0683,1.2898
156,1.3301,0.0160,5.5003,0.0823,5.6860
157,5.7237,0.0179,1.0076,0.0677,1.2602
158,1.2949,0.0143,5.6150,0.1968,5.9160
159,5.9609,0.0201,1.1083,0.0556,1.2785
160,1.3078,0.0118,5.1015,0.0667,5.2577
161,5.3708,0.0256,0.9958,0.0665,1.1854
162,1.2264,0.0155,5.6603,0.0506,5.8264
163,5.8589,0.0129,1.1723,0.0691,1.3442
164,1.3858,0.0157,5.0978,0.0821,5.2847
165,5.3247,0.0171,1.0977,0.0441,1.2367
166,1.2635,0.0108,5.4953,0.0842,5.6745
167,5.7163,0.0205,1.0557,0.0803,1.3217
168,1.3812,0.0216,5.5006,0.0715,5.6914
169,5.7329,0.0170,1.0599,0.0546,1.2674
170,1.3094,0.0105,5.3323,0.1581,5.5910
171,5.6947,0.0220,0.8631,0.0550,1.0773
172,1.1204,0.0177,5.3225,0.0646,5.4893
173,5.5314,0.0156,1.0338,0.0630,1.2067
174,1.2555,0.0145,5.4891,0.0628,5.6516
175,5.6924,0.0115,1.1436,0.1056,1.3477
176,1.3935,0.0209,5.2474,0.0644,5.4639
177,5.5043,0.0154,1.2167,0.0591,1.3937
178,1.4371,0.0184,5.6882,0.0970,5.9593
179,6.0006,0.0184,0.9850,0.0454,1.1347
180,1.1654,0.0133,5.2350,0.0650,5.3957
181,5.4402,0.0166,1.1769,0.0684,1.3610
182,1.4039,0.0187,5.2228,0.0507,5.3829
183,5.4366,0.0177,1.0271,0.0926,1.2216
184,1.2561,0.0129,5.4191,0.0765,5.5946
185,5.6502,0.0168,1.1378,0.1110,1.3678
186,1.4243,0.0213,5.2195,0.0777,5.4272
187,5.4923,0.0245,0.9977,0.0847,1.2140
188,1.2550,0.0170,5.4904,0.0593,5.6582
189,5.6912,0.0138,1.0605,0.0935,1.2496
190,1.2820,0.0153,5.4480,0.0702,5.6163
191,5.6493,0.0131,1.1200,0.0819,1.2973
192,1.3263,0.0116,5.3825,0.0657,5.5552
193,5.5937,0.0174,1.1121,0.0868,1.3111
194,1.3504,0.0160,5.4028,0.0576,5.5603
195,5.6186,0.0149,1.0774,0.0601,1.2455
196,1.2861,0.0161,5.5485,0.0690,5.7257
197,5.7644,0.0168,1.2416,0.0736,1.4199
