frame,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms
0,0.0000,0.0213,0.0604,0.8537,9.4858
1,9.5630,0.0200,0.0375,0.3046,0.4753
2,0.5143,0.0174,0.0194,0.1097,0.2400
3,0.2689,0.0138,0.0191,0.0742,0.1792
4,0.2041,0.6477,0.0246,10.0221,10.7783
5,10.8400,0.0309,0.0378,0.0892,0.2853
6,0.3223,4.3254,0.0316,2.7488,7.2328
7,7.2925,18.7918,0.0434,0.5225,19.5455
8,19.6059,21.3717,0.0547,0.2657,21.8547
9,21.9738,11.3857,0.0429,0.1523,11.7319
10,11.8052,7.0034,0.0610,0.1699,7.4044
11,7.5007,6.4638,0.0565,0.1689,6.8382
12,7.1002,5.6864,0.0402,0.1240,6.0237
13,6.1505,6.5233,0.0380,0.2024,6.8831
14,6.9648,6.9258,0.0547,0.0944,7.1959
15,7.2523,6.8995,0.0271,0.2357,7.2761
16,7.3263,5.6964,0.0229,0.2158,6.0315
17,6.0740,6.3224,0.0439,0.1606,6.6495
18,6.7095,6.5721,0.0251,0.1589,6.8638
19,6.9172,6.5639,0.0254,0.2407,6.9323
20,6.9857,6.5220,0.0234,0.1861,6.8528
21,6.9185,6.5105,0.0236,0.2704,6.9074
22,6.9831,6.9893,0.0286,0.2585,7.3836
23,7.4318,6.1118,0.0380,0.1164,6.3926
24,6.4348,6.7065,0.0545,0.1169,6.9986
25,7.0577,6.9582,0.0459,0.1143,7.3093
26,7.4243,6.9481,0.0419,0.2075,7.3177
27,7.3705,6.9103,0.0313,0.0794,7.1273
28,7.1728,6.4565,0.0529,0.1017,6.7728
29,6.8362,7.1057,0.0318,0.1264,7.3855
30,7.4396,6.2227,0.0422,0.0847,6.5059
31,6.5514,5.5539,0.0260,0.1470,5.8376
32,5.8800,6.4019,0.0346,0.2188,6.7617
33,6.8078,6.6274,0.0317,0.2346,7.0026
34,7.0511,6.4628,0.0276,0.2251,6.8247
35,6.9125,6.5585,0.0444,0.1872,6.9043
36,7.0584,6.2975,0.0265,0.2214,6.6565
37,6.6987,6.6317,0.0294,0.1806,6.9632
38,7.0146,7.1685,0.0305,0.1202,7.4518
39,7.5022,6.9237,0.0500,0.2783,7.3768
40,7.4233,5.5682,0.0254,0.2129,5.9057
41,5.9460,6.5660,0.0284,0.2108,6.9064
42,6.9483,6.6449,0.0351,0.1340,6.9247
43,6.9739,6.5576,0.0268,0.1460,6.8403
44,6.8882,6.6307,0.0303,0.1993,6.9703
45,7.0235,6.5251,0.0263,0.2147,6.8692
46,6.9156,7.0348,0.0355,0.1144,7.3301
47,7.4298,7.4803,0.0411,0.1063,7.7879
48,7.8564,5.0320,0.0577,0.1726,5.4240
49,5.4961,6.5016,0.0632,0.1730,6.8874
50,6.9623,7.0079,0.0381,0.2073,7.3730
51,7.4762,6.0370,0.0343,0.2174,6.4035
52,6.4762,7.8605,0.0475,0.1649,8.2203
53,8.3048,5.5119,0.0393,0.2013,5.8694
54,5.9359,6.0023,0.0394,0.1845,6.3420
55,6.3949,6.7057,0.0425,0.1950,7.0545
56,7.1158,6.4738,0.0272,0.2243,6.8240
57,6.8945,6.3979,0.0242,0.2109,6.7217
58,6.7627,6.8074,0.0268,0.1991,7.1331
59,7.1892,6.3004,0.0203,0.2375,6.6486
60,6.6835,6.5801,0.0225,0.2365,6.9254
61,6.9607,7.1188,0.0259,0.1718,7.4475
62,7.5696,6.0835,0.0283,0.0779,6.2967
63,6.3378,6.8211,0.0496,0.1515,7.1172
64,7.1541,6.5770,0.0272,0.1383,6.8520
65,6.9012,6.9414,0.0248,0.1558,7.2476
66,7.2942,6.3607,0.0295,0.1502,6.7414
67,6.7890,6.9499,0.0603,0.2080,7.3377
68,7.3936,6.2675,0.0387,0.1524,6.6125
69,6.6861,6.3036,0.0299,0.1918,6.6281
70,6.6707,6.7331,0.0296,0.0781,6.9412
71,7.0121,6.7361,0.0322,0.1184,7.0002
72,7.0822,6.3463,0.0246,0.1379,6.6157
73,6.6553,7.1809,0.0628,0.4946,7.8652
74,7.9336,6.2485,0.0329,0.1055,6.5212
75,6.6066,5.9727,0.0600,0.0774,6.2267
76,6.2754,6.5670,0.0312,0.1712,6.9086
77,6.9521,6.5663,0.0263,0.1338,6.8202
78,6.8584,6.7145,0.0243,0.1524,7.0101
79,7.0519,6.3631,0.0202,0.2059,6.6868
80,6.7417,6.8733,0.0259,0.1582,7.1604
81,7.2021,6.4687,0.0301,0.1677,6.7673
82,6.8055,6.5440,0.0319,0.1335,6.8249
83,6.8733,6.6044,0.0234,0.1438,6.8720
84,6.9117,7.2908,0.0247,0.2854,7.7056
85,7.7468,6.3359,0.0259,0.0824,6.5773
86,6.6181,6.4190,0.0268,0.0760,6.6301
87,6.7066,6.7495,0.0271,0.0851,6.9633
88,7.0354,6.6019,0.0287,0.1010,6.8382
89,6.8983,6.2468,0.0374,0.1802,6.5880
90,6.6570,6.5691,0.0567,0.0856,6.8932
91,6.9458,6.5340,0.0290,0.1612,6.8625
92,6.9191,6.5899,0.0315,0.1633,6.8828
93,6.9552,6.5725,0.0284,0.2247,6.9309
94,7.0005,6.5839,0.0257,0.1954,6.9172
95,6.9618,7.6905,0.1328,0.3307,8.3087
96,8.3899,4.9583,0.0317,0.2275,5.3301
97,5.4024,6.5948,0.0219,0.2112,6.9246
98,6.9645,6.4892,0.0252,0.1903,6.8140
99,6.8568,6.6255,0.0263,0.1538,6.9169
100,6.9554,6.4674,0.0260,0.2239,6.8095
101,6.8567,6.7029,0.0221,0.1926,7.0136
102,7.0552,6.4791,0.0313,0.1995,6.8140
103,6.8598,6.5334,0.0247,0.2713,6.9358
104,6.9922,6.5592,0.0399,0.3816,7.1077
105,7.2320,6.3258,0.0249,0.2007,6.6641
106,6.7035,6.5555,0.0287,0.1332,6.8433
107,6.8846,6.6035,0.0216,0.1905,6.9296
108,7.0141,6.5860,0.0403,0.2349,6.9553
109,6.9965,6.6849,0.0250,0.1990,7.0167
110,7.0608,6.5103,0.0212,0.2104,6.8444
111,6.8908,6.3407,0.0240,0.1504,6.6271
112,6.6856,6.6783,0.0244,0.2610,7.0735
113,7.1199,6.9603,0.0245,0.1171,7.2025
114,7.2441,6.4111,0.0238,0.1867,6.7233
115,6.7676,6.6669,0.0234,0.1536,6.9330
116,7.0022,6.9811,0.0254,0.1906,7.2838
117,7.3235,6.2025,0.0242,0.1576,6.4766
118,6.6175,6.5924,0.1495,0.1489,7.0820
119,7.1577,6.0983,0.0432,0.2259,6.4783
120,6.6246,6.6478,0.0306,0.2073,7.0099
121,7.0514,6.3960,0.0245,0.2201,6.7616
122,6.7993,6.8897,0.0422,0.0868,7.1657
123,7.2103,6.2212,0.0213,0.1623,6.5324
124,6.6133,6.8986,0.0243,0.0767,7.1123
125,7.1524,6.3857,0.0534,0.1786,6.7335
126,6.7728,6.7798,0.0228,0.1659,7.0647
127,7.1034,6.5225,0.0390,0.1318,6.8211
128,6.9126,6.5603,0.0385,0.2109,6.9299
129,6.9872,6.4594,0.0272,0.1073,6.7418
130,6.7840,6.6543,0.0227,0.1864,6.9599
131,7.0027,6.6659,0.0245,0.0780,6.8670
132,6.9122,7.2577,0.0653,0.1265,7.6136
133,7.7976,6.5708,0.0652,0.1246,6.9743
134,7.0552,5.4501,0.0302,0.2292,5.8145
135,5.8654,6.5457,0.0281,0.1800,6.8670
136,6.9676,6.4669,0.0373,0.1347,6.7807
137,6.8503,8.1926,0.0700,0.4235,8.8543
138,8.9529,5.1482,0.0734,0.1196,5.4688
139,5.5258,6.2342,0.0373,0.1390,6.5454
140,6.5901,6.4678,0.0329,0.1189,6.7437
141,6.7849,6.7445,0.0315,0.2228,7.1014
142,7.1449,6.5319,0.0308,0.1596,6.8633
143,7.2355,6.4051,0.0565,0.0910,6.6840
144,6.7326,6.4530,0.0338,0.2116,6.8305
145,6.9132,6.4121,0.0237,0.2195,6.7603
146,6.8065,6.3644,0.0257,0.1828,6.6980
147,6.7431,7.7265,0.0381,0.1795,8.0991
148,8.1650,5.5892,0.0241,0.1309,5.8999
149,5.9522,6.2510,0.0269,0.1311,6.5600
150,6.6016,6.6333,0.0288,0.1579,6.9377
151,6.9799,6.5229,0.0264,0.1893,6.8596
152,6.9053,6.8389,0.0280,0.2039,7.1688
153,7.2172,6.4062,0.0218,0.2397,6.7621
154,6.8033,6.5679,0.0277,0.2108,6.9141
155,6.9598,6.5591,0.0269,0.1285,6.8716
156,6.9140,6.8128,0.0240,0.1582,7.1284
157,7.1675,6.8200,0.0246,0.1501,7.1395
158,7.1844,6.2517,0.0228,0.3103,6.6722
159,6.7432,6.8917,0.0318,0.2097,7.2499
160,7.3136,5.9868,0.0243,0.2035,6.3452
161,6.3926,6.8861,0.0281,0.1497,7.1997
162,7.2521,6.5984,0.0395,0.1047,6.9055
163,6.9640,6.3631,0.0306,0.2336,6.7309
164,6.7747,6.7694,0.0291,0.1062,7.0859
165,7.1273,6.4857,0.0244,0.0684,6.7031
166,6.7411,6.4593,0.0240,0.1655,6.7539
167,6.7996,6.9308,0.0245,0.0820,7.1367
168,7.2068,6.5139,0.0236,0.1950,6.8319
169,6.8752,6.6637,0.0229,0.1745,6.9522
170,6.9982,6.6315,0.0252,0.1594,6.9269
171,6.9677,6.5443,0.0237,0.1558,6.8460
172,6.8841,6.4639,0.0714,0.1347,6.7736
173,6.8173,6.9258,0.0285,0.1194,7.2200
174,7.2731,6.6440,0.0361,0.1896,7.0107
175,7.0792,6.2432,0.0305,0.2113,6.6216
176,6.7758,6.0842,0.0387,0.1606,6.4251
177,6.4944,6.5850,0.4210,0.1512,7.2784
178,7.3282,6.1542,0.0276,0.1810,6.4712
179,6.5118,6.4991,0.0249,0.1929,6.8206
180,6.8789,7.4270,0.0452,0.1160,7.7379
181,7.8139,5.9649,0.0357,0.1986,6.3144
182,6.3664,6.5024,0.0237,0.2275,6.8531
183,6.8928,6.3904,0.0196,0.2170,6.7103
184,6.7481,6.9698,0.0273,0.1779,7.2779
185,7.3340,6.6844,0.0225,0.2455,7.0504
186,7.0919,6.2432,0.0260,0.1897,6.5857
187,6.6251,6.7567,0.0237,0.0713,6.9376
