# start_unix_ms 1790345112980
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0152,0.0646,0.2067,17.5665,0.0000,0.0000,0.0000
1,17.646,17.6457,0.0000,0.0162,0.2564,0.0775,0.4722,0.0000,0.0000,0.0000
2,18.151,0.5056,0.0000,14.6197,0.0603,0.1061,14.9453,0.2781,0.2007,0.0000
3,33.160,15.0089,0.0000,7.4442,0.0461,0.0921,7.7210,0.2754,0.2007,0.0000
4,40.930,7.7695,0.0000,7.6080,0.0602,0.1289,7.9597,0.2747,0.2007,0.0000
5,48.956,8.0259,0.0000,8.1157,0.0580,0.0993,8.4328,0.2739,0.1997,0.0000
6,57.446,8.4908,0.0000,6.2848,0.0531,0.0846,6.5553,0.2740,0.1976,0.0000
7,64.054,6.6076,0.0000,7.0419,0.0579,0.2220,7.5617,0.2733,0.1976,0.0000
8,71.665,7.6109,0.0000,7.3630,0.0485,0.0935,7.6308,0.2805,0.1987,0.0000
9,79.347,7.6821,0.0000,6.5082,0.0456,0.0969,6.7928,0.2750,0.1987,0.0000
10,86.191,6.8437,0.0000,25.9199,0.0637,0.1268,26.3124,0.2749,0.2109,0.0000
11,112.604,26.4131,0.0000,6.4008,0.0452,0.0985,6.6947,0.2777,0.2120,0.0000
12,119.429,6.8247,0.0000,6.8694,0.0837,0.1120,7.5038,0.2769,0.2079,0.0000
13,126.993,7.5642,0.0000,6.2492,0.0445,0.1141,6.6216,0.2807,0.2079,0.0000
14,133.666,6.6737,0.0000,6.4674,0.0366,0.1526,6.8769,0.2760,0.2079,0.0000
15,140.643,6.9763,0.0000,6.1918,0.0511,0.0839,6.5107,0.2772,0.2089,0.0000
16,147.202,6.5597,0.0000,6.5443,0.0478,0.0841,6.8211,0.2426,0.2079,0.0000
17,154.105,6.9023,0.0000,6.5422,0.0335,0.1010,6.8258,0.2447,0.2079,0.0000
18,160.994,6.8893,0.0000,6.5834,0.0465,0.1041,6.9112,0.2457,0.2079,0.0000
19,167.967,6.9731,0.0000,6.7802,0.0385,0.0907,7.0787,0.2450,0.2079,0.0000
20,175.111,7.1442,0.0000,6.1763,0.0396,0.0977,6.4739,0.2441,0.2079,0.0000
21,181.659,6.5477,0.0000,7.6838,0.0575,0.2415,8.2081,0.2432,0.2079,0.0000
22,189.945,8.2861,0.0000,5.9313,0.0457,0.4477,6.5866,0.2436,0.2068,0.0000
23,196.595,6.6495,0.0000,5.6756,0.0338,0.0945,5.9535,0.2451,0.2089,0.0000
24,202.608,6.0136,0.0000,6.4871,0.0544,0.0905,6.9430,0.2439,0.2079,0.0000
25,209.606,6.9980,0.0000,6.8527,0.0363,0.0884,7.2026,0.2450,0.2079,0.0000
26,216.880,7.2733,0.0000,6.4181,0.0399,0.0828,6.7387,0.2446,0.2079,0.0000
27,223.671,6.7917,0.0000,6.5347,0.0594,0.1155,6.9644,0.2417,0.2079,0.0000
28,230.709,7.0377,0.0000,6.6981,0.0443,0.1129,7.0472,0.2437,0.2079,0.0000
29,237.859,7.1506,0.0000,6.2491,0.0388,0.0912,6.5578,0.2568,0.2079,0.0000
30,244.493,6.6337,0.0000,6.4722,0.0437,0.1192,6.8168,0.2444,0.2079,0.0000
31,251.370,6.8764,0.0000,6.6029,0.0500,0.0996,6.9525,0.2436,0.2089,0.0000
32,258.409,7.0398,0.0000,6.6411,0.0403,0.1151,6.9776,0.2427,0.2079,0.0000
33,265.489,7.0800,0.0000,6.3856,0.0534,0.1305,6.7387,0.2446,0.2079,0.0000
34,272.301,6.8116,0.0000,6.7487,0.0437,0.1094,7.0947,0.2444,0.2079,0.0000
35,279.529,7.2280,0.0000,6.3258,0.0702,0.1632,6.7521,0.2484,0.2079,0.0000
36,286.348,6.8194,0.0000,6.3604,0.0347,0.0957,6.6640,0.2447,0.2079,0.0000
37,293.067,6.7182,0.0000,6.5775,0.0718,0.1075,6.9099,0.2468,0.2079,0.0000
38,300.030,6.9637,0.0000,6.1914,0.0469,0.1196,6.5905,0.2458,0.2068,0.0000
39,306.692,6.6613,0.0000,6.7585,0.0449,0.0891,7.0494,0.2462,0.2079,0.0000
40,313.824,7.1326,0.0000,6.5891,0.0315,0.1053,6.8870,0.2460,0.2079,0.0000
41,320.766,6.9417,0.0000,6.5665,0.0354,0.0889,6.8415,0.2436,0.2079,0.0000
42,327.661,6.8948,0.0000,6.5551,0.0373,0.0973,6.8685,0.2444,0.2079,0.0000
43,334.617,6.9563,0.0000,6.6481,0.0374,0.0832,6.9339,0.2442,0.2079,0.0000
44,341.600,6.9827,0.0000,6.8107,0.0438,0.4562,7.5031,0.2438,0.2079,0.0000
45,349.164,7.5642,0.0000,5.8798,0.0342,0.1023,6.1842,0.2442,0.2079,0.0000
46,355.403,6.2393,0.0000,6.7316,0.0457,0.1074,7.0939,0.2443,0.2068,0.0000
47,362.568,7.1651,0.0000,6.7047,0.0316,0.1057,7.0084,0.2465,0.2079,0.0000
48,369.633,7.0648,0.0000,6.3709,0.0399,0.0957,6.6989,0.2416,0.2068,0.0000
49,376.386,6.7530,0.0000,6.1473,0.0369,0.0860,6.4307,0.2446,0.2079,0.0000
50,382.874,6.4881,0.0000,6.9105,0.0374,0.1371,7.2647,0.2456,0.2079,0.0000
51,390.205,7.3313,0.0000,6.6249,0.0360,0.2436,7.0799,0.2561,0.2079,0.0000
52,397.356,7.1506,0.0000,6.5383,0.0380,0.1118,6.8734,0.2545,0.2079,0.0000
53,404.288,6.9316,0.0000,6.5184,0.0682,0.1635,6.9246,0.2679,0.2079,0.0000
54,411.267,6.9797,0.0000,6.3377,0.0489,0.0860,6.6833,0.2572,0.2079,0.0000
55,418.034,6.7664,0.0000,6.5553,0.0391,0.0845,6.8867,0.2575,0.2068,0.0000
56,424.969,6.9357,0.0000,6.4689,0.0355,0.1255,6.7953,0.2574,0.2079,0.0000
57,431.830,6.8607,0.0000,6.7541,0.0511,0.0984,7.0727,0.2571,0.2079,0.0000
58,438.960,7.1299,0.0000,6.3037,0.0400,0.0890,6.6065,0.2590,0.2079,0.0000
59,445.626,6.6664,0.0000,6.7198,0.0365,0.2621,7.1808,0.2580,0.2079,0.0000
