timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 16:16:22.350, P0, 1770 MHz, 55.33 W, 80, 0x0000000000000020
2026/09/25 16:16:22.603, P0, 2010 MHz, 30.22 W, 76, 0x0000000000000400
2026/09/25 16:16:22.865, [Unknown Error], 1740 MHz, 20.50 W, 72, 0x0000000000000001
2026/09/25 16:16:23.894, P0, 1740 MHz, 19.81 W, 73, 0x0000000000000001
2026/09/25 16:16:24.146, P0, 1740 MHz, 19.81 W, 73, 0x0000000000000001
2026/09/25 16:16:24.411, P0, 1740 MHz, 19.83 W, 74, 0x0000000000000001
2026/09/25 16:16:24.663, P0, 1740 MHz, 19.83 W, 74, 0x0000000000000001
2026/09/25 16:16:24.928, P0, 1852 MHz, 79.76 W, 83, 0x0000000000000020
2026/09/25 16:16:25.181, P0, 1852 MHz, 79.76 W, 83, 0x0000000000000020
2026/09/25 16:16:25.446, P0, 1575 MHz, 52.06 W, 79, 0x0000000000000020
2026/09/25 16:16:25.711, P0, 1665 MHz, 55.63 W, 80, 0x0000000000000020
2026/09/25 16:16:25.964, P0, 1665 MHz, 55.63 W, 80, 0x0000000000000020
2026/09/25 16:16:26.229, P0, 1665 MHz, 54.83 W, 80, 0x0000000000000020
2026/09/25 16:16:26.479, P0, 1665 MHz, 54.83 W, 80, 0x0000000000000020
2026/09/25 16:16:26.741, P0, 1650 MHz, 55.79 W, 80, 0x0000000000000020
2026/09/25 16:16:27.004, P0, 1650 MHz, 55.79 W, 80, 0x0000000000000020
2026/09/25 16:16:27.268, P0, 1650 MHz, 55.66 W, 80, 0x0000000000000020
2026/09/25 16:16:27.520, P0, 1650 MHz, 55.66 W, 80, 0x0000000000000020
2026/09/25 16:16:27.785, P0, 1665 MHz, 59.89 W, 80, 0x0000000000000020
2026/09/25 16:16:28.049, P0, 1665 MHz, 59.89 W, 80, 0x0000000000000020
2026/09/25 16:16:28.314, P0, 1657 MHz, 55.96 W, 80, 0x0000000000000020
2026/09/25 16:16:28.578, P0, 1657 MHz, 55.96 W, 80, 0x0000000000000020
2026/09/25 16:16:28.829, P0, 1635 MHz, 56.35 W, 80, 0x0000000000000020
2026/09/25 16:16:29.091, P0, 1635 MHz, 56.35 W, 80, 0x0000000000000020
2026/09/25 16:16:29.354, P0, 1657 MHz, 56.03 W, 80, 0x0000000000000020
2026/09/25 16:16:29.605, P0, 1657 MHz, 56.03 W, 80, 0x0000000000000020
2026/09/25 16:16:29.871, P0, 1665 MHz, 56.37 W, 80, 0x0000000000000020
2026/09/25 16:16:30.121, P0, 1665 MHz, 56.37 W, 80, 0x0000000000000020
2026/09/25 16:16:30.372, P0, 1725 MHz, 55.15 W, 80, 0x0000000000000020
2026/09/25 16:16:30.637, P0, 1725 MHz, 55.15 W, 80, 0x0000000000000020
2026/09/25 16:16:30.902, P0, 1732 MHz, 55.89 W, 80, 0x0000000000000020
2026/09/25 16:16:31.168, P0, 1732 MHz, 55.89 W, 80, 0x0000000000000020
2026/09/25 16:16:31.432, P0, 1740 MHz, 55.73 W, 80, 0x0000000000000020
2026/09/25 16:16:31.683, P0, 1740 MHz, 55.73 W, 80, 0x0000000000000020
2026/09/25 16:16:31.934, P0, 1642 MHz, 55.85 W, 80, 0x0000000000000020
2026/09/25 16:16:32.200, P0, 1650 MHz, 55.13 W, 80, 0x0000000000000020
2026/09/25 16:16:32.463, P0, 1650 MHz, 55.13 W, 80, 0x0000000000000020
2026/09/25 16:16:32.714, P0, 1665 MHz, 54.14 W, 80, 0x0000000000000020
2026/09/25 16:16:32.977, P0, 1665 MHz, 54.14 W, 80, 0x0000000000000020
2026/09/25 16:16:33.229, P0, 1845 MHz, 50.11 W, 80, 0x0000000000000020
2026/09/25 16:16:33.480, P0, 1845 MHz, 50.11 W, 80, 0x0000000000000020
2026/09/25 16:16:33.745, P0, 1822 MHz, 50.66 W, 80, 0x0000000000000020
2026/09/25 16:16:33.996, P0, 1822 MHz, 50.66 W, 80, 0x0000000000000020
2026/09/25 16:16:34.261, P0, 1650 MHz, 54.20 W, 80, 0x0000000000000020
2026/09/25 16:16:34.527, P0, 1650 MHz, 54.20 W, 80, 0x0000000000000020
2026/09/25 16:16:34.777, P0, 1852 MHz, 49.52 W, 79, 0x0000000000000020
2026/09/25 16:16:35.041, P0, 1852 MHz, 49.52 W, 79, 0x0000000000000020
2026/09/25 16:16:35.293, P0, 1537 MHz, 47.87 W, 80, 0x0000000000000020
2026/09/25 16:16:35.556, P0, 1537 MHz, 47.87 W, 80, 0x0000000000000020
2026/09/25 16:16:35.820, P0, 1537 MHz, 48.39 W, 79, 0x0000000000000020
2026/09/25 16:16:36.074, P0, 1537 MHz, 48.39 W, 79, 0x0000000000000020
