timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 16:05:11.111, P0, 2010 MHz, 36.16 W, 78, 0x0000000000000020
2026/09/25 16:05:11.366, P0, 2010 MHz, 36.16 W, 78, 0x0000000000000020
2026/09/25 16:05:11.617, [Unknown Error], 1740 MHz, 20.45 W, 79, 0x0000000000000001
2026/09/25 16:05:12.641, P0, 1740 MHz, 19.91 W, 73, 0x0000000000000001
2026/09/25 16:05:12.894, P0, 1740 MHz, 19.91 W, 73, 0x0000000000000001
2026/09/25 16:05:13.158, P0, 1740 MHz, 19.81 W, 74, 0x0000000000000001
2026/09/25 16:05:13.421, P0, 1740 MHz, 19.81 W, 74, 0x0000000000000001
2026/09/25 16:05:13.686, P0, 1875 MHz, 71.19 W, 83, 0x0000000000000020
2026/09/25 16:05:13.951, P0, 1597 MHz, 51.96 W, 80, 0x0000000000000020
2026/09/25 16:05:14.216, P0, 1597 MHz, 51.96 W, 80, 0x0000000000000020
2026/09/25 16:05:14.480, P0, 1597 MHz, 50.90 W, 79, 0x0000000000000020
2026/09/25 16:05:14.742, P0, 1597 MHz, 50.90 W, 79, 0x0000000000000020
2026/09/25 16:05:15.006, P0, 1590 MHz, 51.31 W, 79, 0x0000000000000020
2026/09/25 16:05:15.259, P0, 1590 MHz, 51.31 W, 79, 0x0000000000000020
2026/09/25 16:05:15.522, P0, 1575 MHz, 51.87 W, 79, 0x0000000000000020
2026/09/25 16:05:15.785, P0, 1575 MHz, 51.87 W, 79, 0x0000000000000020
2026/09/25 16:05:16.048, P0, 1575 MHz, 51.84 W, 79, 0x0000000000000020
2026/09/25 16:05:16.301, P0, 1575 MHz, 51.84 W, 79, 0x0000000000000020
2026/09/25 16:05:16.563, P0, 1680 MHz, 52.10 W, 80, 0x0000000000000020
2026/09/25 16:05:16.828, P0, 1680 MHz, 52.10 W, 80, 0x0000000000000020
2026/09/25 16:05:17.080, P0, 1680 MHz, 54.27 W, 80, 0x0000000000000020
2026/09/25 16:05:17.345, P0, 1680 MHz, 54.27 W, 80, 0x0000000000000020
2026/09/25 16:05:17.610, P0, 1672 MHz, 57.30 W, 80, 0x0000000000000020
2026/09/25 16:05:17.873, P0, 1672 MHz, 57.30 W, 80, 0x0000000000000020
2026/09/25 16:05:18.123, P0, 1680 MHz, 56.87 W, 80, 0x0000000000000020
2026/09/25 16:05:18.386, P0, 1680 MHz, 56.87 W, 80, 0x0000000000000020
2026/09/25 16:05:18.651, P0, 1672 MHz, 56.84 W, 80, 0x0000000000000020
2026/09/25 16:05:18.901, P0, 1672 MHz, 56.84 W, 80, 0x0000000000000020
2026/09/25 16:05:19.166, P0, 1732 MHz, 56.25 W, 80, 0x0000000000000020
2026/09/25 16:05:19.429, P0, 1732 MHz, 56.25 W, 80, 0x0000000000000020
2026/09/25 16:05:19.695, P0, 1822 MHz, 54.89 W, 80, 0x0000000000000020
2026/09/25 16:05:19.958, P0, 1890 MHz, 54.44 W, 80, 0x0000000000000020
2026/09/25 16:05:20.221, P0, 1890 MHz, 54.44 W, 80, 0x0000000000000020
2026/09/25 16:05:20.483, P0, 1897 MHz, 53.96 W, 80, 0x0000000000000020
2026/09/25 16:05:20.749, P0, 1897 MHz, 53.96 W, 80, 0x0000000000000020
2026/09/25 16:05:21.013, P0, 1597 MHz, 56.01 W, 80, 0x0000000000000020
2026/09/25 16:05:21.277, P0, 1597 MHz, 56.01 W, 80, 0x0000000000000020
2026/09/25 16:05:21.541, P0, 1597 MHz, 50.39 W, 79, 0x0000000000000020
2026/09/25 16:05:21.792, P0, 1597 MHz, 50.39 W, 79, 0x0000000000000020
2026/09/25 16:05:22.055, P0, 1612 MHz, 50.83 W, 79, 0x0000000000000020
2026/09/25 16:05:22.319, P0, 1612 MHz, 50.83 W, 79, 0x0000000000000020
2026/09/25 16:05:22.582, P0, 1927 MHz, 49.60 W, 79, 0x0000000000000020
2026/09/25 16:05:22.833, P0, 1927 MHz, 49.60 W, 79, 0x0000000000000020
2026/09/25 16:05:23.094, P0, 1860 MHz, 52.03 W, 79, 0x0000000000000020
2026/09/25 16:05:23.358, P0, 1860 MHz, 52.03 W, 79, 0x0000000000000020
2026/09/25 16:05:23.624, P0, 1695 MHz, 53.42 W, 80, 0x0000000000000020
2026/09/25 16:05:23.889, P0, 1695 MHz, 53.42 W, 80, 0x0000000000000020
2026/09/25 16:05:24.155, P0, 1657 MHz, 54.42 W, 80, 0x0000000000000020
2026/09/25 16:05:24.421, P0, 1657 MHz, 54.42 W, 80, 0x0000000000000020
2026/09/25 16:05:24.673, P0, 1650 MHz, 55.10 W, 79, 0x0000000000000020
2026/09/25 16:05:24.924, P0, 1650 MHz, 55.10 W, 79, 0x0000000000000020
2026/09/25 16:05:25.189, P0, 1537 MHz, 49.78 W, 80, 0x0000000000000020
2026/09/25 16:05:25.441, P0, 1672 MHz, 47.42 W, 79, 0x0000000000000020
2026/09/25 16:05:25.706, P0, 1672 MHz, 47.42 W, 79, 0x0000000000000020
2026/09/25 16:05:25.957, P0, 1792 MHz, 51.76 W, 79, 0x0000000000000020
2026/09/25 16:05:26.222, P0, 1792 MHz, 51.76 W, 79, 0x0000000000000020
2026/09/25 16:05:26.488, P0, 1800 MHz, 49.67 W, 80, 0x0000000000000020
2026/09/25 16:05:26.740, P0, 1800 MHz, 49.67 W, 80, 0x0000000000000020
2026/09/25 16:05:26.990, P0, 1612 MHz, 54.89 W, 80, 0x0000000000000020
2026/09/25 16:05:27.256, P0, 1612 MHz, 54.89 W, 80, 0x0000000000000020
2026/09/25 16:05:27.509, P0, 1635 MHz, 54.00 W, 80, 0x0000000000000020
2026/09/25 16:05:27.775, P0, 1635 MHz, 54.00 W, 80, 0x0000000000000020
2026/09/25 16:05:28.037, P0, 1537 MHz, 43.13 W, 80, 0x0000000000000020
2026/09/25 16:05:28.289, P0, 1537 MHz, 43.13 W, 80, 0x0000000000000020
2026/09/25 16:05:28.541, P0, 1537 MHz, 49.00 W, 79, 0x0000000000000020
2026/09/25 16:05:28.806, P0, 1537 MHz, 49.00 W, 79, 0x0000000000000020
2026/09/25 16:05:29.059, P0, 1552 MHz, 50.48 W, 79, 0x0000000000000020
2026/09/25 16:05:29.309, P0, 1552 MHz, 50.48 W, 79, 0x0000000000000020
2026/09/25 16:05:29.562, P0, 1552 MHz, 48.94 W, 79, 0x0000000000000020
2026/09/25 16:05:29.815, P0, 1552 MHz, 48.94 W, 79, 0x0000000000000020
2026/09/25 16:05:30.079, P0, 1740 MHz, 46.09 W, 79, 0x0000000000000020
2026/09/25 16:05:30.343, P0, 1740 MHz, 46.09 W, 79, 0x0000000000000020
2026/09/25 16:05:30.607, P0, 1755 MHz, 46.66 W, 79, 0x0000000000000020
2026/09/25 16:05:30.872, P0, 1755 MHz, 46.66 W, 79, 0x0000000000000020
2026/09/25 16:05:31.137, P0, 1830 MHz, 50.86 W, 80, 0x0000000000000020
2026/09/25 16:05:31.402, P0, 1830 MHz, 50.86 W, 80, 0x0000000000000020
2026/09/25 16:05:31.654, P0, 1815 MHz, 51.29 W, 80, 0x0000000000000020
2026/09/25 16:05:31.919, P0, 1815 MHz, 51.29 W, 80, 0x0000000000000020
2026/09/25 16:05:32.170, P0, 1567 MHz, 49.66 W, 80, 0x0000000000000020
2026/09/25 16:05:32.420, P0, 1567 MHz, 49.66 W, 80, 0x0000000000000020
2026/09/25 16:05:32.686, P0, 1590 MHz, 49.69 W, 80, 0x0000000000000020
2026/09/25 16:05:32.948, P0, 1747 MHz, 45.89 W, 79, 0x0000000000000020
2026/09/25 16:05:33.212, P0, 1747 MHz, 45.89 W, 79, 0x0000000000000020
2026/09/25 16:05:33.477, P0, 1822 MHz, 46.70 W, 79, 0x0000000000000020
2026/09/25 16:05:33.742, P0, 1822 MHz, 46.70 W, 79, 0x0000000000000020
2026/09/25 16:05:34.006, P0, 1837 MHz, 51.03 W, 80, 0x0000000000000020
2026/09/25 16:05:34.256, P0, 1837 MHz, 51.03 W, 80, 0x0000000000000020
2026/09/25 16:05:34.521, P0, 1530 MHz, 50.86 W, 79, 0x0000000000000020
2026/09/25 16:05:34.786, P0, 1530 MHz, 50.86 W, 79, 0x0000000000000020
2026/09/25 16:05:35.038, P0, 1530 MHz, 49.75 W, 79, 0x0000000000000020
2026/09/25 16:05:35.301, P0, 1530 MHz, 49.75 W, 79, 0x0000000000000020
2026/09/25 16:05:35.565, P0, 1530 MHz, 48.35 W, 79, 0x0000000000000020
2026/09/25 16:05:35.830, P0, 1530 MHz, 48.35 W, 79, 0x0000000000000020
2026/09/25 16:05:36.094, P0, 1530 MHz, 48.41 W, 79, 0x0000000000000020
2026/09/25 16:05:36.359, P0, 1530 MHz, 48.41 W, 79, 0x0000000000000020
2026/09/25 16:05:36.624, P0, 1530 MHz, 48.68 W, 79, 0x0000000000000020
2026/09/25 16:05:36.886, P0, 1530 MHz, 48.68 W, 79, 0x0000000000000020
2026/09/25 16:05:37.150, P0, 1530 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:05:37.413, P0, 1530 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:05:37.678, P0, 1530 MHz, 49.34 W, 79, 0x0000000000000020
2026/09/25 16:05:37.943, P0, 1530 MHz, 49.65 W, 79, 0x0000000000000020
2026/09/25 16:05:38.207, P0, 1530 MHz, 49.65 W, 79, 0x0000000000000020
2026/09/25 16:05:38.471, P0, 1530 MHz, 50.04 W, 80, 0x0000000000000020
2026/09/25 16:05:38.735, P0, 1530 MHz, 50.04 W, 80, 0x0000000000000020
2026/09/25 16:05:38.987, P0, 1530 MHz, 49.82 W, 79, 0x0000000000000020
2026/09/25 16:05:39.251, P0, 1530 MHz, 49.82 W, 79, 0x0000000000000020
2026/09/25 16:05:39.503, P0, 1530 MHz, 49.44 W, 79, 0x0000000000000020
2026/09/25 16:05:39.768, P0, 1530 MHz, 49.44 W, 79, 0x0000000000000020
2026/09/25 16:05:40.032, P0, 1785 MHz, 50.08 W, 79, 0x0000000000000020
2026/09/25 16:05:40.284, P0, 1785 MHz, 50.08 W, 79, 0x0000000000000020
2026/09/25 16:05:40.549, P0, 1777 MHz, 50.55 W, 80, 0x0000000000000020
2026/09/25 16:05:40.811, P0, 1777 MHz, 50.55 W, 80, 0x0000000000000020
2026/09/25 16:05:41.075, P0, 1800 MHz, 51.27 W, 80, 0x0000000000000020
2026/09/25 16:05:41.340, P0, 1800 MHz, 51.27 W, 80, 0x0000000000000020
2026/09/25 16:05:41.592, P0, 1792 MHz, 50.03 W, 80, 0x0000000000000020
2026/09/25 16:05:41.844, P0, 1792 MHz, 50.03 W, 80, 0x0000000000000020
2026/09/25 16:05:42.109, P0, 1530 MHz, 50.36 W, 79, 0x0000000000000020
2026/09/25 16:05:42.371, P0, 1530 MHz, 50.36 W, 79, 0x0000000000000020
2026/09/25 16:05:42.637, P0, 1530 MHz, 47.50 W, 79, 0x0000000000000020
2026/09/25 16:05:42.889, P0, 1530 MHz, 47.50 W, 79, 0x0000000000000020
2026/09/25 16:05:43.141, P0, 1650 MHz, 43.64 W, 79, 0x0000000000000020
2026/09/25 16:05:43.393, P0, 1650 MHz, 43.64 W, 79, 0x0000000000000020
2026/09/25 16:05:43.643, P0, 2010 MHz, 44.75 W, 79, 0x0000000000000020
2026/09/25 16:05:43.895, P0, 2010 MHz, 44.75 W, 79, 0x0000000000000020
2026/09/25 16:05:44.147, P0, 1860 MHz, 47.85 W, 80, 0x0000000000000020
2026/09/25 16:05:44.412, P0, 1860 MHz, 47.85 W, 80, 0x0000000000000020
2026/09/25 16:05:44.666, P0, 1597 MHz, 51.99 W, 80, 0x0000000000000020
2026/09/25 16:05:44.928, P0, 1597 MHz, 51.99 W, 80, 0x0000000000000020
2026/09/25 16:05:45.178, P0, 1597 MHz, 51.85 W, 80, 0x0000000000000020
2026/09/25 16:05:45.430, P0, 1597 MHz, 51.85 W, 80, 0x0000000000000020
2026/09/25 16:05:45.683, P0, 1605 MHz, 51.83 W, 80, 0x0000000000000020
2026/09/25 16:05:45.947, P0, 1582 MHz, 51.88 W, 80, 0x0000000000000020
2026/09/25 16:05:46.213, P0, 1582 MHz, 51.88 W, 80, 0x0000000000000020
2026/09/25 16:05:46.477, P0, 1530 MHz, 49.25 W, 80, 0x0000000000000020
2026/09/25 16:05:46.739, P0, 1530 MHz, 49.25 W, 80, 0x0000000000000020
2026/09/25 16:05:47.004, P0, 1530 MHz, 49.45 W, 80, 0x0000000000000020
2026/09/25 16:05:47.269, P0, 1530 MHz, 49.45 W, 80, 0x0000000000000020
2026/09/25 16:05:47.535, P0, 1530 MHz, 48.43 W, 79, 0x0000000000000020
2026/09/25 16:05:47.799, P0, 1530 MHz, 48.43 W, 79, 0x0000000000000020
2026/09/25 16:05:48.061, P0, 1530 MHz, 48.84 W, 79, 0x0000000000000020
2026/09/25 16:05:48.324, P0, 1530 MHz, 48.84 W, 79, 0x0000000000000020
2026/09/25 16:05:48.589, P0, 1530 MHz, 49.58 W, 79, 0x0000000000000020
2026/09/25 16:05:48.854, P0, 1530 MHz, 49.58 W, 79, 0x0000000000000020
2026/09/25 16:05:49.118, P0, 1530 MHz, 49.02 W, 79, 0x0000000000000020
2026/09/25 16:05:49.381, P0, 1530 MHz, 49.02 W, 79, 0x0000000000000020
2026/09/25 16:05:49.646, P0, 1530 MHz, 48.79 W, 79, 0x0000000000000020
2026/09/25 16:05:49.911, P0, 1530 MHz, 48.79 W, 79, 0x0000000000000020
2026/09/25 16:05:50.177, P0, 1567 MHz, 47.32 W, 79, 0x0000000000000020
2026/09/25 16:05:50.441, P0, 1747 MHz, 48.24 W, 79, 0x0000000000000020
2026/09/25 16:05:50.705, P0, 1747 MHz, 48.24 W, 79, 0x0000000000000020
2026/09/25 16:05:50.970, P0, 1800 MHz, 48.73 W, 79, 0x0000000000000020
2026/09/25 16:05:51.231, P0, 1800 MHz, 48.73 W, 79, 0x0000000000000020
2026/09/25 16:05:51.496, P0, 1807 MHz, 47.97 W, 79, 0x0000000000000020
2026/09/25 16:05:51.747, P0, 1807 MHz, 47.97 W, 79, 0x0000000000000020
2026/09/25 16:05:52.011, P0, 1627 MHz, 50.75 W, 79, 0x0000000000000020
2026/09/25 16:05:52.274, P0, 1627 MHz, 50.75 W, 79, 0x0000000000000020
2026/09/25 16:05:52.539, P0, 1627 MHz, 51.39 W, 79, 0x0000000000000020
2026/09/25 16:05:52.801, P0, 1627 MHz, 51.39 W, 79, 0x0000000000000020
2026/09/25 16:05:53.066, P0, 1627 MHz, 52.01 W, 79, 0x0000000000000020
2026/09/25 16:05:53.318, P0, 1627 MHz, 52.01 W, 79, 0x0000000000000020
2026/09/25 16:05:53.570, P0, 1920 MHz, 50.99 W, 79, 0x0000000000000020
2026/09/25 16:05:53.822, P0, 1920 MHz, 50.99 W, 79, 0x0000000000000020
2026/09/25 16:05:54.084, P0, 1882 MHz, 54.58 W, 80, 0x0000000000000020
2026/09/25 16:05:54.335, P0, 1882 MHz, 54.58 W, 80, 0x0000000000000020
2026/09/25 16:05:54.587, P0, 1582 MHz, 50.73 W, 80, 0x0000000000000020
2026/09/25 16:05:54.837, P0, 1582 MHz, 50.73 W, 80, 0x0000000000000020
2026/09/25 16:05:55.100, P0, 1575 MHz, 50.45 W, 79, 0x0000000000000020
2026/09/25 16:05:55.353, P0, 1575 MHz, 50.45 W, 79, 0x0000000000000020
2026/09/25 16:05:55.604, P0, 1582 MHz, 50.20 W, 79, 0x0000000000000020
2026/09/25 16:05:55.870, P0, 1582 MHz, 50.20 W, 79, 0x0000000000000020
2026/09/25 16:05:56.134, P0, 1552 MHz, 50.01 W, 79, 0x0000000000000020
2026/09/25 16:05:56.396, P0, 1552 MHz, 50.01 W, 79, 0x0000000000000020
