timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 16:20:03.488, P0, 1687 MHz, 51.83 W, 79, 0x0000000000000020
2026/09/25 16:20:03.753, P0, 2010 MHz, 27.83 W, 76, 0x0000000000000400
2026/09/25 16:20:04.015, [Unknown Error], 1740 MHz, 20.32 W, 72, 0x0000000000000001
2026/09/25 16:20:05.039, P0, 1740 MHz, 19.79 W, 73, 0x0000000000000001
2026/09/25 16:20:05.290, P0, 1740 MHz, 19.79 W, 73, 0x0000000000000001
2026/09/25 16:20:05.554, P0, 1740 MHz, 19.73 W, 74, 0x0000000000000001
2026/09/25 16:20:05.806, P0, 1740 MHz, 19.73 W, 74, 0x0000000000000001
2026/09/25 16:20:06.070, P0, 1837 MHz, 76.67 W, 82, 0x0000000000000020
2026/09/25 16:20:06.334, P0, 1837 MHz, 76.67 W, 82, 0x0000000000000020
2026/09/25 16:20:06.600, P0, 1657 MHz, 54.98 W, 80, 0x0000000000000020
2026/09/25 16:20:06.863, P0, 1665 MHz, 54.93 W, 79, 0x0000000000000020
2026/09/25 16:20:07.129, P0, 1665 MHz, 54.93 W, 79, 0x0000000000000020
2026/09/25 16:20:07.391, P0, 1657 MHz, 54.51 W, 79, 0x0000000000000020
2026/09/25 16:20:07.656, P0, 1657 MHz, 54.51 W, 79, 0x0000000000000020
2026/09/25 16:20:07.921, P0, 1635 MHz, 55.28 W, 79, 0x0000000000000020
2026/09/25 16:20:08.174, P0, 1635 MHz, 55.28 W, 79, 0x0000000000000020
2026/09/25 16:20:08.439, P0, 1627 MHz, 55.16 W, 79, 0x0000000000000020
2026/09/25 16:20:08.691, P0, 1627 MHz, 55.16 W, 79, 0x0000000000000020
2026/09/25 16:20:08.955, P0, 1710 MHz, 55.27 W, 80, 0x0000000000000020
2026/09/25 16:20:09.219, P0, 1710 MHz, 55.27 W, 80, 0x0000000000000020
2026/09/25 16:20:09.484, P0, 1717 MHz, 57.43 W, 80, 0x0000000000000020
2026/09/25 16:20:09.750, P0, 1717 MHz, 57.43 W, 80, 0x0000000000000020
2026/09/25 16:20:10.000, P0, 1635 MHz, 58.61 W, 79, 0x0000000000000020
2026/09/25 16:20:10.262, P0, 1635 MHz, 58.61 W, 79, 0x0000000000000020
2026/09/25 16:20:10.527, P0, 1635 MHz, 55.94 W, 79, 0x0000000000000020
2026/09/25 16:20:10.789, P0, 1635 MHz, 55.94 W, 79, 0x0000000000000020
2026/09/25 16:20:11.041, P0, 1642 MHz, 54.88 W, 79, 0x0000000000000020
2026/09/25 16:20:11.307, P0, 1642 MHz, 54.88 W, 79, 0x0000000000000020
2026/09/25 16:20:11.557, P0, 1695 MHz, 54.45 W, 79, 0x0000000000000020
2026/09/25 16:20:11.809, P0, 1695 MHz, 54.45 W, 79, 0x0000000000000020
2026/09/25 16:20:12.059, P0, 1717 MHz, 54.21 W, 79, 0x0000000000000020
2026/09/25 16:20:12.325, P0, 1717 MHz, 54.21 W, 79, 0x0000000000000020
2026/09/25 16:20:12.577, P0, 1725 MHz, 54.58 W, 79, 0x0000000000000020
2026/09/25 16:20:12.842, P0, 1657 MHz, 54.79 W, 79, 0x0000000000000020
2026/09/25 16:20:13.105, P0, 1657 MHz, 54.79 W, 79, 0x0000000000000020
2026/09/25 16:20:13.356, P0, 1665 MHz, 54.80 W, 79, 0x0000000000000020
2026/09/25 16:20:13.621, P0, 1665 MHz, 54.80 W, 79, 0x0000000000000020
2026/09/25 16:20:13.872, P0, 1672 MHz, 54.59 W, 79, 0x0000000000000020
2026/09/25 16:20:14.123, P0, 1672 MHz, 54.59 W, 79, 0x0000000000000020
2026/09/25 16:20:14.387, P0, 1762 MHz, 53.90 W, 79, 0x0000000000000020
2026/09/25 16:20:14.649, P0, 1762 MHz, 53.90 W, 79, 0x0000000000000020
2026/09/25 16:20:14.915, P0, 1837 MHz, 50.56 W, 79, 0x0000000000000020
2026/09/25 16:20:15.180, P0, 1837 MHz, 50.56 W, 79, 0x0000000000000020
2026/09/25 16:20:15.442, P0, 1665 MHz, 52.77 W, 79, 0x0000000000000020
2026/09/25 16:20:15.693, P0, 1665 MHz, 52.77 W, 79, 0x0000000000000020
2026/09/25 16:20:15.944, P0, 1867 MHz, 50.08 W, 79, 0x0000000000000020
2026/09/25 16:20:16.196, P0, 1867 MHz, 50.08 W, 79, 0x0000000000000020
2026/09/25 16:20:16.448, P0, 1650 MHz, 54.11 W, 80, 0x0000000000000020
2026/09/25 16:20:16.713, P0, 1650 MHz, 54.11 W, 80, 0x0000000000000020
2026/09/25 16:20:16.977, P0, 1627 MHz, 54.47 W, 80, 0x0000000000000020
2026/09/25 16:20:17.229, P0, 1627 MHz, 54.47 W, 80, 0x0000000000000020
2026/09/25 16:20:17.494, P0, 1627 MHz, 54.58 W, 80, 0x0000000000000020
2026/09/25 16:20:17.744, P0, 1627 MHz, 54.58 W, 80, 0x0000000000000020
2026/09/25 16:20:17.996, P0, 1612 MHz, 54.63 W, 80, 0x0000000000000020
2026/09/25 16:20:18.248, P0, 1612 MHz, 54.63 W, 80, 0x0000000000000020
2026/09/25 16:20:18.513, P0, 1590 MHz, 55.68 W, 80, 0x0000000000000020
2026/09/25 16:20:18.778, P0, 1590 MHz, 55.68 W, 80, 0x0000000000000020
2026/09/25 16:20:19.043, P0, 1537 MHz, 49.86 W, 80, 0x0000000000000020
2026/09/25 16:20:19.308, P0, 1537 MHz, 49.86 W, 80, 0x0000000000000020
2026/09/25 16:20:19.573, P0, 1530 MHz, 49.95 W, 80, 0x0000000000000020
2026/09/25 16:20:19.838, P0, 1537 MHz, 50.29 W, 79, 0x0000000000000020
2026/09/25 16:20:20.103, P0, 1537 MHz, 50.29 W, 79, 0x0000000000000020
2026/09/25 16:20:20.367, P0, 1537 MHz, 49.57 W, 79, 0x0000000000000020
2026/09/25 16:20:20.618, P0, 1537 MHz, 49.57 W, 79, 0x0000000000000020
2026/09/25 16:20:20.883, P0, 1552 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:20:21.148, P0, 1552 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:20:21.400, P0, 1627 MHz, 49.60 W, 79, 0x0000000000000020
2026/09/25 16:20:21.665, P0, 1627 MHz, 49.60 W, 79, 0x0000000000000020
2026/09/25 16:20:21.929, P0, 1650 MHz, 49.97 W, 79, 0x0000000000000020
2026/09/25 16:20:22.194, P0, 1650 MHz, 49.97 W, 79, 0x0000000000000020
2026/09/25 16:20:22.458, P0, 1635 MHz, 49.72 W, 79, 0x0000000000000020
2026/09/25 16:20:22.708, P0, 1635 MHz, 49.72 W, 79, 0x0000000000000020
2026/09/25 16:20:22.973, P0, 1567 MHz, 49.59 W, 79, 0x0000000000000020
2026/09/25 16:20:23.223, P0, 1567 MHz, 49.59 W, 79, 0x0000000000000020
2026/09/25 16:20:23.474, P0, 1582 MHz, 49.21 W, 79, 0x0000000000000020
2026/09/25 16:20:23.738, P0, 1582 MHz, 49.21 W, 79, 0x0000000000000020
2026/09/25 16:20:24.003, P0, 1627 MHz, 49.56 W, 79, 0x0000000000000020
2026/09/25 16:20:24.254, P0, 1627 MHz, 49.56 W, 79, 0x0000000000000020
2026/09/25 16:20:24.516, P0, 1650 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:20:24.767, P0, 1650 MHz, 49.29 W, 79, 0x0000000000000020
2026/09/25 16:20:25.032, P0, 1590 MHz, 55.53 W, 79, 0x0000000000000020
2026/09/25 16:20:25.297, P0, 1590 MHz, 55.53 W, 79, 0x0000000000000020
2026/09/25 16:20:25.562, P0, 1552 MHz, 49.49 W, 79, 0x0000000000000020
2026/09/25 16:20:25.825, P0, 1552 MHz, 49.49 W, 79, 0x0000000000000020
2026/09/25 16:20:26.089, P0, 1560 MHz, 49.11 W, 79, 0x0000000000000020
2026/09/25 16:20:26.353, P0, 1552 MHz, 49.32 W, 79, 0x0000000000000020
2026/09/25 16:20:26.604, P0, 1552 MHz, 49.32 W, 79, 0x0000000000000020
2026/09/25 16:20:26.855, P0, 1537 MHz, 49.26 W, 79, 0x0000000000000020
2026/09/25 16:20:27.106, P0, 1537 MHz, 49.26 W, 79, 0x0000000000000020
2026/09/25 16:20:27.371, P0, 1530 MHz, 49.73 W, 79, 0x0000000000000020
2026/09/25 16:20:27.633, P0, 1530 MHz, 49.73 W, 79, 0x0000000000000020
2026/09/25 16:20:27.897, P0, 1530 MHz, 50.94 W, 79, 0x0000000000000020
2026/09/25 16:20:28.148, P0, 1530 MHz, 50.94 W, 79, 0x0000000000000020
2026/09/25 16:20:28.399, P0, 1537 MHz, 50.09 W, 79, 0x0000000000000020
2026/09/25 16:20:28.663, P0, 1537 MHz, 50.09 W, 79, 0x0000000000000020
2026/09/25 16:20:28.926, P0, 1552 MHz, 49.56 W, 79, 0x0000000000000020
2026/09/25 16:20:29.189, P0, 1552 MHz, 49.56 W, 79, 0x0000000000000020
2026/09/25 16:20:29.454, P0, 1552 MHz, 49.61 W, 79, 0x0000000000000020
2026/09/25 16:20:29.719, P0, 1552 MHz, 49.61 W, 79, 0x0000000000000020
2026/09/25 16:20:29.982, P0, 1552 MHz, 49.07 W, 79, 0x0000000000000020
2026/09/25 16:20:30.233, P0, 1552 MHz, 49.07 W, 79, 0x0000000000000020
2026/09/25 16:20:30.497, P0, 1552 MHz, 50.04 W, 79, 0x0000000000000020
2026/09/25 16:20:30.750, P0, 1552 MHz, 50.04 W, 79, 0x0000000000000020
