timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 16:08:56.778, P0, 2010 MHz, 24.26 W, 77, 0x0000000000000400
2026/09/25 16:08:57.041, P0, 2010 MHz, 24.26 W, 77, 0x0000000000000400
2026/09/25 16:08:57.292, [Unknown Error], 1740 MHz, 20.69 W, 72, 0x0000000000000001
2026/09/25 16:08:58.308, P0, 1740 MHz, 20.04 W, 73, 0x0000000000000001
2026/09/25 16:08:58.558, P0, 1740 MHz, 20.04 W, 73, 0x0000000000000001
2026/09/25 16:08:58.823, P0, 1740 MHz, 19.85 W, 74, 0x0000000000000001
2026/09/25 16:08:59.086, P0, 1740 MHz, 19.85 W, 74, 0x0000000000000001
2026/09/25 16:08:59.351, P0, 1845 MHz, 78.71 W, 83, 0x0000000000000020
2026/09/25 16:08:59.601, P0, 1845 MHz, 78.71 W, 83, 0x0000000000000020
2026/09/25 16:08:59.867, P0, 1657 MHz, 55.81 W, 80, 0x0000000000000020
2026/09/25 16:09:00.131, P0, 1657 MHz, 55.87 W, 80, 0x0000000000000020
2026/09/25 16:09:00.391, P0, 1657 MHz, 55.87 W, 80, 0x0000000000000020
2026/09/25 16:09:00.652, P0, 1657 MHz, 55.82 W, 80, 0x0000000000000020
2026/09/25 16:09:00.913, P0, 1657 MHz, 55.82 W, 80, 0x0000000000000020
2026/09/25 16:09:01.172, P0, 1650 MHz, 55.98 W, 80, 0x0000000000000020
2026/09/25 16:09:01.436, P0, 1650 MHz, 55.98 W, 80, 0x0000000000000020
2026/09/25 16:09:01.689, P0, 1627 MHz, 56.81 W, 80, 0x0000000000000020
2026/09/25 16:09:01.942, P0, 1627 MHz, 56.81 W, 80, 0x0000000000000020
2026/09/25 16:09:02.193, P0, 1665 MHz, 60.81 W, 80, 0x0000000000000020
2026/09/25 16:09:02.458, P0, 1665 MHz, 60.81 W, 80, 0x0000000000000020
2026/09/25 16:09:02.723, P0, 1657 MHz, 57.00 W, 80, 0x0000000000000020
2026/09/25 16:09:02.985, P0, 1657 MHz, 57.00 W, 80, 0x0000000000000020
2026/09/25 16:09:03.250, P0, 1657 MHz, 56.22 W, 80, 0x0000000000000020
2026/09/25 16:09:03.514, P0, 1657 MHz, 56.22 W, 80, 0x0000000000000020
2026/09/25 16:09:03.778, P0, 1665 MHz, 56.19 W, 80, 0x0000000000000020
2026/09/25 16:09:04.030, P0, 1665 MHz, 56.19 W, 80, 0x0000000000000020
2026/09/25 16:09:04.294, P0, 1672 MHz, 55.45 W, 80, 0x0000000000000020
2026/09/25 16:09:04.545, P0, 1672 MHz, 55.45 W, 80, 0x0000000000000020
2026/09/25 16:09:04.806, P0, 1650 MHz, 52.88 W, 79, 0x0000000000000020
2026/09/25 16:09:05.058, P0, 1650 MHz, 52.88 W, 79, 0x0000000000000020
2026/09/25 16:09:05.322, P0, 1665 MHz, 50.28 W, 79, 0x0000000000000020
2026/09/25 16:09:05.585, P0, 1665 MHz, 50.28 W, 79, 0x0000000000000020
2026/09/25 16:09:05.850, P0, 1665 MHz, 50.92 W, 79, 0x0000000000000020
2026/09/25 16:09:06.112, P0, 1582 MHz, 51.27 W, 79, 0x0000000000000020
2026/09/25 16:09:06.377, P0, 1582 MHz, 51.27 W, 79, 0x0000000000000020
2026/09/25 16:09:06.628, P0, 1597 MHz, 50.35 W, 79, 0x0000000000000020
2026/09/25 16:09:06.891, P0, 1597 MHz, 50.35 W, 79, 0x0000000000000020
2026/09/25 16:09:07.152, P0, 1620 MHz, 51.09 W, 79, 0x0000000000000020
2026/09/25 16:09:07.403, P0, 1620 MHz, 51.09 W, 79, 0x0000000000000020
2026/09/25 16:09:07.667, P0, 1845 MHz, 49.64 W, 79, 0x0000000000000020
2026/09/25 16:09:07.930, P0, 1845 MHz, 49.64 W, 79, 0x0000000000000020
2026/09/25 16:09:08.194, P0, 1875 MHz, 50.17 W, 78, 0x0000000000000020
2026/09/25 16:09:08.446, P0, 1875 MHz, 50.17 W, 78, 0x0000000000000020
2026/09/25 16:09:08.697, P0, 1762 MHz, 61.03 W, 81, 0x0000000000000020
2026/09/25 16:09:08.963, P0, 1762 MHz, 61.03 W, 81, 0x0000000000000020
2026/09/25 16:09:09.213, P0, 1837 MHz, 49.20 W, 79, 0x0000000000000020
2026/09/25 16:09:09.478, P0, 1837 MHz, 49.20 W, 79, 0x0000000000000020
2026/09/25 16:09:09.744, P0, 1612 MHz, 52.61 W, 80, 0x0000000000000020
2026/09/25 16:09:10.003, P0, 1612 MHz, 52.61 W, 80, 0x0000000000000020
2026/09/25 16:09:10.266, P0, 1627 MHz, 52.29 W, 80, 0x0000000000000020
2026/09/25 16:09:10.531, P0, 1627 MHz, 52.29 W, 80, 0x0000000000000020
2026/09/25 16:09:10.783, P0, 1612 MHz, 52.39 W, 80, 0x0000000000000020
2026/09/25 16:09:11.034, P0, 1612 MHz, 52.39 W, 80, 0x0000000000000020
2026/09/25 16:09:11.299, P0, 1590 MHz, 52.64 W, 80, 0x0000000000000020
2026/09/25 16:09:11.552, P0, 1590 MHz, 52.64 W, 80, 0x0000000000000020
2026/09/25 16:09:11.817, P0, 1605 MHz, 52.16 W, 80, 0x0000000000000020
2026/09/25 16:09:12.082, P0, 1605 MHz, 52.16 W, 80, 0x0000000000000020
2026/09/25 16:09:12.348, P0, 1605 MHz, 52.19 W, 80, 0x0000000000000020
2026/09/25 16:09:12.610, P0, 1612 MHz, 52.43 W, 80, 0x0000000000000020
2026/09/25 16:09:12.875, P0, 1612 MHz, 52.43 W, 80, 0x0000000000000020
2026/09/25 16:09:13.139, P0, 1627 MHz, 52.72 W, 80, 0x0000000000000020
2026/09/25 16:09:13.401, P0, 1627 MHz, 52.72 W, 80, 0x0000000000000020
2026/09/25 16:09:13.666, P0, 1627 MHz, 52.66 W, 80, 0x0000000000000020
2026/09/25 16:09:13.916, P0, 1627 MHz, 52.66 W, 80, 0x0000000000000020
2026/09/25 16:09:14.179, P0, 1680 MHz, 52.30 W, 80, 0x0000000000000020
2026/09/25 16:09:14.442, P0, 1680 MHz, 52.30 W, 80, 0x0000000000000020
2026/09/25 16:09:14.704, P0, 1687 MHz, 53.33 W, 80, 0x0000000000000020
2026/09/25 16:09:14.969, P0, 1687 MHz, 53.33 W, 80, 0x0000000000000020
2026/09/25 16:09:15.233, P0, 1710 MHz, 52.70 W, 80, 0x0000000000000020
2026/09/25 16:09:15.498, P0, 1710 MHz, 52.70 W, 80, 0x0000000000000020
2026/09/25 16:09:15.762, P0, 1612 MHz, 52.71 W, 80, 0x0000000000000020
2026/09/25 16:09:16.024, P0, 1612 MHz, 52.71 W, 80, 0x0000000000000020
2026/09/25 16:09:16.289, P0, 1635 MHz, 53.47 W, 80, 0x0000000000000020
2026/09/25 16:09:16.554, P0, 1635 MHz, 53.47 W, 80, 0x0000000000000020
2026/09/25 16:09:16.818, P0, 1530 MHz, 49.16 W, 79, 0x0000000000000020
2026/09/25 16:09:17.080, P0, 1530 MHz, 49.16 W, 79, 0x0000000000000020
2026/09/25 16:09:17.345, P0, 1762 MHz, 46.47 W, 79, 0x0000000000000020
2026/09/25 16:09:17.609, P0, 1762 MHz, 46.47 W, 79, 0x0000000000000020
2026/09/25 16:09:17.860, P0, 1605 MHz, 52.73 W, 80, 0x0000000000000020
2026/09/25 16:09:18.112, P0, 1597 MHz, 51.66 W, 80, 0x0000000000000020
2026/09/25 16:09:18.362, P0, 1597 MHz, 51.66 W, 80, 0x0000000000000020
2026/09/25 16:09:18.613, P0, 1597 MHz, 51.54 W, 80, 0x0000000000000020
2026/09/25 16:09:18.878, P0, 1597 MHz, 51.54 W, 80, 0x0000000000000020
2026/09/25 16:09:19.144, P0, 1597 MHz, 51.74 W, 80, 0x0000000000000020
2026/09/25 16:09:19.408, P0, 1597 MHz, 51.74 W, 80, 0x0000000000000020
2026/09/25 16:09:19.673, P0, 1582 MHz, 51.77 W, 80, 0x0000000000000020
2026/09/25 16:09:19.938, P0, 1582 MHz, 51.77 W, 80, 0x0000000000000020
2026/09/25 16:09:20.202, P0, 1567 MHz, 51.54 W, 80, 0x0000000000000020
