# start_unix_ms 1790344056908
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0211,0.1219,0.1946,24.1724,0.0000,0.0000,0.0000
1,24.267,24.2670,0.0000,0.0267,0.2980,0.0999,0.6098,0.0000,0.0000,0.0000
2,24.934,0.6665,0.0000,12.8433,0.0968,0.1159,13.3472,0.2781,0.2028,0.0000
3,38.359,13.4253,0.0000,7.0682,0.0910,0.1403,7.5273,0.6263,0.1976,0.0000
4,46.059,7.6998,0.0000,7.0447,0.1008,0.1008,7.4810,0.6224,0.1987,0.0000
5,53.655,7.5964,0.0000,7.1679,0.1031,0.1621,7.6467,0.6059,0.1997,0.0000
6,61.398,7.7431,0.0000,7.0049,0.0993,0.1277,7.4727,0.6114,0.1997,0.0000
7,68.971,7.5733,0.0000,7.0045,0.0852,1.0832,8.3899,0.6066,0.1997,0.0000
8,77.524,8.5529,0.0000,6.1137,0.0871,0.1164,6.5328,0.6029,0.1987,0.0000
9,84.157,6.6330,0.0000,6.2578,0.0889,0.1176,6.6910,0.6025,0.1987,0.0000
10,90.917,6.7594,0.0000,6.2896,0.0792,0.0858,6.6614,0.6024,0.1976,0.0000
11,97.661,6.7443,0.0000,6.4034,0.0565,1.1449,7.8256,0.6002,0.1956,0.0000
12,105.581,7.9199,0.0000,5.1839,0.0925,0.1091,5.5554,0.6040,0.1966,0.0000
13,111.197,5.6162,0.0000,6.4733,0.1407,0.4481,7.3492,0.6031,0.1956,0.0000
14,118.679,7.4824,0.0000,5.6237,0.0637,0.0903,5.9794,0.6048,0.1966,0.0000
15,125.217,6.5373,0.0000,7.3164,0.0908,0.0980,7.8109,0.6036,0.1966,0.0000
16,133.149,7.9317,0.0000,4.7516,0.0647,0.2867,5.3106,0.6009,0.1956,0.0000
17,138.607,5.4590,0.0000,6.0941,0.0665,0.0786,6.4633,0.6012,0.1956,0.0000
18,145.181,6.5736,0.0000,6.3151,0.0617,0.0716,6.6495,0.6044,0.1956,0.0000
19,151.935,6.7540,0.0000,7.1074,0.0742,0.1185,7.5171,0.6030,0.1956,0.0000
20,159.569,7.6337,0.0000,5.8486,0.0625,0.7495,6.8648,0.2758,0.1956,0.0000
21,166.547,6.9785,0.0000,5.9704,0.0642,0.1711,6.4148,0.2787,0.1956,0.0000
22,173.091,6.5433,0.0000,5.3642,0.0591,0.9886,6.6091,0.2756,0.1956,0.0000
23,179.824,6.7336,0.0000,5.4034,0.0625,0.0859,5.7575,0.2751,0.1966,0.0000
24,185.674,5.8495,0.0000,6.4024,0.0569,0.0791,6.7346,0.6100,0.1956,0.0000
25,192.503,6.8291,0.0000,6.2946,0.0554,0.0762,6.6856,0.6033,0.1956,0.0000
26,199.267,6.7647,0.0000,6.4019,0.0694,0.0788,6.8898,0.6030,0.1956,0.0000
27,206.242,6.9747,0.0000,6.0967,0.0571,0.0854,6.4342,0.6113,0.1946,0.0000
28,212.788,6.5454,0.0000,6.5340,0.0547,0.0775,6.8578,0.6018,0.1956,0.0000
29,219.729,6.9410,0.0000,6.2046,0.0635,0.0886,6.5629,0.2760,0.1946,0.0000
30,226.391,6.6621,0.0000,6.3514,0.0379,0.0775,6.6446,0.2743,0.1956,0.0000
31,233.098,6.7072,0.0000,8.0767,0.0572,0.1390,8.4643,0.2747,0.1956,0.0000
32,241.666,8.5683,0.0000,5.8076,0.0689,0.0882,6.2073,0.2756,0.1956,0.0000
33,247.992,6.3260,0.0000,5.2562,0.0576,0.0793,5.5923,0.6068,0.1946,0.0000
34,253.687,5.6945,0.0000,7.5868,0.0851,0.1026,8.0099,0.2770,0.1946,0.0000
35,261.828,8.1414,0.0000,5.3793,0.0683,1.3736,7.4508,0.5440,0.1946,0.0000
36,269.369,7.5412,0.0000,3.2625,0.0574,0.2424,3.7696,0.5443,0.1946,0.0000
37,273.223,3.8533,0.0000,7.1460,0.0747,0.2713,7.6972,0.2515,0.1946,0.0000
38,280.996,7.7735,0.0000,5.5873,0.0649,1.7169,7.7114,0.5498,0.1946,0.0000
39,288.803,7.8067,0.0000,3.2846,0.1298,0.0894,3.8203,0.2500,0.1946,0.0000
40,293.038,4.2351,0.0000,5.2916,0.0578,0.0853,5.6416,0.5496,0.1946,0.0000
41,298.763,5.7251,0.0000,6.1585,0.0535,0.0711,6.4721,0.2487,0.1946,0.0000
42,305.312,6.5485,0.0000,5.9489,0.0458,0.0657,6.2282,0.5489,0.1946,0.0000
43,311.601,6.2900,0.0000,6.3218,0.0473,0.8238,7.4109,0.2484,0.1946,0.0000
44,319.099,7.4974,0.0000,5.1666,0.0483,2.0842,7.4859,0.5447,0.1946,0.0000
45,326.688,7.5887,0.0000,4.1522,0.0469,0.0743,4.4711,0.2493,0.1956,0.0000
46,332.009,5.3211,0.0000,5.1566,0.0666,0.0850,5.5275,0.5499,0.1946,0.0000
47,337.636,5.6274,0.0000,7.4757,0.0606,0.2312,7.9784,0.2509,0.1946,0.0000
48,345.711,8.0750,0.0000,4.4197,0.0330,0.0661,4.6719,0.5468,0.1946,0.0000
49,350.464,4.7530,0.0000,6.4860,0.0495,0.2366,6.9351,0.2493,0.1946,0.0000
50,357.502,7.0384,0.0000,5.5673,0.0481,0.2219,6.0359,0.5473,0.1946,0.0000
51,363.602,6.0992,0.0000,7.3670,0.0511,0.4747,8.0894,0.2528,0.1956,0.0000
52,371.949,8.3471,0.0000,4.1175,0.0455,0.0765,4.4168,0.5528,0.1946,0.0000
53,376.474,4.5248,0.0000,5.9970,0.0506,0.0788,6.3167,0.2500,0.1946,0.0000
54,382.861,6.3876,0.0000,6.1272,0.0473,0.0765,6.4282,0.5477,0.1946,0.0000
55,389.358,6.4963,0.0000,6.9581,0.0551,0.2392,7.4397,0.2483,0.1946,0.0000
56,396.879,7.5219,0.0000,5.3581,0.0582,0.0864,5.6910,0.2494,0.1946,0.0000
57,402.639,5.7595,0.0000,6.0809,0.0542,0.6239,6.9656,0.2485,0.1946,0.0000
58,409.707,7.0684,0.0000,5.5815,0.0479,0.0760,5.8845,0.5464,0.1946,0.0000
59,415.694,5.9870,0.0000,6.5839,0.0520,0.8087,7.6377,0.5506,0.1935,0.0000
60,423.445,7.7504,0.0000,5.2553,0.0484,0.1333,5.6166,0.2483,0.1946,0.0000
61,429.308,5.8636,0.0000,5.4483,0.0476,0.2219,5.8952,0.5472,0.1946,0.0000
