timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 16:00:07.359, P0, 1987 MHz, 48.11 W, 78, 0x0000000000000020
2026/09/25 16:00:07.621, P0, 1987 MHz, 48.11 W, 78, 0x0000000000000020
2026/09/25 16:00:07.872, [Unknown Error], 1740 MHz, 20.57 W, 73, 0x0000000000000001
2026/09/25 16:00:08.896, P0, 1740 MHz, 19.98 W, 74, 0x0000000000000001
2026/09/25 16:00:09.148, P0, 1740 MHz, 19.98 W, 74, 0x0000000000000001
2026/09/25 16:00:09.411, P0, 1740 MHz, 20.03 W, 75, 0x0000000000000001
2026/09/25 16:00:09.673, P0, 1740 MHz, 20.03 W, 75, 0x0000000000000001
2026/09/25 16:00:09.938, P0, 1897 MHz, 82.35 W, 84, 0x0000000000000020
2026/09/25 16:00:10.203, P0, 1530 MHz, 48.79 W, 80, 0x0000000000000020
2026/09/25 16:00:10.455, P0, 1530 MHz, 48.79 W, 80, 0x0000000000000020
2026/09/25 16:00:10.706, P0, 1530 MHz, 48.18 W, 80, 0x0000000000000020
2026/09/25 16:00:10.957, P0, 1530 MHz, 48.18 W, 80, 0x0000000000000020
2026/09/25 16:00:11.222, P0, 1530 MHz, 48.61 W, 80, 0x0000000000000020
2026/09/25 16:00:11.473, P0, 1530 MHz, 48.61 W, 80, 0x0000000000000020
2026/09/25 16:00:11.738, P0, 1530 MHz, 49.31 W, 80, 0x0000000000000020
2026/09/25 16:00:12.003, P0, 1530 MHz, 49.31 W, 80, 0x0000000000000020
2026/09/25 16:00:12.257, P0, 1530 MHz, 49.56 W, 80, 0x0000000000000020
2026/09/25 16:00:12.508, P0, 1530 MHz, 49.56 W, 80, 0x0000000000000020
2026/09/25 16:00:12.771, P0, 1530 MHz, 47.32 W, 80, 0x0000000000000020
2026/09/25 16:00:13.034, P0, 1530 MHz, 47.32 W, 80, 0x0000000000000020
2026/09/25 16:00:13.299, P0, 1530 MHz, 48.49 W, 80, 0x0000000000000020
