# start_unix_ms 1790344890013
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0186,0.0818,0.1345,19.2722,0.0000,0.0000,0.0000
1,19.360,19.3597,0.0000,0.0189,0.2695,0.0728,0.4758,0.0000,0.0000,0.0000
2,19.876,0.5158,0.0000,13.5541,0.0654,0.0614,13.8467,0.2790,0.2017,0.0000
3,33.795,13.9192,0.0000,7.3852,0.0600,0.0740,7.6649,0.6174,0.2017,0.0000
4,41.530,7.7349,0.0000,7.5312,0.0563,0.0538,7.7815,0.2753,0.1997,0.0000
5,49.392,7.8625,0.0000,7.4518,0.0523,0.0708,7.6914,0.2733,0.1987,0.0000
6,57.136,7.7442,0.0000,7.4921,0.0480,0.0583,7.7207,0.2737,0.1987,0.0000
7,64.908,7.7713,0.0000,9.2924,0.0887,0.2228,9.8046,0.2741,0.1987,0.0000
8,74.949,10.0417,0.0000,5.4624,0.0929,0.1625,5.9600,0.2735,0.2109,0.0000
9,81.033,6.0841,0.0000,6.2633,0.0422,0.1574,6.5931,0.2747,0.1987,0.0000
10,87.687,6.6532,0.0000,6.5554,0.0978,0.1017,6.9811,0.2730,0.2079,0.0000
11,94.739,7.0526,0.0000,6.3998,0.0350,0.2125,6.8419,0.2812,0.1987,0.0000
12,101.632,6.8926,0.0000,6.4755,0.0569,0.0752,6.7357,0.2844,0.1966,0.0000
13,108.432,6.8000,0.0000,6.6829,0.0375,0.0764,6.9541,0.2756,0.1956,0.0000
14,115.496,7.0639,0.0000,6.8435,0.0704,0.0869,7.3637,0.2752,0.1966,0.0000
15,123.024,7.5280,0.0000,6.2583,0.0459,0.0688,6.5106,0.2756,0.1956,0.0000
16,129.671,6.6471,0.0000,6.2371,0.0607,0.0544,6.5107,0.6003,0.1956,0.0000
17,136.341,6.6702,0.0000,6.6590,0.0454,0.0502,6.9152,0.2755,0.1956,0.0000
18,143.317,6.9756,0.0000,6.6409,0.0402,0.0505,6.8885,0.2743,0.1956,0.0000
19,150.264,6.9473,0.0000,6.4020,0.0400,0.0696,6.6564,0.2774,0.1946,0.0000
20,157.038,6.7738,0.0000,6.0488,0.1023,0.0500,6.3906,0.2415,0.1946,0.0000
21,163.478,6.4407,0.0000,6.0705,0.0957,0.0476,6.3418,0.2446,0.1956,0.0000
22,169.867,6.3881,0.0000,6.1204,0.0453,0.4055,6.7196,0.2440,0.1956,0.0000
23,176.731,6.8643,0.0000,5.6290,0.0344,0.0617,5.8832,0.2421,0.1956,0.0000
24,182.669,5.9380,0.0000,6.0820,0.0352,0.0638,6.3449,0.5376,0.1956,0.0000
