# start_unix_ms 1790344809243
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0175,0.0768,0.3694,18.7098,0.0000,0.0000,0.0000
1,18.786,18.7863,0.0000,0.0201,0.2157,0.0980,0.4717,0.0000,0.0000,0.0000
2,19.296,0.5101,0.0000,14.0994,0.0676,2.1366,16.4966,0.2776,0.1997,0.0000
3,35.868,16.5717,0.0000,5.4117,0.0678,1.0574,6.8073,0.2802,0.2017,0.0000
4,42.737,6.8692,0.0000,6.4966,0.0601,0.1034,6.8195,0.2759,0.2028,0.0000
5,49.647,6.9092,0.0000,7.4234,0.0479,0.0876,7.6686,0.2753,0.1987,0.0000
6,57.359,7.7122,0.0000,7.0520,0.0485,0.0731,7.3900,0.2724,0.1966,0.0000
7,64.794,7.4349,0.0000,7.4879,0.0605,0.1218,7.8054,0.2739,0.1987,0.0000
8,72.654,7.8608,0.0000,7.6091,0.0521,0.1062,7.9048,0.2728,0.1987,0.0000
9,80.625,7.9709,0.0000,23.9928,0.0855,0.1681,24.4388,0.2737,0.2089,0.0000
10,105.190,24.5646,0.0000,5.9246,0.0438,0.1059,6.2201,0.2837,0.1966,0.0000
11,111.463,6.2729,0.0000,7.1883,0.0371,0.6062,7.9695,0.2737,0.1976,0.0000
12,119.492,8.0293,0.0000,6.6072,0.0507,0.1237,6.9765,0.2764,0.1956,0.0000
13,126.566,7.0734,0.0000,5.8177,0.0389,0.0993,6.1149,0.2756,0.1956,0.0000
14,132.740,6.1749,0.0000,6.8666,0.0457,0.0889,7.1492,0.2747,0.1946,0.0000
15,139.941,7.2008,0.0000,5.7271,0.0421,0.5303,6.4407,0.2413,0.1956,0.0000
16,146.437,6.4956,0.0000,5.9379,0.0308,0.6020,6.7224,0.2429,0.1956,0.0000
17,153.251,6.8137,0.0000,5.4286,0.0374,0.0736,5.6938,0.2432,0.1946,0.0000
18,158.983,5.7323,0.0000,6.1045,0.0327,0.0721,6.3426,0.2413,0.1946,0.0000
19,165.377,6.3944,0.0000,6.1832,0.0403,0.0937,6.4628,0.2402,0.1946,0.0000
20,171.892,6.5147,0.0000,6.1944,0.0344,0.0806,6.4415,0.2426,0.1946,0.0000
21,178.385,6.4928,0.0000,6.1555,0.0374,0.0816,6.4168,0.2415,0.1956,0.0000
22,184.856,6.4709,0.0000,6.0628,0.0361,0.4366,6.6961,0.2428,0.1946,0.0000
23,191.612,6.7565,0.0000,5.7629,0.0386,0.0970,6.0397,0.2410,0.1956,0.0000
24,197.705,6.0925,0.0000,6.1552,0.0352,0.0901,6.4369,0.2461,0.1946,0.0000
25,204.194,6.4893,0.0000,6.1481,0.0420,0.1384,6.5106,0.2429,0.2089,0.0000
26,210.762,6.5683,0.0000,6.0796,0.0479,0.0914,6.3919,0.2463,0.4004,0.0000
27,217.216,6.4541,0.0000,6.0209,0.0391,0.0887,6.3009,0.2449,0.2079,0.0000
28,223.572,6.3555,0.0000,6.0648,0.0527,0.0927,6.3950,0.2527,0.4905,0.0000
