# start_unix_ms 1790344506394
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0157,0.0775,0.2804,18.3299,0.0000,0.0000,0.0000
1,18.409,18.4089,0.0000,0.0178,0.3178,0.0999,0.5732,0.0000,0.0000,0.0000
2,19.023,0.6146,0.0000,14.3180,0.0621,0.1011,14.6251,0.2778,0.2017,0.0000
3,33.713,14.6899,0.0000,7.4896,0.1147,1.6784,9.4813,0.2761,0.2017,0.0000
4,43.268,9.5545,0.0000,5.8534,0.0605,0.0896,6.1490,0.2811,0.2017,0.0000
5,49.481,6.2129,0.0000,7.5181,0.0540,0.0910,7.7998,0.2756,0.1966,0.0000
6,57.325,7.8445,0.0000,7.0001,0.0603,0.0987,7.2982,0.2745,0.1966,0.0000
7,64.686,7.3612,0.0000,10.0424,0.0492,0.2993,10.5151,0.2737,0.1976,0.0000
8,75.250,10.5638,0.0000,4.2472,0.0603,0.1233,4.5840,0.2739,0.1966,0.0000
9,79.903,4.6530,0.0000,32.1700,0.0667,0.1192,32.5768,0.2720,0.2171,0.0000
10,112.563,32.6596,0.0000,5.9879,0.0820,0.3869,6.6454,0.2788,0.1956,0.0000
11,119.295,6.7325,0.0000,7.1845,0.0794,0.1193,7.6033,0.2778,0.2150,0.0000
12,126.958,7.6630,0.0000,6.5678,0.0475,0.1179,7.1155,0.2782,0.1997,0.0000
13,134.203,7.2442,0.0000,6.3291,0.0451,0.0981,6.6418,0.2812,0.2109,0.0000
14,140.904,6.7010,0.0000,5.9281,0.0348,0.0840,6.1862,0.2760,0.4803,0.0000
15,147.145,6.2417,0.0000,5.9519,0.0466,0.0959,6.2394,0.2413,0.1946,0.0000
16,153.442,6.2968,0.0000,6.3715,0.0663,0.0899,6.6883,0.5334,0.1946,0.0000
17,160.230,6.7882,0.0000,5.8804,0.0358,0.1120,6.1746,0.2416,0.1956,0.0000
18,166.604,6.3741,0.0000,5.9159,0.0331,0.0716,6.1599,0.2429,0.1946,0.0000
19,172.821,6.2167,0.0000,6.1523,0.0456,0.1138,6.4587,0.2428,0.1946,0.0000
20,179.348,6.5266,0.0000,6.0901,0.0414,0.0923,6.8630,0.2425,0.1956,0.0000
21,186.268,6.9200,0.0000,5.6692,0.0404,0.1015,5.9553,0.2414,0.1946,0.0000
22,192.284,6.0167,0.0000,6.0861,0.0337,0.5498,6.8124,0.2444,0.1946,0.0000
23,199.158,6.8739,0.0000,5.6928,0.0353,0.0912,5.9665,0.2428,0.1956,0.0000
24,205.197,6.0385,0.0000,6.1663,0.0353,0.0825,6.4390,0.2454,0.1946,0.0000
25,211.693,6.4958,0.0000,6.1733,0.0425,0.1289,6.5199,0.2445,0.2089,0.0000
26,218.270,6.5771,0.0000,6.0562,0.0429,0.0890,6.3208,0.2458,0.2048,0.0000
27,224.648,6.3780,0.0000,6.3529,0.0390,0.1193,6.6764,0.2473,0.2099,0.0000
28,231.392,6.7444,0.0000,6.1417,0.0383,0.0893,6.4161,0.2500,0.4045,0.0000
29,237.869,6.4771,0.0000,6.1936,0.1071,0.0943,6.7349,0.2486,0.2068,0.0000
30,244.667,6.7978,0.0000,5.6484,0.0352,0.1000,5.9301,0.2579,0.4864,0.0000
31,250.654,5.9866,0.0000,6.5813,0.0403,0.0906,6.8632,0.2461,0.2079,0.0000
32,257.653,6.9992,0.0000,5.8055,0.0260,0.0807,6.0478,0.2475,0.1935,0.0000
33,263.817,6.1645,0.0000,14.3928,0.0471,0.1172,14.7498,0.2440,0.2079,0.0000
34,278.644,14.8264,0.0000,5.6847,0.0403,0.0833,5.9761,0.2464,0.1935,0.0000
35,284.701,6.0570,0.0000,7.3605,0.0464,0.1049,7.6918,0.2416,0.2079,0.0000
36,292.466,7.7649,0.0000,5.6891,0.0589,0.0916,5.9933,0.2452,0.1935,0.0000
37,298.510,6.0442,0.0000,7.3097,0.0611,0.1059,7.7251,0.2428,0.2079,0.0000
38,306.299,7.7892,0.0000,5.6229,0.1177,0.4429,6.3262,0.2474,0.1935,0.0000
39,312.760,6.4610,0.0000,6.9401,0.0632,0.1038,7.3517,0.2421,0.2068,0.0000
40,320.167,7.4071,0.0000,5.7796,0.0309,0.0775,6.0200,0.2455,0.1935,0.0000
41,326.244,6.0769,0.0000,7.6108,0.0431,0.1095,7.9571,0.2445,0.2068,0.0000
42,334.263,8.0186,0.0000,5.6921,0.0305,0.0782,5.9364,0.2437,0.1946,0.0000
43,340.247,5.9843,0.0000,7.2674,0.0523,0.1011,7.6167,0.2427,0.2079,0.0000
44,347.942,7.6946,0.0000,5.8647,0.0257,0.6667,6.6803,0.2441,0.1935,0.0000
45,354.683,6.7413,0.0000,6.7640,0.0451,0.1544,7.1461,0.2444,0.2089,0.0000
46,361.902,7.2196,0.0000,5.7920,0.0242,0.0664,6.0006,0.2450,0.1946,0.0000
47,367.938,6.0355,0.0000,7.5354,0.0706,0.1077,7.9271,0.2456,0.2079,0.0000
48,375.934,7.9965,0.0000,5.7121,0.0701,0.5779,6.4995,0.2449,0.1935,0.0000
49,382.487,6.5529,0.0000,7.0833,0.0488,0.1015,7.4471,0.2434,0.2079,0.0000
50,390.005,7.5173,0.0000,5.7581,0.0453,0.5072,6.4759,0.2558,0.1935,0.0000
51,396.539,6.5344,0.0000,6.7155,0.0461,0.0845,7.0580,0.2576,0.2058,0.0000
52,403.668,7.1287,0.0000,5.9696,0.0298,0.5437,6.6998,0.2630,0.1946,0.0000
53,410.437,6.7694,0.0000,6.8236,0.0889,0.1038,7.2294,0.2580,0.2079,0.0000
54,417.723,7.2862,0.0000,6.1401,0.0450,0.3411,6.7444,0.2580,0.1935,0.0000
55,424.527,6.8037,0.0000,6.5108,0.0635,0.0988,6.8349,0.2558,0.2068,0.0000
56,431.436,6.9085,0.0000,6.1562,0.0320,0.3378,6.6578,0.2578,0.1925,0.0000
57,438.231,6.7956,0.0000,6.4874,0.0454,0.1081,6.8046,0.2549,0.2079,0.0000
58,445.096,6.8651,0.0000,5.9774,0.0410,0.6915,6.8597,0.2608,0.1935,0.0000
59,452.029,6.9324,0.0000,6.7647,0.0620,0.0985,7.0898,0.2572,0.2079,0.0000
60,459.178,7.1497,0.0000,6.0093,0.0376,0.4959,6.8260,0.2558,0.1935,0.0000
61,466.130,6.9520,0.0000,6.7469,0.0424,0.1370,7.1110,0.2560,0.2068,0.0000
62,473.353,7.2228,0.0000,5.8621,0.0465,0.1148,6.1890,0.2569,0.1935,0.0000
63,479.789,6.4356,0.0000,6.7595,0.0503,0.1045,7.0956,0.2566,0.2079,0.0000
64,487.050,7.2613,0.0000,5.9026,0.0512,0.1406,6.2779,0.2590,0.1935,0.0000
65,493.441,6.3915,0.0000,6.9298,0.0505,0.2742,7.4755,0.2543,0.2079,0.0000
66,501.029,7.5874,0.0000,5.7560,0.0262,0.1451,6.0551,0.2590,0.1935,0.0000
67,507.126,6.0971,0.0000,7.0754,0.0638,0.1006,7.4259,0.2558,0.2079,0.0000
68,514.648,7.5223,0.0000,5.9955,0.0301,0.1965,6.3495,0.2618,0.1935,0.0000
69,521.046,6.3974,0.0000,7.0029,0.0542,0.1816,7.4500,0.2561,0.2058,0.0000
70,528.562,7.5161,0.0000,5.8761,0.0281,0.4397,6.4675,0.2593,0.1935,0.0000
71,535.081,6.5192,0.0000,6.9165,0.0423,0.0959,7.2060,0.2567,0.2079,0.0000
72,542.421,7.3397,0.0000,6.2391,0.0449,0.2509,6.7159,0.2571,0.1935,0.0000
73,549.208,6.7875,0.0000,6.5543,0.0472,0.0993,6.8789,0.2529,0.2068,0.0000
74,556.163,6.9546,0.0000,6.0979,0.0294,0.2289,6.4858,0.2565,0.1935,0.0000
75,562.700,6.5375,0.0000,6.8048,0.0473,0.0899,7.1233,0.2560,0.2079,0.0000
