timestamp, pstate, clocks.current.graphics [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/25 15:58:51.831, P0, 1702 MHz, 52.47 W, 80, 0x0000000000000020
2026/09/25 15:58:52.091, P0, 2010 MHz, 27.98 W, 76, 0x0000000000000400
2026/09/25 15:58:52.355, [Unknown Error], 1740 MHz, 20.58 W, 73, 0x0000000000000001
2026/09/25 15:58:53.373, P0, 1740 MHz, 19.92 W, 73, 0x0000000000000001
2026/09/25 15:58:53.626, P0, 1740 MHz, 19.92 W, 73, 0x0000000000000001
2026/09/25 15:58:53.876, P0, 1740 MHz, 19.27 W, 74, 0x0000000000000001
2026/09/25 15:58:54.141, P0, 1740 MHz, 19.27 W, 74, 0x0000000000000001
2026/09/25 15:58:54.405, P0, 1837 MHz, 76.83 W, 83, 0x0000000000000020
2026/09/25 15:58:54.669, P0, 1837 MHz, 76.83 W, 83, 0x0000000000000020
2026/09/25 15:58:54.934, P0, 1642 MHz, 54.31 W, 80, 0x0000000000000020
2026/09/25 15:58:55.199, P0, 1650 MHz, 54.34 W, 80, 0x0000000000000020
2026/09/25 15:58:55.463, P0, 1650 MHz, 54.34 W, 80, 0x0000000000000020
2026/09/25 15:58:55.714, P0, 1635 MHz, 54.14 W, 80, 0x0000000000000020
2026/09/25 15:58:55.977, P0, 1635 MHz, 54.14 W, 80, 0x0000000000000020
2026/09/25 15:58:56.229, P0, 1627 MHz, 54.05 W, 80, 0x0000000000000020
2026/09/25 15:58:56.494, P0, 1627 MHz, 54.05 W, 80, 0x0000000000000020
2026/09/25 15:58:56.744, P0, 1627 MHz, 54.49 W, 80, 0x0000000000000020
2026/09/25 15:58:56.995, P0, 1627 MHz, 54.49 W, 80, 0x0000000000000020
2026/09/25 15:58:57.246, P0, 1642 MHz, 59.51 W, 80, 0x0000000000000020
2026/09/25 15:58:57.511, P0, 1642 MHz, 59.51 W, 80, 0x0000000000000020
2026/09/25 15:58:57.774, P0, 1635 MHz, 55.58 W, 80, 0x0000000000000020
2026/09/25 15:58:58.025, P0, 1635 MHz, 55.58 W, 80, 0x0000000000000020
2026/09/25 15:58:58.289, P0, 1635 MHz, 54.88 W, 80, 0x0000000000000020
2026/09/25 15:58:58.554, P0, 1635 MHz, 54.88 W, 80, 0x0000000000000020
2026/09/25 15:58:58.818, P0, 1635 MHz, 55.19 W, 80, 0x0000000000000020
2026/09/25 15:58:59.083, P0, 1635 MHz, 55.19 W, 80, 0x0000000000000020
2026/09/25 15:58:59.334, P0, 1635 MHz, 54.79 W, 80, 0x0000000000000020
2026/09/25 15:58:59.599, P0, 1635 MHz, 54.79 W, 80, 0x0000000000000020
2026/09/25 15:58:59.864, P0, 1665 MHz, 54.44 W, 80, 0x0000000000000020
2026/09/25 15:59:00.115, P0, 1665 MHz, 54.44 W, 80, 0x0000000000000020
2026/09/25 15:59:00.367, P0, 1717 MHz, 54.68 W, 80, 0x0000000000000020
2026/09/25 15:59:00.619, P0, 1717 MHz, 54.68 W, 80, 0x0000000000000020
2026/09/25 15:59:00.884, P0, 1717 MHz, 54.64 W, 80, 0x0000000000000020
2026/09/25 15:59:01.134, P0, 1717 MHz, 54.64 W, 80, 0x0000000000000020
2026/09/25 15:59:01.398, P0, 1732 MHz, 54.26 W, 80, 0x0000000000000020
2026/09/25 15:59:01.661, P0, 1732 MHz, 54.26 W, 80, 0x0000000000000020
2026/09/25 15:59:01.912, P0, 1657 MHz, 54.02 W, 80, 0x0000000000000020
2026/09/25 15:59:02.176, P0, 1665 MHz, 54.65 W, 80, 0x0000000000000020
2026/09/25 15:59:02.439, P0, 1665 MHz, 54.65 W, 80, 0x0000000000000020
2026/09/25 15:59:02.703, P0, 1747 MHz, 54.15 W, 80, 0x0000000000000020
2026/09/25 15:59:02.968, P0, 1747 MHz, 54.15 W, 80, 0x0000000000000020
2026/09/25 15:59:03.232, P0, 1837 MHz, 53.70 W, 80, 0x0000000000000020
2026/09/25 15:59:03.497, P0, 1837 MHz, 53.70 W, 80, 0x0000000000000020
2026/09/25 15:59:03.761, P0, 1672 MHz, 56.52 W, 80, 0x0000000000000020
2026/09/25 15:59:04.027, P0, 1672 MHz, 56.52 W, 80, 0x0000000000000020
2026/09/25 15:59:04.291, P0, 1845 MHz, 44.58 W, 79, 0x0000000000000020
2026/09/25 15:59:04.543, P0, 1845 MHz, 44.58 W, 79, 0x0000000000000020
2026/09/25 15:59:04.808, P0, 1642 MHz, 53.78 W, 80, 0x0000000000000020
2026/09/25 15:59:05.059, P0, 1642 MHz, 53.78 W, 80, 0x0000000000000020
2026/09/25 15:59:05.323, P0, 1530 MHz, 49.12 W, 79, 0x0000000000000020
2026/09/25 15:59:05.588, P0, 1530 MHz, 49.12 W, 79, 0x0000000000000020
2026/09/25 15:59:05.840, P0, 1530 MHz, 49.07 W, 79, 0x0000000000000020
2026/09/25 15:59:06.104, P0, 1530 MHz, 49.07 W, 79, 0x0000000000000020
2026/09/25 15:59:06.356, P0, 1530 MHz, 40.60 W, 80, 0x0000000000000020
2026/09/25 15:59:06.621, P0, 1530 MHz, 40.60 W, 80, 0x0000000000000020
2026/09/25 15:59:06.885, P0, 1530 MHz, 50.72 W, 80, 0x0000000000000020
2026/09/25 15:59:07.135, P0, 1530 MHz, 50.72 W, 80, 0x0000000000000020
2026/09/25 15:59:07.401, P0, 1530 MHz, 49.82 W, 80, 0x0000000000000020
2026/09/25 15:59:07.663, P0, 1530 MHz, 49.82 W, 80, 0x0000000000000020
2026/09/25 15:59:07.926, P0, 1530 MHz, 50.05 W, 80, 0x0000000000000020
2026/09/25 15:59:08.189, P0, 1530 MHz, 50.10 W, 80, 0x0000000000000020
2026/09/25 15:59:08.455, P0, 1530 MHz, 50.10 W, 80, 0x0000000000000020
2026/09/25 15:59:08.720, P0, 1530 MHz, 49.83 W, 80, 0x0000000000000020
2026/09/25 15:59:08.985, P0, 1530 MHz, 49.83 W, 80, 0x0000000000000020
2026/09/25 15:59:09.249, P0, 1530 MHz, 49.24 W, 79, 0x0000000000000020
2026/09/25 15:59:09.513, P0, 1530 MHz, 49.24 W, 79, 0x0000000000000020
2026/09/25 15:59:09.778, P0, 1597 MHz, 47.90 W, 79, 0x0000000000000020
2026/09/25 15:59:10.043, P0, 1597 MHz, 47.90 W, 79, 0x0000000000000020
2026/09/25 15:59:10.308, P0, 1612 MHz, 48.31 W, 79, 0x0000000000000020
2026/09/25 15:59:10.572, P0, 1612 MHz, 48.31 W, 79, 0x0000000000000020
2026/09/25 15:59:10.823, P0, 1612 MHz, 48.36 W, 79, 0x0000000000000020
2026/09/25 15:59:11.088, P0, 1612 MHz, 48.36 W, 79, 0x0000000000000020
2026/09/25 15:59:11.353, P0, 1530 MHz, 48.31 W, 79, 0x0000000000000020
2026/09/25 15:59:11.618, P0, 1530 MHz, 48.31 W, 79, 0x0000000000000020
2026/09/25 15:59:11.881, P0, 1552 MHz, 48.29 W, 79, 0x0000000000000020
2026/09/25 15:59:12.146, P0, 1552 MHz, 48.29 W, 79, 0x0000000000000020
2026/09/25 15:59:12.397, P0, 1560 MHz, 48.03 W, 79, 0x0000000000000020
2026/09/25 15:59:12.661, P0, 1560 MHz, 48.03 W, 79, 0x0000000000000020
2026/09/25 15:59:12.913, P0, 1665 MHz, 47.82 W, 79, 0x0000000000000020
2026/09/25 15:59:13.175, P0, 1635 MHz, 47.77 W, 79, 0x0000000000000020
2026/09/25 15:59:13.441, P0, 1635 MHz, 47.77 W, 79, 0x0000000000000020
2026/09/25 15:59:13.706, P0, 1530 MHz, 48.46 W, 79, 0x0000000000000020
2026/09/25 15:59:13.968, P0, 1530 MHz, 48.46 W, 79, 0x0000000000000020
2026/09/25 15:59:14.231, P0, 1530 MHz, 48.44 W, 79, 0x0000000000000020
2026/09/25 15:59:14.495, P0, 1530 MHz, 48.44 W, 79, 0x0000000000000020
2026/09/25 15:59:14.761, P0, 1530 MHz, 48.45 W, 79, 0x0000000000000020
2026/09/25 15:59:15.026, P0, 1530 MHz, 48.45 W, 79, 0x0000000000000020
2026/09/25 15:59:15.290, P0, 1530 MHz, 48.75 W, 79, 0x0000000000000020
2026/09/25 15:59:15.556, P0, 1530 MHz, 48.75 W, 79, 0x0000000000000020
2026/09/25 15:59:15.806, P0, 1530 MHz, 49.95 W, 79, 0x0000000000000020
2026/09/25 15:59:16.071, P0, 1530 MHz, 49.95 W, 79, 0x0000000000000020
2026/09/25 15:59:16.321, P0, 1530 MHz, 50.53 W, 80, 0x0000000000000020
2026/09/25 15:59:16.574, P0, 1530 MHz, 50.53 W, 80, 0x0000000000000020
2026/09/25 15:59:16.838, P0, 1530 MHz, 48.48 W, 79, 0x0000000000000020
2026/09/25 15:59:17.101, P0, 1530 MHz, 48.48 W, 79, 0x0000000000000020
2026/09/25 15:59:17.366, P0, 1530 MHz, 49.02 W, 79, 0x0000000000000020
2026/09/25 15:59:17.628, P0, 1530 MHz, 49.02 W, 79, 0x0000000000000020
2026/09/25 15:59:17.891, P0, 1530 MHz, 49.61 W, 79, 0x0000000000000020
2026/09/25 15:59:18.156, P0, 1530 MHz, 49.61 W, 79, 0x0000000000000020
2026/09/25 15:59:18.421, P0, 1530 MHz, 49.11 W, 79, 0x0000000000000020
2026/09/25 15:59:18.685, P0, 1530 MHz, 48.95 W, 79, 0x0000000000000020
2026/09/25 15:59:18.948, P0, 1530 MHz, 48.95 W, 79, 0x0000000000000020
2026/09/25 15:59:19.213, P0, 1537 MHz, 48.65 W, 79, 0x0000000000000020
2026/09/25 15:59:19.478, P0, 1537 MHz, 48.65 W, 79, 0x0000000000000020
2026/09/25 15:59:19.743, P0, 1605 MHz, 48.32 W, 79, 0x0000000000000020
2026/09/25 15:59:20.007, P0, 1605 MHz, 48.32 W, 79, 0x0000000000000020
2026/09/25 15:59:20.272, P0, 1605 MHz, 48.04 W, 79, 0x0000000000000020
2026/09/25 15:59:20.537, P0, 1605 MHz, 48.04 W, 79, 0x0000000000000020
2026/09/25 15:59:20.802, P0, 1627 MHz, 48.08 W, 79, 0x0000000000000020
