# start_unix_ms 1790345934027
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms,gpu_ray_ms
0,0.000,0.0000,0.0000,0.0170,0.0695,0.1366,20.5257,0.0000,0.0000,0.0000
1,20.615,20.6147,0.0000,0.0171,0.2094,0.0589,0.3986,0.0000,0.0000,0.0000
2,21.047,0.4325,0.0000,14.5184,0.0651,0.0735,14.8218,0.2770,0.2017,0.0000
3,35.943,14.8961,0.0000,7.3030,0.0663,0.0752,7.6100,0.6167,0.2017,0.0000
4,43.634,7.6908,0.0000,7.3269,0.0598,0.0518,7.5801,0.2737,0.2017,0.0000
5,51.285,7.6505,0.0000,7.3159,0.0587,0.0693,7.5739,0.2769,0.1997,0.0000
6,58.917,7.6321,0.0000,7.3900,0.0581,0.0678,7.7006,0.2734,0.1987,0.0000
7,66.724,7.8071,0.0000,7.1808,0.0652,0.0858,7.4798,0.2740,0.1987,0.0000
8,74.329,7.6051,0.0000,7.2853,0.1271,0.1610,7.7785,0.2740,0.1987,0.0000
9,82.180,7.8508,0.0000,6.2839,0.1293,0.1905,6.9367,0.2754,0.1987,0.0000
10,89.216,7.0363,0.0000,6.0290,0.0568,0.0608,6.3003,0.2760,0.1987,0.0000
11,95.650,6.4340,0.0000,6.4821,0.0423,0.0837,6.7592,0.2744,0.1966,0.0000
12,102.520,6.8698,0.0000,6.2902,0.0431,0.0735,6.5466,0.2777,0.1966,0.0000
13,109.159,6.6393,0.0000,6.4643,0.0368,0.0485,6.6925,0.2750,0.1966,0.0000
14,115.960,6.8011,0.0000,6.4640,0.0541,0.0831,6.8579,0.2772,0.1956,0.0000
15,122.963,7.0024,0.0000,6.6279,0.0867,0.0988,6.9738,0.2747,0.1966,0.0000
16,130.020,7.0578,0.0000,6.0888,0.0377,0.1166,6.4222,0.2780,0.1956,0.0000
17,136.541,6.5204,0.0000,6.3263,0.0407,0.0428,6.5836,0.2933,0.1956,0.0000
18,143.257,6.7163,0.0000,6.3987,0.0504,0.0573,6.7592,0.2771,0.1966,0.0000
19,150.135,6.8776,0.0000,5.9117,0.0462,0.0751,6.1808,0.5996,0.1946,0.0000
20,156.387,6.2521,0.0000,5.9372,0.0373,0.1165,6.2277,0.2465,0.1946,0.0000
21,162.672,6.2856,0.0000,5.9414,0.0376,0.0486,6.1655,0.2454,0.1946,0.0000
22,168.907,6.2348,0.0000,6.0768,0.0389,0.5207,6.7808,0.5479,0.1956,0.0000
23,175.806,6.8990,0.0000,5.5155,0.0473,0.0531,5.7712,0.2512,0.1956,0.0000
