# start_unix_ms 1790232952774
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
104,737.003,0.2328,12.1098,0.0484,1.5894,13.8794,0.2798,0.1208
105,750.951,13.9484,0.0225,0.0205,0.0536,0.2083,0.7510,0.1188
106,751.186,0.2351,11.9412,0.0644,1.2848,13.4185,0.2726,0.1198
107,764.687,13.5011,0.0222,0.0167,0.0609,0.2037,0.7445,0.1198
108,764.916,0.2283,11.7994,0.0820,1.2590,13.2773,0.2731,0.1198
109,778.239,13.3229,0.0284,0.0220,0.0693,0.2365,0.7431,0.1198
110,778.500,0.2616,12.0405,0.0504,1.3442,13.5953,0.2674,0.1208
111,792.161,13.6609,0.0482,0.0270,0.0635,0.2459,0.7466,0.1198
112,792.439,0.2778,12.0185,0.0406,1.3056,13.5028,0.2714,0.1198
113,806.009,13.5697,0.0236,0.0195,0.0631,0.2188,0.7489,0.1198
114,806.258,0.2495,12.1229,0.0374,1.3506,13.6436,0.2687,0.1198
115,820.004,13.7455,0.0261,0.0266,0.0771,0.2410,0.7540,0.1188
116,820.284,0.2804,11.9755,0.0648,1.2736,13.4707,0.2705,0.1198
117,833.810,13.5263,0.0217,0.0187,0.0750,0.2251,0.7434,0.1198
118,834.063,0.2532,12.1441,0.0348,1.3271,13.6307,0.2708,0.1198
119,847.763,13.7000,0.0219,0.0163,0.0508,0.1906,0.7422,0.1188
120,847.978,0.2141,12.1134,0.0562,1.1767,13.5410,0.2658,0.1198
121,861.645,13.6674,0.0531,0.0200,0.0653,0.2409,0.7419,0.1188
122,861.923,0.2785,12.0181,0.0396,1.3303,13.5075,0.2874,0.1198
123,875.492,13.5682,0.0195,0.0160,0.0592,0.2079,0.7471,0.1208
124,875.724,0.2322,12.1672,0.0397,1.2358,13.6099,0.2740,0.1198
125,889.406,13.6818,0.0201,0.0157,0.0477,0.1831,0.7447,0.1208
126,889.611,0.2054,12.2430,0.0469,1.2251,13.6883,0.2725,0.1208
127,903.387,13.7760,0.0354,0.0324,0.0852,0.3161,0.7453,0.1188
128,903.754,0.3667,11.9007,0.0504,1.2746,13.3497,0.2703,0.1198
129,917.273,13.5195,0.0224,0.0358,0.0773,0.2492,0.7425,0.1198
130,917.557,0.2835,12.7501,0.0674,1.2481,14.2558,0.2688,0.1208
131,931.874,14.3177,0.0227,0.0183,0.0599,0.2163,0.7415,0.1198
132,932.115,0.2407,11.5125,0.0549,1.4444,13.1393,0.2726,0.1198
133,945.357,13.2422,0.0243,0.0211,0.0675,0.2123,0.7435,0.1208
134,945.621,0.2642,11.7036,0.0457,1.2595,13.1799,0.2699,0.1208
135,958.867,13.2453,0.0359,0.0196,0.0619,0.2160,0.7441,0.1208
136,959.114,0.2474,12.0995,0.0440,1.3058,13.5809,0.2715,0.1208
137,972.807,13.6931,0.0487,0.0246,0.0706,0.2530,0.7431,0.1208
138,973.098,0.2905,12.5441,0.0505,0.5343,13.2967,0.2676,0.1208
139,986.461,13.3629,0.0225,0.0296,0.0729,0.2995,0.7406,0.1208
140,986.801,0.3403,12.2989,0.0679,1.2674,13.8350,0.2674,0.1208
141,1001.171,14.3697,0.0451,0.0555,0.1018,0.3857,0.7435,0.1208
142,1001.645,0.4740,11.1579,0.0435,1.2943,12.6449,0.2713,0.1219
143,1014.350,12.7052,0.0186,0.0188,0.0597,0.1942,0.7454,0.1219
144,1014.572,0.2217,12.0669,0.0396,1.3066,13.5452,0.2689,0.1219
145,1028.217,13.6454,0.0252,0.0277,0.0717,0.2314,0.7452,0.1219
146,1028.484,0.2674,12.0239,0.0391,1.3766,13.5661,0.2703,0.1219
147,1042.134,13.6500,0.0512,0.0227,0.0682,0.2575,0.7425,0.1229
148,1042.428,0.2938,12.2117,0.0452,1.3675,13.7665,0.2699,0.1219
149,1056.269,13.8412,0.0234,0.0239,0.0646,0.2193,0.7426,0.1219
150,1056.518,0.2482,11.8225,0.0406,1.4102,13.3910,0.2705,0.1219
151,1069.974,13.4567,0.0226,0.0232,0.1113,0.3460,0.7461,0.1219
152,1070.363,0.3887,12.4008,0.0755,1.2587,13.8985,0.2703,0.1229
153,1084.343,13.9804,0.0903,0.0351,0.1342,0.4033,0.7435,0.1219
154,1084.862,0.5184,11.4190,0.0375,1.5754,13.1479,0.2709,0.1219
155,1098.111,13.2488,0.0390,0.0224,0.0630,0.2282,0.7403,0.1219
156,1098.373,0.2626,11.5763,0.0469,1.3804,13.1229,0.2748,0.1229
157,1111.575,13.2020,0.0213,0.0195,0.0666,0.1988,0.7397,0.1229
158,1111.882,0.3067,11.9057,0.0406,1.3170,13.3976,0.2677,0.1229
159,1125.418,13.5359,0.0223,0.0235,0.0774,0.2526,0.7411,0.1219
160,1125.767,0.3487,11.9063,0.0438,1.3326,13.4407,0.2684,0.1229
161,1139.290,13.5237,0.0222,0.0221,0.0650,0.2042,0.7412,0.1229
162,1139.527,0.2367,12.6646,0.0378,1.5526,14.3805,0.2684,0.1229
163,1153.970,14.4428,0.0204,0.0175,0.0535,0.1811,0.7423,0.1229
164,1154.180,0.2099,11.5072,0.0361,1.4483,13.1084,0.2732,0.1219
165,1167.353,13.1736,0.0337,0.0149,0.0551,0.1926,0.7483,0.1219
166,1167.570,0.2164,12.2173,0.0647,1.5970,14.0020,0.2719,0.1229
167,1181.643,14.0738,0.0198,0.0152,0.0467,0.1760,0.7499,0.1229
168,1181.842,0.1986,11.6200,0.0351,1.6923,13.4688,0.2752,0.1229
169,1195.380,13.5375,0.0266,0.0236,0.0619,0.2392,0.7470,0.1229
170,1195.648,0.2687,11.5464,0.0476,1.2895,13.0321,0.2698,0.1219
171,1208.754,13.1053,0.0240,0.0212,0.0634,0.2235,0.7435,0.1219
172,1209.006,0.2524,12.1802,0.0354,1.3300,13.6566,0.2688,0.1229
173,1222.715,13.7087,0.0164,0.0159,0.0537,0.1746,0.7512,0.1229
174,1222.914,0.1994,12.1205,0.0356,1.2655,13.5404,0.2689,0.1239
175,1236.574,13.6599,0.0217,0.0208,0.0658,0.2049,0.7154,0.1229
176,1236.817,0.2436,12.0649,0.0492,1.5680,13.7996,0.2663,0.1229
177,1250.812,13.9944,0.0206,0.4165,0.0663,0.6064,0.7402,0.1229
178,1251.539,0.7272,11.4118,0.0386,1.6114,13.1856,0.2678,0.1239
179,1264.823,13.2836,0.0234,0.0620,0.0639,0.2460,0.7442,0.1229
180,1265.102,0.2797,11.4066,0.0374,1.2834,12.8806,0.2684,0.1239
181,1278.043,12.9404,0.0216,0.0191,0.0596,0.2037,0.7388,0.1229
182,1278.274,0.2315,12.1718,0.0354,1.3223,13.6515,0.2682,0.1229
183,1292.035,13.7611,0.0528,0.0231,0.0698,0.2430,0.7414,0.1229
184,1292.324,0.2884,12.2828,0.0613,1.4741,13.9677,0.2670,0.1239
185,1306.373,14.0490,0.0216,0.0150,0.0492,0.1948,0.7424,0.1229
186,1306.595,0.2221,11.7925,0.0357,1.4171,13.3931,0.2701,0.1229
187,1320.102,13.5073,0.0233,0.0181,0.0680,0.2083,0.7604,0.1229
188,1320.340,0.2376,12.0211,0.0691,1.3715,13.5786,0.2685,0.1239
189,1333.989,13.6496,0.0230,0.0206,0.0596,0.2137,0.7403,0.1229
190,1334.231,0.2413,12.7196,0.0495,1.3900,14.3155,0.2697,0.1229
191,1348.652,14.4212,0.0224,0.0182,0.0594,0.2077,0.7414,0.1239
192,1348.890,0.2381,11.0764,0.0381,1.2961,12.5376,0.2701,0.1239
193,1361.491,12.6010,0.0203,0.0182,0.0583,0.2135,0.7248,0.1229
194,1361.733,0.2419,12.1091,0.0459,1.3133,13.5936,0.2686,0.1239
195,1375.387,13.6542,0.0194,0.0172,0.0577,0.1931,0.7409,0.1229
196,1375.607,0.2198,12.2110,0.0381,1.3448,13.7087,0.2682,0.1239
197,1389.377,13.7696,0.0187,0.0157,0.0481,0.1671,0.7423,0.1229
198,1389.567,0.1901,12.1387,0.0486,1.2256,13.5329,0.2706,0.1239
199,1403.160,13.5938,0.0208,0.0179,0.0548,0.1869,0.7397,0.1229
200,1403.374,0.2141,12.1652,0.1057,1.2832,13.6876,0.2682,0.1239
201,1417.141,13.7670,0.0208,0.0219,0.0558,0.2004,0.7416,0.1229
202,1417.370,0.2284,11.9910,0.0986,1.2808,13.5085,0.2768,0.1239
203,1430.939,13.5687,0.0192,0.0195,0.0646,0.2160,0.7412,0.1239
204,1431.183,0.2446,12.7893,0.0915,1.5016,14.5471,0.2702,0.1249
205,1445.809,14.6256,0.0204,0.0189,0.0460,0.1830,0.7474,0.1239
206,1446.014,0.2054,11.6648,0.0479,0.9667,12.8466,0.2706,0.1239
207,1458.948,12.9335,0.0252,0.0303,0.0696,0.2677,0.7412,0.1239
208,1459.246,0.2984,11.7966,0.0438,1.3612,13.3336,0.2674,0.1239
209,1472.641,13.3946,0.0300,0.0180,0.0611,0.2191,0.7433,0.1249
210,1472.889,0.2480,12.1812,0.0488,1.2984,13.7532,0.2667,0.1239
211,1486.704,13.8149,0.0218,0.0168,0.0568,0.2009,0.7401,0.1239
212,1486.929,0.2250,12.1167,0.0448,1.1652,13.4983,0.2667,0.1249
213,1500.490,13.5614,0.0199,0.0189,0.0633,0.2174,0.7409,0.1239
214,1500.735,0.2453,12.0361,0.0759,1.2238,13.4868,0.2704,0.1239
215,1514.330,13.5946,0.0248,0.0234,0.0663,0.2232,0.7418,0.1239
216,1514.587,0.2569,11.9922,0.0514,1.3236,13.5042,0.2675,0.1249
217,1528.157,13.5700,0.0237,0.0231,0.0685,0.2422,0.7431,0.1249
218,1528.433,0.2762,12.3910,0.0773,0.9146,13.5437,0.2668,0.1249
219,1542.042,13.6086,0.0244,0.0222,0.0690,0.2175,0.2701,0.1239
220,1542.290,0.2480,11.9868,0.0446,1.2702,13.4382,0.2686,0.1249
221,1555.813,13.5233,0.0227,0.0227,0.0776,0.2109,0.7466,0.1249
222,1556.057,0.2445,12.1999,0.0389,1.3501,13.7025,0.2663,0.1260
223,1569.826,13.7686,0.0224,0.0249,0.0688,0.2406,0.7421,0.1260
224,1570.096,0.2699,11.9785,0.0366,1.3341,13.4793,0.2684,0.1260
225,1583.629,13.5326,0.0208,0.0179,0.0567,0.1973,0.7537,0.1249
226,1583.851,0.2226,12.2584,0.0365,1.2866,13.7151,0.2694,0.1249
227,1597.690,13.8388,0.0346,0.0236,0.0675,0.2185,0.7415,0.1249
228,1597.946,0.2564,12.1526,0.0436,1.3125,13.6425,0.2687,0.1260
229,1611.658,13.7115,0.0205,0.0193,0.0616,0.2067,0.7534,0.1260
230,1611.895,0.2372,12.0880,0.0433,1.3442,13.5965,0.2668,0.1249
231,1625.639,13.7443,0.0229,0.0224,0.0728,0.2085,0.7416,0.1260
232,1625.885,0.2459,13.9301,0.0414,1.3140,15.4318,0.2671,0.1260
233,1641.391,15.5060,0.0209,0.0192,0.0632,0.2106,0.7488,0.1260
234,1641.631,0.2400,10.1149,0.0386,1.6869,11.9709,0.2689,0.1260
235,1653.726,12.0953,0.0614,0.0331,0.0663,0.3070,0.7538,0.1260
236,1654.066,0.3400,11.5788,0.0405,1.3267,13.0785,0.2666,0.1260
237,1667.218,13.1515,0.0197,0.0174,0.0613,0.2160,0.7469,0.1260
238,1667.460,0.2422,11.9762,0.0400,1.3127,13.4914,0.2679,0.1260
239,1681.019,13.5589,0.0349,0.0190,0.0652,0.2214,0.7452,0.1260
240,1681.271,0.2520,12.0807,0.0472,1.3677,13.6222,0.2652,0.1270
241,1694.977,13.7061,0.0240,0.0190,0.0732,0.2311,0.7140,0.1260
242,1695.236,0.2585,11.8471,0.0482,1.3166,13.3500,0.2658,0.1270
243,1708.661,13.4256,0.0263,0.0232,0.0708,0.2511,0.7444,0.1260
244,1708.949,0.2877,12.1493,0.0410,1.2721,13.6164,0.2699,0.1270
245,1722.669,13.7204,0.0236,0.0230,0.0696,0.2152,0.7456,0.1270
246,1722.916,0.2470,12.0917,0.0429,1.2844,13.5521,0.2657,0.1260
247,1736.541,13.6244,0.0253,0.0248,0.0587,0.2205,0.3827,0.1270
248,1736.788,0.2472,11.9469,0.0422,1.3450,13.4636,0.2660,0.1280
249,1750.317,13.5294,0.0235,0.0288,0.2173,0.4448,0.7417,0.1260
250,1750.863,0.5453,11.7668,0.0409,1.3509,13.2884,0.2657,0.1280
251,1764.213,13.3500,0.0240,0.0241,0.0673,0.2178,0.7447,0.1280
252,1764.463,0.2502,12.0599,0.0677,1.3116,13.5797,0.2667,0.1280
253,1778.105,13.6419,0.0231,0.0221,0.0652,0.2433,0.7422,0.1270
254,1778.381,0.2766,11.9346,0.0439,1.3119,13.4227,0.2623,0.1280
255,1791.900,13.5187,0.0284,0.0253,0.0787,0.2531,0.7407,0.1280
256,1792.188,0.2881,12.0017,0.0347,1.3133,13.4754,0.2638,0.1290
257,1805.739,13.5508,0.0185,0.0163,0.0555,0.1896,0.7393,0.1290
258,1805.954,0.2151,12.3615,0.0431,1.2888,13.8345,0.2635,0.1290
259,1819.886,13.9316,0.0234,0.0226,0.0609,0.2114,0.7403,0.1300
260,1820.127,0.2418,12.0732,0.0409,1.2840,13.5172,0.2647,0.1300
261,1833.735,13.6072,0.0238,0.0230,0.0717,0.2147,0.7405,0.1300
262,1833.988,0.2537,12.0849,0.0394,1.4665,13.7048,0.2655,0.1300
263,1847.757,13.7690,0.0214,0.0192,0.0650,0.2239,0.7410,0.1300
264,1848.011,0.2535,11.9716,0.0490,1.6299,13.7683,0.2662,0.1300
265,1861.883,13.8716,0.0287,0.0211,0.0582,0.2093,0.7224,0.1290
266,1862.122,0.2392,11.7519,0.0369,1.4550,13.3661,0.2690,0.1300
267,1875.555,13.4334,0.0218,0.0157,0.0532,0.1939,0.7390,0.1311
268,1875.774,0.2192,11.8625,0.0381,1.4949,13.5134,0.2659,0.1311
269,1889.347,13.5732,0.0210,0.0163,0.0492,0.1832,0.7419,0.1300
270,1889.555,0.2077,12.1098,0.0358,1.4301,13.6952,0.2687,0.1311
271,1903.320,13.7651,0.0333,0.0158,0.0556,0.2042,0.7386,0.1311
272,1903.549,0.2288,12.0798,0.0577,1.4401,13.7549,0.2699,0.1321
273,1917.405,13.8563,0.0303,0.0244,0.0753,0.3154,0.7147,0.1311
274,1917.759,0.3540,11.9572,0.0463,1.4282,13.5707,0.2688,0.1311
275,1931.424,13.6648,0.0264,0.0256,0.0766,0.2828,0.7385,0.1321
276,1931.741,0.3164,11.6323,0.0453,1.4330,13.2523,0.2695,0.1321
277,1945.126,13.3856,0.0317,0.0246,0.1657,0.3442,0.7152,0.1321
278,1945.510,0.3842,11.7063,0.0471,1.4664,13.3876,0.2705,0.1321
279,1959.055,13.5441,0.0293,0.0246,0.0759,0.2593,0.7152,0.1321
280,1959.349,0.2949,11.6552,0.0436,1.3478,13.1903,0.2719,0.1331
281,1972.621,13.2713,0.0498,0.0339,0.0769,0.2868,0.7143,0.1331
282,1972.947,0.3266,11.9110,0.0446,1.4396,13.5384,0.2634,0.1331
283,1986.650,13.7029,0.0294,0.0309,0.0805,0.2636,0.7156,0.1331
284,1986.950,0.2998,11.7697,0.0808,1.2494,13.3238,0.2675,0.1331
285,2000.384,13.4340,0.0261,0.0273,0.0777,0.2417,0.7610,0.1331
286,2000.662,0.2780,11.9515,0.0464,1.4327,13.5730,0.2676,0.1331
287,2014.551,13.8888,0.0324,0.0296,0.1232,0.3066,0.7151,0.1341
288,2014.908,0.3570,11.5522,0.1288,1.2191,13.0921,0.2703,0.1341
289,2028.162,13.2544,0.0257,0.0232,0.0673,0.2348,0.7191,0.1341
290,2028.429,0.2669,12.2060,0.0486,1.5184,13.8958,0.2687,0.1352
291,2042.445,14.0164,0.0275,0.0216,0.0767,0.3219,0.7213,0.1341
292,2042.807,0.3611,11.6149,0.0570,1.2769,13.0962,0.2718,0.1362
293,2056.007,13.2003,0.0248,0.0205,0.0639,0.2172,0.7182,0.1341
294,2056.255,0.2480,12.6031,0.0448,1.1818,14.0140,0.2713,0.1362
295,2070.338,14.0833,0.0248,0.0215,0.0667,0.2326,0.7289,0.1362
296,2070.600,0.2619,11.5391,0.0513,1.2159,13.0370,0.2729,0.1362
297,2083.770,13.1698,0.0256,0.0235,0.0686,0.2340,0.7253,0.1362
298,2084.035,0.2649,12.2391,0.0495,1.1764,13.6063,0.2747,0.1372
299,2097.711,13.6758,0.0257,0.0196,0.0932,0.2581,0.7314,0.1372
300,2097.999,0.2882,12.0053,0.0695,1.8912,14.1359,0.2766,0.1382
301,2113.084,15.0855,0.0408,0.0425,0.2086,0.4359,0.7344,0.1372
302,2113.581,0.4972,10.2315,0.0468,1.5401,11.9721,0.2799,0.1393
303,2125.628,12.0460,0.0288,0.0266,0.1764,0.3696,0.7298,0.1382
304,2126.038,0.4105,11.7135,0.0535,1.3181,13.2533,0.2759,0.1393
305,2139.419,13.3811,0.0248,0.0275,0.1042,0.3569,0.7385,0.1393
306,2139.844,0.4245,11.6325,0.0439,1.3690,13.1833,0.2813,0.1403
307,2153.186,13.3420,0.0268,0.0236,0.0732,0.2472,0.7404,0.1403
308,2153.467,0.2810,11.9749,0.0472,1.2448,13.4832,0.2792,0.1403
309,2167.098,13.6312,0.0273,0.0241,0.0734,0.2431,0.7358,0.1403
310,2167.374,0.2759,12.0366,0.0764,1.2292,13.5343,0.2820,0.1413
311,2181.028,13.6547,0.0250,0.0239,0.0991,0.3672,0.7406,0.1413
312,2181.438,0.4094,11.9893,0.0463,1.3031,13.5375,0.2852,0.1413
313,2195.047,13.6092,0.0244,0.0177,0.0631,0.2229,0.7383,0.1413
314,2195.296,0.2487,11.9186,0.0639,1.8122,13.9344,0.2844,0.1413
315,2209.381,14.0854,0.0368,0.0314,0.1229,0.3584,0.7433,0.1423
316,2209.775,0.3943,11.2629,0.0445,1.5353,12.9922,0.2833,0.1423
317,2223.021,13.2451,0.0324,0.0354,0.3251,0.6749,0.7347,0.1423
318,2223.759,0.7388,11.5493,0.0482,1.3886,13.1274,0.2828,0.1413
319,2237.006,13.2471,0.0266,0.0219,0.0990,0.3183,0.7342,0.1413
320,2237.355,0.3490,18.5414,0.0613,1.2865,20.1271,0.2832,0.1413
321,2257.599,20.2434,0.0385,0.0260,0.0769,0.2794,0.7322,0.1413
322,2257.918,0.3195,11.9576,0.0511,1.5054,13.6579,0.2842,0.1413
323,2271.755,13.8370,0.0358,0.0349,0.1139,0.2970,0.7365,0.1413
324,2272.103,0.3473,11.9463,0.0490,1.4511,13.5934,0.2822,0.1413
325,2285.839,13.7366,0.0267,0.0421,0.0711,0.2468,0.7308,0.1413
326,2286.120,0.2808,11.7031,0.1640,1.2883,13.3117,0.2811,0.1413
327,2299.618,13.4976,0.0322,0.0458,0.0852,0.3678,0.7302,0.1413
328,2300.041,0.4237,11.3470,0.0462,1.3841,12.9143,0.2815,0.1413
329,2313.107,13.0656,0.0960,0.0331,0.0834,0.3764,0.7324,0.1413
330,2313.522,0.4151,11.5784,0.1242,1.2085,13.1079,0.2791,0.1413
331,2326.789,13.2674,0.0272,0.0221,0.0693,0.2308,0.7337,0.1413
332,2327.052,0.2625,12.2304,0.0449,1.3591,13.8460,0.2766,0.1423
