# start_unix_ms 1790232916882
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
52,203.970,0.9084,0.0118,4.3445,0.1361,4.5810,0.2744,0.1157
53,208.601,4.6313,0.0831,1.1320,0.0740,1.4309,0.4556,0.1126
54,210.081,1.4796,0.0189,5.0453,0.0823,5.2580,0.2553,0.1137
55,215.387,5.3056,0.0201,1.2330,0.1443,1.5097,0.8940,0.1157
56,216.942,1.5551,0.0287,5.1412,0.0906,5.3910,0.2584,0.1147
57,222.399,5.4576,0.0201,1.2246,0.0928,1.4429,0.8958,0.1157
58,223.889,1.4903,0.0189,6.0074,0.0743,6.2081,0.7017,0.1147
59,230.146,6.2563,0.0188,1.1952,0.0475,1.3624,0.8967,0.1157
60,231.531,1.3851,0.0099,4.3838,0.0707,4.5454,0.7017,0.1147
61,236.121,4.5896,0.0176,1.2705,0.0667,1.4554,0.5503,0.1147
62,237.624,1.5037,0.0149,5.1134,0.1239,5.3531,0.2559,0.1147
63,243.025,5.4013,0.0174,1.2546,0.0923,1.4756,0.8990,0.1157
64,244.557,1.5314,0.0208,6.2425,0.0701,6.4536,0.7038,0.1157
65,251.068,6.5110,0.0208,1.1664,0.0447,1.3304,0.8950,0.1157
66,252.430,1.3618,0.0116,4.3937,0.0758,4.5664,0.7054,0.1157
67,257.095,4.6653,0.0210,1.2280,0.1179,1.4820,0.5440,0.1157
68,258.625,1.5300,0.0186,5.1061,0.0789,5.3327,0.2571,0.1137
69,264.002,5.3768,0.0208,1.1335,0.0779,1.4250,0.8995,0.1157
70,265.726,1.7244,0.0277,4.8484,0.1468,5.1369,0.2580,0.1157
71,270.928,5.2019,0.0233,1.2510,0.0690,1.4642,0.8953,0.1157
72,272.442,1.5135,0.0178,5.1998,0.0993,5.4233,0.2557,0.1147
73,277.911,5.4689,0.0199,1.2479,0.0699,1.4384,0.8930,0.1157
74,279.392,1.4817,0.0188,5.1826,0.0861,5.4215,0.7020,0.1147
75,284.865,5.4731,0.0290,1.2078,0.0888,1.4727,0.8951,0.1167
76,286.387,1.5216,0.0184,5.9717,0.0750,6.1671,0.7004,0.1147
77,292.603,6.2157,0.0193,1.1732,0.0395,1.3223,0.8968,0.1157
78,293.951,1.3480,0.0095,4.4075,0.1605,4.6795,0.7008,0.1157
79,298.721,4.7709,0.0340,1.1105,0.0629,1.3313,0.5486,0.1147
80,300.101,1.3793,0.0158,5.3228,0.1740,5.6240,0.2538,0.1147
81,305.773,5.6723,0.0220,1.1674,0.0836,1.3883,0.8990,0.1157
82,307.204,1.4312,0.0176,6.2523,0.0936,6.4709,0.7012,0.1157
83,313.732,6.5276,0.0207,1.1840,0.0480,1.3574,0.8972,0.1167
84,315.118,1.3865,0.0103,5.7644,0.0767,5.9406,0.6990,0.1147
85,321.114,5.9956,0.0195,0.0148,0.0292,0.1535,0.5488,0.1157
86,321.292,0.1781,0.3085,4.5176,0.0735,5.0342,0.2545,0.1157
87,326.368,5.0764,0.0138,1.2451,0.1157,1.4695,0.2563,0.1126
88,327.939,1.5708,0.0202,12.2091,0.1900,12.6431,0.2554,0.1147
89,341.093,13.1541,0.0414,0.0699,0.0626,0.3229,0.8969,0.1157
90,341.463,0.3698,0.0146,0.6496,0.0847,0.8584,0.7022,0.1147
91,342.363,0.8994,0.0187,4.7445,0.2345,5.1372,0.2562,0.1147
92,347.581,5.2186,0.0414,1.0799,0.1362,1.3980,0.7002,0.1137
93,349.074,1.4932,0.0245,5.0845,0.0761,5.4202,0.2525,0.1147
94,354.559,5.4850,0.0205,1.1116,0.0736,1.3103,0.8947,0.1157
95,355.921,1.3613,0.0194,4.9628,0.0784,5.1667,0.7012,0.1157
96,361.138,5.2173,0.1532,0.4008,0.0528,0.7186,0.5483,0.1147
97,362.069,0.9307,0.0324,5.6767,0.1179,5.9496,0.2545,0.1157
98,368.071,6.0023,0.0240,1.1859,0.0774,1.4068,0.8059,0.1147
99,369.530,1.4586,0.0200,5.2720,0.0781,5.5030,0.6805,0.1147
100,375.082,5.5525,0.0199,1.2054,0.0781,1.4089,0.8920,0.1157
101,376.538,1.4561,0.0183,5.3178,0.0784,5.5137,0.7019,0.1147
102,382.097,5.5586,0.0192,1.2690,0.0476,1.4243,0.8953,0.1157
103,383.552,1.4550,0.0114,5.0594,0.0818,5.2642,0.7020,0.1157
104,388.861,5.3087,0.0177,0.5560,0.0584,0.7701,0.8950,0.1157
105,389.670,0.8094,0.0162,5.9888,0.0745,6.1772,0.7009,0.1147
106,395.896,6.2261,0.0199,1.2138,0.0865,1.4195,0.8030,0.1147
107,397.360,1.4637,0.0189,5.2710,0.0785,5.4655,0.2522,0.1157
108,402.897,5.5374,0.0265,1.0763,0.0925,1.2942,0.8963,0.1157
109,404.231,1.3341,0.0176,5.3208,0.0743,5.5113,0.6989,0.1106
110,409.787,5.5555,0.0225,1.1510,0.0879,1.3811,0.8319,0.1106
111,411.211,1.4240,0.0159,5.2807,0.0729,5.5409,0.6531,0.1096
112,416.796,5.5850,0.0251,0.5217,0.0463,0.7256,0.8329,0.1106
113,417.563,0.7676,0.0124,5.7349,0.0809,5.9190,0.6556,0.1096
114,423.524,5.9609,0.0194,1.0377,0.0869,1.3314,0.7479,0.1096
115,424.898,1.3741,0.0183,5.5297,0.0996,5.7555,0.2367,0.1116
116,430.795,5.8971,0.0244,1.0017,0.0825,1.2387,0.8385,0.1116
117,432.072,1.2768,0.0177,5.3778,0.0838,5.5718,0.6509,0.1096
118,437.793,5.7212,0.0221,0.7195,0.0594,0.9251,0.8364,0.1116
119,438.760,0.9661,0.0150,5.5235,0.2479,5.9019,0.6540,0.1106
120,444.782,6.0227,0.0264,1.0141,0.0748,1.2268,0.4354,0.1075
121,446.055,1.2728,0.0170,5.0184,0.1439,5.2731,0.2350,0.1106
122,451.505,5.4499,0.1522,0.7591,0.0809,1.1551,0.2366,0.1106
123,452.728,1.2228,0.0171,5.3618,0.0919,5.6848,0.6516,0.1106
124,458.458,5.7304,0.0205,1.1032,0.0427,1.2634,0.2377,0.1116
125,459.747,1.2889,0.0113,5.3825,0.0701,5.5490,0.6549,0.1096
126,465.336,5.5891,0.0167,1.2051,0.0919,1.4083,0.8354,0.1106
127,466.789,1.4528,0.0177,5.1919,0.0679,5.3714,0.6521,0.1096
128,472.203,5.4136,0.0214,1.1650,0.0598,1.3687,0.8332,0.1106
129,473.629,1.4265,0.0168,5.2333,0.0754,5.4259,0.6517,0.1096
130,479.098,5.4694,0.0178,1.0232,0.0540,1.2909,0.8346,0.1116
131,480.430,1.3315,0.0167,5.5771,0.1832,5.8870,0.6521,0.1106
132,486.401,5.9711,0.0253,0.9515,0.0764,1.1522,0.8351,0.1106
133,487.599,1.1980,0.0161,5.2077,0.0753,5.3890,0.6522,0.1096
134,493.033,5.4344,0.0194,1.1772,0.1109,1.4096,0.8294,0.1116
135,494.484,1.4511,0.0178,5.2396,0.0744,5.4219,0.6490,0.1106
136,499.949,5.4649,0.0183,1.1457,0.0892,1.3517,0.8343,0.1116
137,501.349,1.3994,0.0171,5.4022,0.0574,5.5656,0.6531,0.1116
138,506.950,5.6017,0.0157,1.1528,0.0566,1.3806,0.8337,0.1126
139,508.374,1.4232,0.0175,5.1343,0.0958,5.3419,0.6531,0.1106
140,513.757,5.3829,0.0198,1.1131,0.0878,1.3221,0.8314,0.1126
141,515.123,1.3665,0.0185,5.6456,0.1622,5.9504,0.6530,0.1116
142,521.142,6.0185,0.0256,1.0397,0.0657,1.2661,0.8340,0.1126
143,522.453,1.3110,0.0214,5.0608,0.2468,5.4415,0.6548,0.1116
144,528.011,5.5583,0.0238,0.9064,0.0692,1.1165,0.5287,0.1116
145,529.176,1.1650,0.0175,5.4722,0.3555,5.9817,0.2379,0.1116
146,535.316,6.1403,0.0361,0.7230,0.0808,0.9921,0.2367,0.1126
147,536.371,1.0553,0.0177,5.0300,0.1332,5.2985,0.6541,0.1116
148,541.774,5.4023,0.0255,0.9801,0.0638,1.1973,0.2374,0.1116
149,543.017,1.2429,0.0182,5.3196,0.1242,5.5663,0.6521,0.1126
150,548.677,5.6606,0.0211,0.9866,0.0858,1.2321,0.8316,0.1137
151,549.964,1.2863,0.0202,5.2427,0.1195,5.5380,0.6509,0.1126
152,555.606,5.6420,0.0291,1.0071,0.0951,1.2533,0.8354,0.1137
153,556.913,1.3073,0.0183,5.2965,0.1131,5.5309,0.6522,0.1116
154,562.522,5.6090,0.0275,1.0437,0.0616,1.2443,0.8336,0.1147
155,563.810,1.2883,0.0147,5.3073,0.1196,5.5965,0.6495,0.1116
156,569.526,5.7159,0.0218,0.9401,0.0565,1.1747,0.8337,0.1137
157,570.744,1.2183,0.0132,5.5667,0.1619,5.9079,0.6494,0.1126
158,576.758,6.0133,0.0492,1.8633,0.1744,2.4286,0.8302,0.1137
159,579.437,2.6790,0.0728,11.8111,0.3523,12.5111,0.6497,0.1126
160,592.151,12.7141,0.3253,0.1563,0.1958,0.9363,0.5323,0.1126
161,593.214,1.0632,0.0783,0.6901,0.1674,1.2063,0.2331,0.1126
162,594.537,1.3225,0.0549,2.4616,0.1826,2.9419,0.2360,0.1126
163,597.601,3.0646,0.0491,0.8337,0.1135,1.2777,0.4293,0.1126
164,599.148,1.5471,0.0405,5.0360,0.1898,5.4650,0.2323,0.1137
165,604.735,5.5870,0.0462,0.9393,0.1046,1.2770,0.5339,0.1126
166,606.100,1.3646,0.0242,4.8654,0.1150,5.1314,0.2348,0.1116
167,611.304,5.2044,0.0197,1.0958,0.0851,1.3068,0.6548,0.1116
168,612.673,1.3688,0.0236,5.1636,0.0972,5.3887,0.6518,0.1126
169,618.115,5.4420,0.0166,1.1310,0.0810,1.3293,0.6519,0.1126
170,619.508,1.3934,0.0175,5.2303,0.0834,5.4265,0.6533,0.1126
171,624.988,5.4801,0.0151,1.1115,0.0704,1.2887,0.6551,0.1126
172,626.315,1.3261,0.0121,5.5634,0.0639,5.7221,0.6542,0.1126
173,632.102,5.7870,0.0135,1.1274,0.0563,1.2946,0.6526,0.1126
174,633.438,1.3367,0.0138,7.0066,0.1097,7.2399,0.6519,0.1137
175,640.765,7.3271,0.0287,1.0430,0.1413,1.3418,0.5254,0.1126
176,642.180,1.4150,0.0277,3.4602,0.2307,3.8943,0.2332,0.1137
177,646.154,3.9736,0.0368,0.7586,0.0745,1.0685,0.5335,0.1126
178,647.297,1.1428,0.0251,5.2288,0.1797,5.6137,0.2334,0.1137
179,652.993,5.6964,0.0621,0.9220,0.0686,1.2037,0.2343,0.1116
180,654.264,1.2706,0.0216,5.2437,0.2041,5.6310,0.2332,0.1126
181,660.065,5.8013,0.0327,0.9810,0.0686,1.2036,0.8312,0.1137
182,661.322,1.2569,0.0212,5.1843,0.1449,5.5258,0.6508,0.1126
183,666.913,5.5905,0.0213,1.1009,0.0451,1.2629,0.5285,0.1126
184,668.204,1.2912,0.0103,5.0773,0.0563,5.2179,0.2339,0.1137
185,673.454,5.2501,0.0125,1.2260,0.0481,1.3714,0.5329,0.1126
186,674.852,1.3979,0.0098,5.4492,0.1707,5.7300,0.2338,0.1126
187,680.642,5.7906,0.0528,0.9969,0.0803,1.2386,0.8315,0.1137
188,681.924,1.2815,0.0157,5.2340,0.0724,5.4160,0.6488,0.1126
189,687.384,5.4600,0.0195,1.1866,0.1155,1.4208,0.8325,0.1137
190,688.849,1.4649,0.0177,5.3426,0.0927,5.5546,0.6533,0.1126
191,694.453,5.6042,0.0183,1.1098,0.0532,1.2684,0.8303,0.1137
192,695.755,1.3020,0.0123,5.3161,0.0762,5.5174,0.6526,0.1126
193,701.313,5.5579,0.0184,1.1309,0.0474,1.2868,0.8320,0.1147
194,702.630,1.3170,0.0105,5.4930,0.0623,5.6468,0.6499,0.1126
195,708.319,5.6889,0.0163,1.1245,0.1042,1.3927,0.8316,0.1137
196,709.756,1.4371,0.0205,5.1363,0.0838,5.3448,0.6523,0.1137
197,715.141,5.3850,0.0178,1.1430,0.0709,1.3338,0.8273,0.1137
198,716.515,1.3745,0.0271,5.4992,0.1872,5.8217,0.6484,0.1137
199,722.387,5.8712,0.0233,0.7128,0.0655,0.9155,0.8325,0.1137
200,723.344,0.9579,0.0166,5.5947,0.0842,5.7929,0.6510,0.1137
201,729.180,5.8353,0.0180,1.0759,0.0639,1.2995,0.4361,0.1116
202,730.527,1.3472,0.0198,5.4897,0.1505,5.8175,0.2324,0.1137
203,736.439,5.9124,0.0299,1.0084,0.1210,1.3180,0.8312,0.1147
204,737.810,1.3710,0.0182,4.9552,0.1090,5.2053,0.6521,0.1147
205,743.067,5.2571,0.0200,0.9125,0.0629,1.2793,0.5268,0.1137
206,744.389,1.3216,0.0163,5.3069,0.0743,5.5189,0.2337,0.1137
207,749.948,5.5595,0.0156,0.5713,0.0416,0.7086,0.8309,0.1147
208,750.682,0.7336,0.0091,5.9590,0.1067,6.1662,0.6488,0.1137
209,756.897,6.2148,0.0195,1.0354,0.0633,1.2735,0.7450,0.1137
210,758.212,1.3152,0.0165,5.2104,0.1908,5.5128,0.2318,0.1137
211,763.770,5.5578,0.0245,1.0093,0.0722,1.2541,0.8325,0.1147
212,765.065,1.2949,0.0176,5.3160,0.1038,5.5296,0.6490,0.1137
213,770.639,5.5738,0.0201,1.1015,0.0739,1.2968,0.8305,0.1147
214,771.978,1.3396,0.0168,5.4011,0.0924,5.6098,0.6502,0.1147
215,777.630,5.6517,0.0188,1.1434,0.0680,1.3235,0.8319,0.1157
216,778.994,1.3640,0.0157,5.3881,0.0699,5.5674,0.6508,0.1147
217,784.624,5.6305,0.0230,1.0986,0.0907,1.3158,0.8340,0.1157
218,785.980,1.3560,0.0178,5.5108,0.2228,5.8707,0.6502,0.1147
219,791.937,5.9561,0.0255,0.8968,0.1050,1.2170,0.8348,0.1157
220,793.200,1.2634,0.0155,5.2959,0.1532,5.5642,0.6510,0.1147
221,798.808,5.6080,0.0176,0.4433,0.0690,0.6589,0.2347,0.1147
222,799.498,0.6897,0.0120,6.0384,0.0900,6.2536,0.6525,0.1137
223,805.814,6.3168,0.0219,1.1373,0.0791,1.3560,0.7618,0.1147
224,807.216,1.4012,0.0158,5.1432,0.1526,5.4278,0.2358,0.1147
225,812.688,5.4721,0.0207,1.1051,0.0812,1.3264,0.5301,0.1147
226,814.068,1.3798,0.0215,5.3459,0.0643,5.5295,0.2354,0.1147
227,819.651,5.5834,0.0180,1.0670,0.0568,1.2445,0.8292,0.1167
228,820.934,1.2835,0.0159,5.0888,0.0750,5.2742,0.2349,0.1157
229,826.266,5.3316,0.0201,1.1346,0.0792,1.3393,0.5288,0.1157
230,827.653,1.3872,0.0166,5.4205,0.1009,5.6424,0.2326,0.1147
231,833.341,5.6875,0.0192,1.0702,0.0790,1.3093,0.8336,0.1157
232,834.697,1.3559,0.0180,5.2999,0.1279,5.5502,0.6507,0.1147
233,840.319,5.6227,0.0227,1.0403,0.0869,1.2597,0.8389,0.1167
234,841.622,1.3028,0.0168,5.4215,0.1231,5.6814,0.6500,0.1157
235,847.345,5.7230,0.0184,1.0963,0.0655,1.3186,0.8299,0.1167
236,848.698,1.3525,0.0131,5.1376,0.0821,5.3291,0.6510,0.1157
237,854.067,5.3693,0.0182,0.5742,0.0591,0.7824,0.8320,0.1167
238,854.887,0.8199,0.0245,5.7526,0.1332,6.0011,0.6500,0.1147
239,860.928,6.0414,0.0227,0.9719,0.0826,1.3290,0.7461,0.1157
240,862.300,1.3721,0.0160,5.2613,0.0805,5.4469,0.2348,0.1157
241,867.846,5.5457,0.0269,1.0548,0.0734,1.3187,0.2364,0.1167
242,869.205,1.3593,0.0182,5.3247,0.0665,5.4977,0.6492,0.1167
243,874.741,5.5353,0.0161,1.1621,0.0837,1.3521,0.8297,0.1167
244,876.146,1.4058,0.0184,5.3888,0.0820,5.5918,0.6520,0.1167
245,881.781,5.6343,0.0175,0.5785,0.0584,0.7516,0.8313,0.1167
246,882.699,0.9179,0.0260,5.9570,0.0884,6.1969,0.6479,0.1167
247,888.942,6.2433,0.0199,1.1703,0.0839,1.3957,0.7432,0.1157
248,890.380,1.4384,0.0178,5.1685,0.1215,5.4212,0.2325,0.1167
249,895.845,5.4649,0.0204,1.0817,0.0843,1.2939,0.8295,0.1178
250,897.192,1.3473,0.0172,5.3873,0.0766,5.5770,0.6484,0.1178
251,902.812,5.6195,0.0187,1.1315,0.0925,1.3409,0.8305,0.1178
252,904.192,1.3802,0.0159,5.3164,0.0757,5.4985,0.6482,0.1167
253,909.733,5.5410,0.0855,1.0184,0.0718,1.3212,0.8302,0.1188
254,911.116,1.3830,0.0168,5.1148,0.1226,5.3694,0.6468,0.1167
255,916.533,5.4163,0.0199,1.0689,0.1173,1.3371,0.8268,0.1198
256,917.915,1.3825,0.0183,5.4520,0.0845,5.6899,0.6468,0.1188
257,923.665,5.7500,0.0996,1.0247,0.0775,1.3015,0.8280,0.1198
258,925.004,1.3389,0.0170,5.1813,0.1456,5.4506,0.6466,0.1188
259,930.554,5.5503,0.0274,0.9773,0.1096,1.3102,0.8303,0.1198
260,931.907,1.3528,0.0180,6.1102,0.1159,6.3714,0.6476,0.1188
261,938.445,6.5382,0.0821,0.8308,0.0868,1.1990,0.8283,0.1208
262,939.706,1.2610,0.0243,4.3636,0.1067,4.5996,0.6474,0.1198
263,944.397,4.6904,0.0548,0.9961,0.0842,1.2463,0.5131,0.1198
264,945.692,1.2950,0.0172,5.4348,0.1272,5.6958,0.2297,0.1198
265,951.434,5.7426,0.0208,1.0532,0.0759,1.2672,0.8290,0.1208
266,952.742,1.3076,0.0171,5.2851,0.0687,5.4613,0.6471,0.1198
267,958.252,5.5106,0.0208,1.0599,0.0518,1.2843,0.8281,0.1219
268,959.600,1.3472,0.0150,5.2758,0.0704,5.4552,0.6482,0.1208
269,965.099,5.4994,0.0192,1.1978,0.0522,1.3652,0.8289,0.1208
270,966.497,1.3983,0.0120,5.4034,0.0771,5.5853,0.6492,0.1198
271,972.126,5.6288,0.0175,1.1535,0.0891,1.3958,0.8290,0.1208
272,973.568,1.4423,0.0195,5.2173,0.1320,5.4712,0.6504,0.1198
273,979.244,5.6751,0.0234,0.9091,0.0823,1.1289,0.8292,0.1219
274,980.416,1.1728,0.0182,5.2990,0.0856,5.4934,0.6481,0.1208
275,985.950,5.5340,0.0173,1.1341,0.0824,1.3361,0.8298,0.1219
276,987.323,1.3727,0.0164,5.7811,0.1034,6.0097,0.6522,0.1208
277,993.442,6.1193,0.0636,0.9842,0.0869,1.2875,0.8289,0.1219
278,994.796,1.3532,0.0249,4.9484,0.1544,5.2983,0.6503,0.1208
279,1000.387,5.5911,0.0317,0.6914,0.1111,1.1187,0.8334,0.1219
280,1001.582,1.1951,0.0240,5.1692,0.1497,5.4848,0.6508,0.1208
281,1007.148,5.5667,0.0291,1.0039,0.1103,1.2895,0.2338,0.1229
282,1008.567,1.4184,0.0323,5.1412,0.1567,5.4767,0.6476,0.1219
283,1014.134,5.5674,0.0258,1.0274,0.1046,1.2901,0.8307,0.1229
284,1015.518,1.3835,0.0548,4.9255,0.1135,5.2676,0.6500,0.1229
285,1020.963,5.4456,0.0300,0.9580,0.0638,1.1609,0.8308,0.1239
286,1022.169,1.2060,0.0152,5.1683,0.0903,5.4194,0.6504,0.1219
287,1027.636,5.4671,0.0169,1.1394,0.0930,1.3481,0.8338,0.1239
288,1029.031,1.3942,0.0181,5.5349,0.1135,5.7637,0.6508,0.1229
289,1034.848,5.8178,0.0198,0.8058,0.0796,1.2653,0.8323,0.1239
290,1036.164,1.3152,0.0178,5.2031,0.1533,5.5320,0.6485,0.1229
291,1041.768,5.6042,0.0513,1.0488,0.0989,1.3385,0.2372,0.1249
292,1043.202,1.4344,0.0616,4.9552,0.1052,5.2700,0.6469,0.1239
293,1048.551,5.3492,0.0266,1.0497,0.0890,1.3221,0.8324,0.1260
294,1049.953,1.4011,0.0225,5.4048,0.1119,5.6471,0.6529,0.1239
295,1055.678,5.7253,0.0242,1.0823,0.0839,1.2991,0.8335,0.1249
296,1057.022,1.3443,0.0162,5.1385,0.1293,5.3845,0.6543,0.1260
297,1062.473,5.4508,0.0281,1.1358,0.0509,1.3243,0.5159,0.1249
298,1063.832,1.3596,0.0142,5.2444,0.0740,5.4435,0.2396,0.1249
299,1069.321,5.4889,0.0198,1.1394,0.0827,1.3269,0.8377,0.1270
300,1070.687,1.3658,0.0151,5.5282,0.1105,5.7385,0.6551,0.1270
301,1076.464,5.7770,0.0163,1.1359,0.0688,1.3005,0.8378,0.1280
302,1077.799,1.3345,0.0129,5.2054,0.0742,5.3758,0.6575,0.1260
303,1083.215,5.4165,0.0161,1.1443,0.0463,1.2928,0.8376,0.1280
304,1084.539,1.3235,0.0115,5.4961,0.0799,5.6714,0.6576,0.1280
305,1090.254,5.7155,0.0296,1.1426,0.0818,1.3541,0.8411,0.1280
306,1091.649,1.3950,0.0188,5.3504,0.0767,5.5540,0.6589,0.1290
307,1097.245,5.5960,0.0184,1.1594,0.0810,1.3513,0.8468,0.1300
308,1098.635,1.3899,0.0190,5.2616,0.0674,5.4364,0.6583,0.1280
309,1104.108,5.4733,0.0753,1.1218,0.0502,1.3368,0.8426,0.1300
310,1105.485,1.3769,0.0159,5.2401,0.0693,5.4107,0.6628,0.1290
311,1110.944,5.4587,0.0215,1.1275,0.0713,1.3620,0.8408,0.1300
312,1112.635,1.6909,0.0246,4.9115,0.1687,5.2220,0.6622,0.1300
313,1117.908,5.2730,0.0805,0.8598,0.1203,1.3295,0.8483,0.1311
314,1119.287,1.3795,0.0220,5.4091,0.0771,5.6015,0.2476,0.1311
315,1124.958,5.6704,0.0357,1.1231,0.0704,1.3282,0.2489,0.1311
316,1126.439,1.4809,0.0491,6.3400,0.0821,6.5837,0.6609,0.1300
317,1133.078,6.6390,0.0207,0.6904,0.0385,0.8454,0.8438,0.1311
318,1133.949,0.8717,0.0097,4.5632,0.1308,4.7862,0.6618,0.1311
319,1138.923,4.9741,0.0217,0.9498,0.1129,1.2090,0.4301,0.1290
320,1140.215,1.2912,0.0233,5.2348,0.1067,5.4948,0.2469,0.1300
321,1145.859,5.6438,0.0280,0.9947,0.0938,1.2808,0.8438,0.1300
322,1147.199,1.3405,0.0235,5.3000,0.1723,5.6854,0.6623,0.1300
323,1152.954,5.7550,0.0243,1.0394,0.0874,1.2826,0.8412,0.1311
324,1154.282,1.3278,0.0153,5.0237,0.0879,5.2226,0.6592,0.1300
325,1159.553,5.2707,0.0182,1.1862,0.0862,1.3953,0.8390,0.1300
326,1160.992,1.4399,0.0184,5.2288,0.0660,5.4004,0.6580,0.1300
327,1166.428,5.4354,0.0162,1.1900,0.0720,1.3717,0.8395,0.1311
328,1167.844,1.4165,0.0173,5.2966,0.0992,5.5148,0.6565,0.1300
329,1173.403,5.5583,0.0188,1.1012,0.0882,1.3389,0.8382,0.1300
330,1174.782,1.3792,0.0187,5.3833,0.0762,5.5941,0.6558,0.1300
331,1180.415,5.6328,0.0162,1.1731,0.0528,1.3226,0.8397,0.1300
332,1181.790,1.3758,0.0134,5.3599,0.0684,5.5282,0.6576,0.1300
333,1187.360,5.5700,0.0175,1.1632,0.0806,1.3571,0.8383,0.1300
334,1188.762,1.4013,0.0162,5.3826,0.0686,5.5588,0.6546,0.1300
335,1194.429,5.6676,0.0255,1.0648,0.0958,1.3402,0.8379,0.1311
