timestamp, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], utilization.gpu [%], temperature.gpu, power.draw [W], clocks_event_reasons.active
2026/09/24 08:34:28.054, P0, 1740 MHz, 6101 MHz, 0 %, 56, 17.86 W, 0x0000000000000001
2026/09/24 08:34:28.319, P0, 1740 MHz, 6101 MHz, 0 %, 56, 17.86 W, 0x0000000000000001
2026/09/24 08:34:28.584, P0, 1740 MHz, 6101 MHz, 4 %, 57, 16.25 W, 0x0000000000000001
2026/09/24 08:34:28.850, P0, 1740 MHz, 6101 MHz, 4 %, 57, 16.25 W, 0x0000000000000001
2026/09/24 08:34:29.114, P0, 1740 MHz, 6101 MHz, 25 %, 58, 21.34 W, 0x0000000000000001
2026/09/24 08:34:29.367, P0, 1740 MHz, 6101 MHz, 25 %, 58, 21.34 W, 0x0000000000000001
2026/09/24 08:34:29.632, P0, 1740 MHz, 6101 MHz, 25 %, 58, 21.17 W, 0x0000000000000001
2026/09/24 08:34:29.897, P0, 1740 MHz, 6101 MHz, 25 %, 58, 21.17 W, 0x0000000000000001
2026/09/24 08:34:30.157, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.14 W, 0x0000000000000001
2026/09/24 08:34:30.411, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.14 W, 0x0000000000000001
2026/09/24 08:34:30.672, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.22 W, 0x0000000000000001
2026/09/24 08:34:30.934, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.22 W, 0x0000000000000001
2026/09/24 08:34:31.199, P0, 1740 MHz, 6101 MHz, 24 %, 59, 18.14 W, 0x0000000000000001
2026/09/24 08:34:31.462, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.20 W, 0x0000000000000001
2026/09/24 08:34:31.725, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.20 W, 0x0000000000000001
2026/09/24 08:34:31.991, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.22 W, 0x0000000000000001
2026/09/24 08:34:32.255, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.22 W, 0x0000000000000001
2026/09/24 08:34:32.519, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.35 W, 0x0000000000000001
2026/09/24 08:34:32.779, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.35 W, 0x0000000000000001
2026/09/24 08:34:33.035, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.31 W, 0x0000000000000001
2026/09/24 08:34:33.296, P0, 1740 MHz, 6101 MHz, 25 %, 59, 21.31 W, 0x0000000000000001
2026/09/24 08:34:33.552, P0, 1740 MHz, 6101 MHz, 23 %, 60, 23.76 W, 0x0000000000000001
2026/09/24 08:34:33.807, P0, 1740 MHz, 6101 MHz, 23 %, 60, 23.76 W, 0x0000000000000001
2026/09/24 08:34:34.064, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.15 W, 0x0000000000000001
2026/09/24 08:34:34.322, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.15 W, 0x0000000000000001
2026/09/24 08:34:34.583, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.03 W, 0x0000000000000001
2026/09/24 08:34:34.845, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.03 W, 0x0000000000000001
2026/09/24 08:34:35.107, P0, 1740 MHz, 6101 MHz, 25 %, 60, 22.09 W, 0x0000000000000001
2026/09/24 08:34:35.364, P0, 1740 MHz, 6101 MHz, 25 %, 60, 22.09 W, 0x0000000000000001
2026/09/24 08:34:35.629, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.84 W, 0x0000000000000001
2026/09/24 08:34:35.894, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.84 W, 0x0000000000000001
2026/09/24 08:34:36.152, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.82 W, 0x0000000000000001
2026/09/24 08:34:36.416, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.82 W, 0x0000000000000001
2026/09/24 08:34:36.668, P0, 1740 MHz, 6101 MHz, 22 %, 60, 20.93 W, 0x0000000000000001
2026/09/24 08:34:36.929, P0, 1740 MHz, 6101 MHz, 22 %, 60, 20.93 W, 0x0000000000000001
2026/09/24 08:34:37.194, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.11 W, 0x0000000000000001
2026/09/24 08:34:37.451, P0, 1740 MHz, 6101 MHz, 25 %, 60, 21.11 W, 0x0000000000000001
2026/09/24 08:34:37.710, P0, 1740 MHz, 6101 MHz, 25 %, 60, 20.85 W, 0x0000000000000001
2026/09/24 08:34:37.975, P0, 1740 MHz, 6101 MHz, 25 %, 60, 20.85 W, 0x0000000000000001
2026/09/24 08:34:38.233, P0, 1740 MHz, 6101 MHz, 25 %, 60, 20.85 W, 0x0000000000000001
2026/09/24 08:34:38.485, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.30 W, 0x0000000000000001
2026/09/24 08:34:38.737, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.30 W, 0x0000000000000001
2026/09/24 08:34:38.994, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.62 W, 0x0000000000000001
2026/09/24 08:34:39.254, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.62 W, 0x0000000000000001
2026/09/24 08:34:39.513, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.46 W, 0x0000000000000001
2026/09/24 08:34:39.774, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.46 W, 0x0000000000000001
2026/09/24 08:34:40.030, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.57 W, 0x0000000000000001
2026/09/24 08:34:40.286, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.57 W, 0x0000000000000001
2026/09/24 08:34:40.541, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.75 W, 0x0000000000000001
2026/09/24 08:34:40.802, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.75 W, 0x0000000000000001
2026/09/24 08:34:41.053, P0, 1740 MHz, 6101 MHz, 20 %, 60, 32.16 W, 0x0000000000000001
2026/09/24 08:34:41.312, P0, 1740 MHz, 6101 MHz, 20 %, 60, 32.16 W, 0x0000000000000001
2026/09/24 08:34:41.576, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.38 W, 0x0000000000000001
2026/09/24 08:34:41.842, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.38 W, 0x0000000000000001
2026/09/24 08:34:42.108, P0, 1740 MHz, 6101 MHz, 23 %, 60, 20.84 W, 0x0000000000000001
2026/09/24 08:34:42.373, P0, 1740 MHz, 6101 MHz, 23 %, 60, 20.84 W, 0x0000000000000001
2026/09/24 08:34:42.635, P0, 1740 MHz, 6101 MHz, 23 %, 60, 20.29 W, 0x0000000000000001
2026/09/24 08:34:42.899, P0, 1740 MHz, 6101 MHz, 23 %, 60, 20.29 W, 0x0000000000000001
2026/09/24 08:34:43.164, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.41 W, 0x0000000000000001
2026/09/24 08:34:43.417, P0, 1740 MHz, 6101 MHz, 24 %, 60, 20.41 W, 0x0000000000000001
2026/09/24 08:34:43.674, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.53 W, 0x0000000000000001
2026/09/24 08:34:43.932, P0, 1740 MHz, 6101 MHz, 21 %, 60, 20.53 W, 0x0000000000000001
2026/09/24 08:34:44.187, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.61 W, 0x0000000000000001
2026/09/24 08:34:44.438, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.61 W, 0x0000000000000001
2026/09/24 08:34:44.694, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.56 W, 0x0000000000000001
2026/09/24 08:34:44.957, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.56 W, 0x0000000000000001
2026/09/24 08:34:45.221, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.52 W, 0x0000000000000001
2026/09/24 08:34:45.478, P0, 1740 MHz, 6101 MHz, 22 %, 61, 21.16 W, 0x0000000000000001
2026/09/24 08:34:45.736, P0, 1740 MHz, 6101 MHz, 22 %, 61, 21.16 W, 0x0000000000000001
2026/09/24 08:34:45.991, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.45 W, 0x0000000000000001
2026/09/24 08:34:46.252, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.45 W, 0x0000000000000001
2026/09/24 08:34:46.507, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.97 W, 0x0000000000000001
2026/09/24 08:34:46.771, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.97 W, 0x0000000000000001
2026/09/24 08:34:47.029, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.59 W, 0x0000000000000001
2026/09/24 08:34:47.286, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.59 W, 0x0000000000000001
2026/09/24 08:34:47.542, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.74 W, 0x0000000000000001
2026/09/24 08:34:47.811, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.74 W, 0x0000000000000001
2026/09/24 08:34:48.061, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.50 W, 0x0000000000000001
2026/09/24 08:34:48.318, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.50 W, 0x0000000000000001
2026/09/24 08:34:48.575, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.99 W, 0x0000000000000001
2026/09/24 08:34:48.833, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.99 W, 0x0000000000000001
2026/09/24 08:34:49.089, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.83 W, 0x0000000000000001
2026/09/24 08:34:49.339, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.83 W, 0x0000000000000001
2026/09/24 08:34:49.603, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.43 W, 0x0000000000000001
2026/09/24 08:34:49.859, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.43 W, 0x0000000000000001
2026/09/24 08:34:50.116, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.15 W, 0x0000000000000001
2026/09/24 08:34:50.367, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.15 W, 0x0000000000000001
2026/09/24 08:34:50.623, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.54 W, 0x0000000000000001
2026/09/24 08:34:50.874, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.54 W, 0x0000000000000001
2026/09/24 08:34:51.130, P0, 1740 MHz, 6101 MHz, 22 %, 61, 19.57 W, 0x0000000000000001
2026/09/24 08:34:51.386, P0, 1740 MHz, 6101 MHz, 22 %, 61, 19.57 W, 0x0000000000000001
2026/09/24 08:34:51.636, P0, 1740 MHz, 6101 MHz, 20 %, 61, 19.93 W, 0x0000000000000001
2026/09/24 08:34:51.888, P0, 1740 MHz, 6101 MHz, 20 %, 61, 19.93 W, 0x0000000000000001
2026/09/24 08:34:52.145, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.52 W, 0x0000000000000001
2026/09/24 08:34:52.401, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.52 W, 0x0000000000000001
2026/09/24 08:34:52.665, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.54 W, 0x0000000000000001
2026/09/24 08:34:52.921, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.54 W, 0x0000000000000001
2026/09/24 08:34:53.178, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.66 W, 0x0000000000000001
2026/09/24 08:34:53.430, P0, 1740 MHz, 6101 MHz, 23 %, 61, 20.66 W, 0x0000000000000001
2026/09/24 08:34:53.693, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.29 W, 0x0000000000000001
2026/09/24 08:34:53.954, P0, 1740 MHz, 6101 MHz, 21 %, 61, 20.29 W, 0x0000000000000001
2026/09/24 08:34:54.216, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.46 W, 0x0000000000000001
2026/09/24 08:34:54.473, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.59 W, 0x0000000000000001
2026/09/24 08:34:54.724, P0, 1740 MHz, 6101 MHz, 22 %, 61, 20.59 W, 0x0000000000000001
2026/09/24 08:34:54.989, P0, 1740 MHz, 6101 MHz, 23 %, 61, 21.03 W, 0x0000000000000001
2026/09/24 08:34:55.249, P0, 1740 MHz, 6101 MHz, 23 %, 61, 21.03 W, 0x0000000000000001
2026/09/24 08:34:55.506, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.67 W, 0x0000000000000001
2026/09/24 08:34:55.764, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.67 W, 0x0000000000000001
2026/09/24 08:34:56.022, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.67 W, 0x0000000000000001
2026/09/24 08:34:56.286, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.67 W, 0x0000000000000001
2026/09/24 08:34:56.548, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.68 W, 0x0000000000000001
2026/09/24 08:34:56.800, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.68 W, 0x0000000000000001
2026/09/24 08:34:57.059, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.65 W, 0x0000000000000001
2026/09/24 08:34:57.324, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.65 W, 0x0000000000000001
2026/09/24 08:34:57.588, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.63 W, 0x0000000000000001
2026/09/24 08:34:57.858, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.63 W, 0x0000000000000001
2026/09/24 08:34:58.117, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.68 W, 0x0000000000000001
2026/09/24 08:34:58.380, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.68 W, 0x0000000000000001
2026/09/24 08:34:58.644, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.71 W, 0x0000000000000001
2026/09/24 08:34:58.907, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.71 W, 0x0000000000000001
2026/09/24 08:34:59.166, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.69 W, 0x0000000000000001
2026/09/24 08:34:59.423, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.69 W, 0x0000000000000001
2026/09/24 08:34:59.686, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.69 W, 0x0000000000000001
2026/09/24 08:34:59.940, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.69 W, 0x0000000000000001
2026/09/24 08:35:00.196, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.71 W, 0x0000000000000001
2026/09/24 08:35:00.460, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.71 W, 0x0000000000000001
2026/09/24 08:35:00.724, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.73 W, 0x0000000000000001
2026/09/24 08:35:00.983, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.75 W, 0x0000000000000001
2026/09/24 08:35:01.243, P0, 1740 MHz, 6101 MHz, 22 %, 62, 20.75 W, 0x0000000000000001
2026/09/24 08:35:01.499, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.78 W, 0x0000000000000001
2026/09/24 08:35:01.758, P0, 1740 MHz, 6101 MHz, 23 %, 62, 20.78 W, 0x0000000000000001
2026/09/24 08:35:02.019, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.76 W, 0x0000000000000001
2026/09/24 08:35:02.282, P0, 1740 MHz, 6101 MHz, 21 %, 62, 20.76 W, 0x0000000000000001
2026/09/24 08:35:02.540, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.76 W, 0x0000000000000001
2026/09/24 08:35:02.791, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.76 W, 0x0000000000000001
2026/09/24 08:35:03.044, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.73 W, 0x0000000000000001
2026/09/24 08:35:03.302, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.73 W, 0x0000000000000001
2026/09/24 08:35:03.566, P0, 1740 MHz, 6101 MHz, 20 %, 63, 20.75 W, 0x0000000000000001
2026/09/24 08:35:03.836, P0, 1740 MHz, 6101 MHz, 20 %, 63, 20.75 W, 0x0000000000000001
2026/09/24 08:35:04.101, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.81 W, 0x0000000000000001
2026/09/24 08:35:04.364, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.81 W, 0x0000000000000001
2026/09/24 08:35:04.628, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.84 W, 0x0000000000000001
2026/09/24 08:35:04.888, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.84 W, 0x0000000000000001
2026/09/24 08:35:05.149, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.88 W, 0x0000000000000001
2026/09/24 08:35:05.406, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.88 W, 0x0000000000000001
2026/09/24 08:35:05.667, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.87 W, 0x0000000000000001
2026/09/24 08:35:05.929, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.87 W, 0x0000000000000001
2026/09/24 08:35:06.187, P0, 1740 MHz, 6101 MHz, 20 %, 63, 20.88 W, 0x0000000000000001
2026/09/24 08:35:06.445, P0, 1740 MHz, 6101 MHz, 20 %, 63, 20.88 W, 0x0000000000000001
2026/09/24 08:35:06.711, P0, 1740 MHz, 6101 MHz, 22 %, 63, 20.88 W, 0x0000000000000001
2026/09/24 08:35:06.969, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.87 W, 0x0000000000000001
2026/09/24 08:35:07.234, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.87 W, 0x0000000000000001
2026/09/24 08:35:07.487, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.67 W, 0x0000000000000001
2026/09/24 08:35:07.745, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.67 W, 0x0000000000000001
2026/09/24 08:35:08.006, P0, 1740 MHz, 6101 MHz, 18 %, 63, 20.18 W, 0x0000000000000001
2026/09/24 08:35:08.262, P0, 1740 MHz, 6101 MHz, 18 %, 63, 20.18 W, 0x0000000000000001
2026/09/24 08:35:08.516, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.98 W, 0x0000000000000001
2026/09/24 08:35:08.778, P0, 1740 MHz, 6101 MHz, 21 %, 63, 20.98 W, 0x0000000000000001
2026/09/24 08:35:09.036, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.92 W, 0x0000000000000001
2026/09/24 08:35:09.300, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.92 W, 0x0000000000000001
2026/09/24 08:35:09.564, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.83 W, 0x0000000000000001
2026/09/24 08:35:09.821, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.83 W, 0x0000000000000001
2026/09/24 08:35:10.085, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.87 W, 0x0000000000000001
2026/09/24 08:35:10.342, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.87 W, 0x0000000000000001
2026/09/24 08:35:10.605, P0, 1740 MHz, 6101 MHz, 22 %, 64, 21.37 W, 0x0000000000000001
2026/09/24 08:35:10.857, P0, 1740 MHz, 6101 MHz, 22 %, 64, 21.37 W, 0x0000000000000001
2026/09/24 08:35:11.115, P0, 1740 MHz, 6101 MHz, 20 %, 64, 19.86 W, 0x0000000000000001
2026/09/24 08:35:11.369, P0, 1740 MHz, 6101 MHz, 20 %, 64, 19.86 W, 0x0000000000000001
2026/09/24 08:35:11.620, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.08 W, 0x0000000000000001
2026/09/24 08:35:11.884, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.08 W, 0x0000000000000001
2026/09/24 08:35:12.136, P0, 1740 MHz, 6101 MHz, 22 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:12.391, P0, 1740 MHz, 6101 MHz, 22 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:12.648, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.99 W, 0x0000000000000001
2026/09/24 08:35:12.908, P0, 1740 MHz, 6101 MHz, 21 %, 64, 20.99 W, 0x0000000000000001
2026/09/24 08:35:13.166, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.02 W, 0x0000000000000001
2026/09/24 08:35:13.419, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.02 W, 0x0000000000000001
2026/09/24 08:35:13.673, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.02 W, 0x0000000000000001
2026/09/24 08:35:13.929, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.02 W, 0x0000000000000001
2026/09/24 08:35:14.185, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:14.441, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:14.697, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.06 W, 0x0000000000000001
2026/09/24 08:35:14.948, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.06 W, 0x0000000000000001
2026/09/24 08:35:15.212, P0, 1740 MHz, 6101 MHz, 23 %, 64, 21.06 W, 0x0000000000000001
2026/09/24 08:35:15.470, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.08 W, 0x0000000000000001
2026/09/24 08:35:15.727, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.08 W, 0x0000000000000001
2026/09/24 08:35:15.979, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.11 W, 0x0000000000000001
2026/09/24 08:35:16.233, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.11 W, 0x0000000000000001
2026/09/24 08:35:16.493, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.08 W, 0x0000000000000001
2026/09/24 08:35:16.752, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.08 W, 0x0000000000000001
2026/09/24 08:35:17.006, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:17.258, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.07 W, 0x0000000000000001
2026/09/24 08:35:17.514, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.09 W, 0x0000000000000001
2026/09/24 08:35:17.780, P0, 1740 MHz, 6101 MHz, 21 %, 64, 21.09 W, 0x0000000000000001
2026/09/24 08:35:18.036, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.11 W, 0x0000000000000001
2026/09/24 08:35:18.292, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.11 W, 0x0000000000000001
2026/09/24 08:35:18.543, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.12 W, 0x0000000000000001
2026/09/24 08:35:18.799, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.12 W, 0x0000000000000001
2026/09/24 08:35:19.063, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.13 W, 0x0000000000000001
2026/09/24 08:35:19.320, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.13 W, 0x0000000000000001
2026/09/24 08:35:19.584, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.12 W, 0x0000000000000001
2026/09/24 08:35:19.841, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.12 W, 0x0000000000000001
2026/09/24 08:35:20.099, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.11 W, 0x0000000000000001
2026/09/24 08:35:20.356, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.11 W, 0x0000000000000001
2026/09/24 08:35:20.613, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.10 W, 0x0000000000000001
2026/09/24 08:35:20.870, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.10 W, 0x0000000000000001
2026/09/24 08:35:21.125, P0, 1740 MHz, 6101 MHz, 23 %, 65, 21.13 W, 0x0000000000000001
2026/09/24 08:35:21.376, P0, 1740 MHz, 6101 MHz, 23 %, 65, 21.13 W, 0x0000000000000001
2026/09/24 08:35:21.634, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.18 W, 0x0000000000000001
2026/09/24 08:35:21.896, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.18 W, 0x0000000000000001
2026/09/24 08:35:22.147, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.16 W, 0x0000000000000001
2026/09/24 08:35:22.401, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.16 W, 0x0000000000000001
2026/09/24 08:35:22.655, P0, 1740 MHz, 6101 MHz, 19 %, 65, 21.14 W, 0x0000000000000001
2026/09/24 08:35:22.910, P0, 1740 MHz, 6101 MHz, 19 %, 65, 21.14 W, 0x0000000000000001
2026/09/24 08:35:23.164, P0, 1740 MHz, 6101 MHz, 19 %, 65, 21.15 W, 0x0000000000000001
2026/09/24 08:35:23.427, P0, 1740 MHz, 6101 MHz, 19 %, 65, 21.15 W, 0x0000000000000001
2026/09/24 08:35:23.683, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.19 W, 0x0000000000000001
2026/09/24 08:35:23.937, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.19 W, 0x0000000000000001
2026/09/24 08:35:24.188, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.20 W, 0x0000000000000001
2026/09/24 08:35:24.445, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.20 W, 0x0000000000000001
2026/09/24 08:35:24.701, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.22 W, 0x0000000000000001
2026/09/24 08:35:24.961, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.22 W, 0x0000000000000001
2026/09/24 08:35:25.217, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.23 W, 0x0000000000000001
2026/09/24 08:35:25.477, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.26 W, 0x0000000000000001
2026/09/24 08:35:25.733, P0, 1740 MHz, 6101 MHz, 22 %, 65, 21.26 W, 0x0000000000000001
2026/09/24 08:35:25.999, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.40 W, 0x0000000000000001
2026/09/24 08:35:26.251, P0, 1740 MHz, 6101 MHz, 21 %, 65, 21.40 W, 0x0000000000000001
2026/09/24 08:35:26.502, P0, 1740 MHz, 6101 MHz, 21 %, 66, 21.53 W, 0x0000000000000001
2026/09/24 08:35:26.756, P0, 1740 MHz, 6101 MHz, 21 %, 66, 21.53 W, 0x0000000000000001
2026/09/24 08:35:27.007, P0, 1740 MHz, 6101 MHz, 23 %, 66, 21.36 W, 0x0000000000000001
2026/09/24 08:35:27.259, P0, 1740 MHz, 6101 MHz, 23 %, 66, 21.36 W, 0x0000000000000001
2026/09/24 08:35:27.515, P0, 1740 MHz, 6101 MHz, 22 %, 66, 21.14 W, 0x0000000000000001
2026/09/24 08:35:27.766, P0, 1740 MHz, 6101 MHz, 22 %, 66, 21.14 W, 0x0000000000000001
2026/09/24 08:35:28.020, P0, 1740 MHz, 6101 MHz, 21 %, 66, 21.37 W, 0x0000000000000001
2026/09/24 08:35:28.273, P0, 1740 MHz, 6101 MHz, 21 %, 66, 21.37 W, 0x0000000000000001
2026/09/24 08:35:28.534, P0, 1740 MHz, 6101 MHz, 22 %, 66, 21.17 W, 0x0000000000000001
2026/09/24 08:35:28.786, P0, 1740 MHz, 6101 MHz, 22 %, 66, 21.17 W, 0x0000000000000001
