# start_unix_ms 1790231740891
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0232,0.1041,1.0057,10.6137,0.0000,0.0000
1,10.786,10.7863,0.0219,0.0352,0.6185,0.8126,0.0000,0.0000
2,11.665,0.8788,0.0318,0.0286,0.1432,0.3639,0.2835,0.1198
3,12.130,0.4647,0.0414,1.0273,0.0913,1.3108,0.2807,0.1198
4,13.489,1.3596,0.0359,13.0608,0.1865,13.4254,0.2813,0.1219
5,27.054,13.5648,0.0401,7.4785,0.2019,7.9468,0.5077,0.1188
6,35.094,8.0400,0.0293,1.8031,0.1847,2.1814,0.2747,0.1219
7,37.367,2.2727,0.0289,3.1864,0.1222,3.4852,0.2735,0.1229
8,40.953,3.5864,0.0283,0.7383,0.1386,1.0292,0.2743,0.1219
9,42.060,1.1067,0.0218,1.2582,0.1379,1.5394,0.8460,0.1229
10,43.666,1.6060,0.0185,0.0232,0.0945,0.2323,0.2812,0.1198
11,43.941,0.2752,0.0177,1.8690,0.1185,2.1267,0.7544,0.1198
12,46.211,2.2702,0.0497,0.5698,0.1715,0.9991,0.7394,0.1188
13,47.335,1.1232,0.0504,1.6292,0.1206,1.9979,0.9764,0.1188
14,49.600,2.2654,0.0565,0.2643,0.0892,0.6123,0.2866,0.5980
15,50.272,0.6723,0.0244,3.8229,0.2156,4.2281,0.6137,0.1229
16,54.622,4.3498,0.0465,0.0555,0.1100,0.4462,0.3802,0.1178
17,55.379,0.7571,0.0707,0.0424,0.0954,0.4142,0.2793,0.1208
18,55.874,0.4944,0.0213,1.2040,0.0792,1.4284,0.3803,0.1167
19,57.352,1.4789,0.1379,1.1975,0.0521,1.5156,0.5108,0.1167
20,58.911,1.5585,0.1531,8.9928,0.1363,9.4342,0.2772,0.3523
21,68.492,9.5805,0.0373,2.3031,0.0734,2.5560,0.2750,0.1167
22,71.118,2.6268,0.0248,5.1289,0.1264,5.3996,0.2756,0.1208
23,76.596,5.4774,0.0256,6.2694,0.0929,6.5178,0.7189,0.1178
24,83.181,6.5849,0.0193,18.8055,0.1950,19.1731,0.2765,0.1188
25,102.546,19.3656,0.0499,1.0780,0.2818,1.6757,0.2751,0.1188
26,104.337,1.7906,0.0281,4.5969,0.1565,4.9668,0.2759,0.1178
27,109.558,5.2207,0.0521,1.1127,0.2358,1.6740,0.2809,0.1188
28,111.546,1.9889,0.0775,4.9526,0.1440,5.3589,0.7205,0.1188
29,117.102,5.5556,0.0570,0.8477,0.1825,1.3488,0.2807,0.1198
30,118.595,1.4930,0.0365,4.0964,0.1756,4.5616,0.2760,0.1198
31,123.344,4.7491,0.0553,1.0207,0.1520,1.4962,0.3845,0.1188
32,124.972,1.6281,0.0420,4.9020,0.2017,5.3550,0.2762,0.1188
33,130.607,5.6352,0.0472,0.8366,0.1817,1.2741,0.2794,0.1188
34,131.961,1.3533,0.0355,4.8900,0.1326,5.2601,0.7540,0.1198
35,137.375,5.4146,0.0708,0.9745,0.1288,1.5329,0.2776,0.1198
36,139.008,1.6329,0.0311,4.5757,0.2354,5.0792,0.2773,0.1198
37,144.290,5.2815,0.0406,1.0170,0.1622,1.4278,0.3867,0.1188
38,145.835,1.5456,0.0318,4.6427,0.1855,5.2028,0.2786,0.1188
39,151.429,5.5933,0.0930,0.7869,0.1543,1.3071,0.2770,0.1198
40,152.965,1.5362,0.0839,4.7609,0.2548,5.4635,0.2763,0.1188
41,158.873,5.9081,0.1106,0.2112,0.1266,0.7651,0.2814,0.1188
42,159.781,0.9080,0.0547,4.8076,0.2952,5.4346,0.2738,0.1198
43,165.393,5.6124,0.0728,0.8743,0.1627,1.4557,0.2756,0.1178
44,167.077,1.6839,0.0818,4.3795,0.2012,4.9412,0.2751,0.1188
45,172.187,5.1097,0.0603,0.8731,0.1353,1.3424,0.2775,0.1178
46,173.644,1.4576,0.0379,4.8876,0.1596,5.2716,0.2764,0.1198
47,179.065,5.4203,0.0564,0.9838,0.1343,1.3947,0.2767,0.1188
48,180.580,1.5149,0.0522,4.8185,0.1977,5.3272,0.2736,0.1126
49,186.043,5.4634,0.0554,0.9970,0.1022,1.3538,0.2605,0.1147
50,187.491,1.4476,0.0242,4.9842,0.1793,5.3528,0.2581,0.1137
51,193.008,5.5171,0.0626,1.0246,0.1486,1.5082,0.2610,0.1147
52,194.621,1.6130,0.0407,4.7409,0.1806,5.1750,0.2581,0.1137
53,199.953,5.3324,0.0476,0.9833,0.1316,1.3955,0.2637,0.1147
54,201.493,1.5399,0.0850,4.6440,0.2236,5.2425,0.7052,0.1137
55,206.856,5.3631,0.0460,1.0120,0.1239,1.3791,0.2602,0.1147
56,208.333,1.4767,0.0274,5.0030,0.2182,5.4432,0.2580,0.1137
