# start_unix_ms 1790232288043
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0253,0.0686,0.7855,9.5752,0.0000,0.0000
1,9.675,9.6746,0.0180,0.0340,0.3536,0.5237,0.0000,0.0000
2,10.238,0.5631,0.0237,0.0196,0.0957,0.2354,0.2816,0.1188
3,10.503,0.2655,0.0128,0.6775,0.0429,0.8176,0.2781,0.1208
4,11.343,0.8403,0.1597,11.5866,0.1269,11.9825,0.6238,0.1178
5,23.426,12.0827,0.0268,3.4776,0.1587,3.8387,0.2723,0.1178
6,27.385,3.9586,0.0360,1.2614,0.1472,1.6816,0.2759,0.1280
7,29.285,1.9002,0.0366,4.9190,0.1189,5.3424,0.2753,0.1219
8,34.736,5.4505,0.0274,0.0377,0.1159,0.3140,0.2810,0.1219
9,35.091,0.3557,0.0782,0.1829,0.0544,0.4195,0.2814,0.1229
10,35.544,0.4524,1.2157,0.4633,0.0639,1.8535,0.3771,0.1178
11,37.444,1.9004,0.9280,0.5353,0.0466,1.6129,0.5057,0.1188
12,39.101,1.6575,0.1639,10.6581,0.1619,11.1143,0.5069,0.1178
13,50.372,11.2707,0.0347,0.0399,0.0585,0.2507,0.2746,0.1178
14,50.733,0.3607,0.0227,13.7798,0.1272,14.0561,0.2772,0.1198
15,64.871,14.1383,0.0404,0.0288,0.0471,0.2821,0.2763,0.1178
16,65.198,0.3269,0.0169,17.5986,0.3080,18.2903,0.2764,0.1188
17,83.761,18.5630,0.0506,0.1375,0.0626,0.5581,0.2757,0.1178
18,84.377,0.6158,0.0164,5.5042,0.1678,5.8691,0.2757,0.1188
19,90.422,6.0452,0.0449,0.8382,0.1028,1.1562,0.2742,0.1178
20,91.636,1.2136,0.0272,5.3694,0.2467,5.8598,0.2761,0.1198
21,97.855,6.2189,0.0435,0.5365,0.0828,0.9571,0.2777,0.1188
22,98.901,1.0462,0.0188,4.8954,0.1451,5.2061,0.2743,0.1198
