# start_unix_ms 1790232309323
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0478,0.0660,0.8632,9.3372,0.0000,0.0000
1,9.433,9.4331,0.0170,0.0342,0.3223,0.4740,0.0000,0.0000
2,9.949,0.5157,0.0189,0.0211,0.1124,0.2430,0.2816,0.1188
3,10.221,0.2723,0.0132,0.0231,0.0659,0.1779,0.2804,0.1198
4,10.425,0.2036,0.5918,0.0246,10.0594,10.7606,0.2781,0.1208
5,21.254,10.8289,0.0301,0.0398,0.0910,0.2978,0.5080,0.1188
6,21.591,0.3370,7.3622,0.0339,2.4345,9.9305,0.2741,0.1229
7,31.589,9.9988,12.3236,0.0437,0.3190,12.8096,0.2767,0.1239
8,44.461,12.8714,13.5769,0.0365,0.2333,13.9738,0.7500,0.1198
9,58.493,14.0318,20.3486,0.0477,0.1567,20.7526,0.2734,0.1198
10,79.380,20.8869,5.9335,0.0380,0.3375,6.4490,0.2755,0.1208
11,85.885,6.5052,8.3715,0.0546,0.1676,8.8021,0.2764,0.1188
12,94.762,8.8771,4.2982,0.0453,0.1840,4.6854,0.7506,0.1198
13,99.545,4.7829,7.3611,0.0413,0.0971,7.6730,0.2811,0.1188
14,107.283,7.7387,5.3300,0.0451,0.2587,5.7756,0.7500,0.1188
15,113.177,5.8934,7.4613,0.0397,0.0991,7.7689,0.7500,0.1188
16,121.011,7.8347,5.3938,0.0330,0.1643,5.7233,0.7486,0.1188
17,126.819,5.8070,7.1808,0.0550,0.0805,7.4370,0.7491,0.1188
18,134.307,7.4885,6.8328,0.0312,0.1005,7.0724,0.7472,0.1188
19,141.425,7.1178,6.6354,0.0385,0.1300,6.9440,0.7500,0.1188
20,148.421,6.9959,6.4919,0.0571,0.1077,6.8063,0.7513,0.1188
21,155.279,6.8585,6.8493,0.0391,0.0834,7.1087,0.7497,0.1188
22,162.435,7.1558,6.8371,0.0311,0.0860,7.0590,0.7495,0.1188
