# start_unix_ms 1790232417503
frame,at_ms,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0239,0.0668,0.8688,10.9844,0.0000,0.0000
1,11.076,11.0764,0.0194,0.0408,0.3648,0.5461,0.0000,0.0000
2,11.667,0.5906,0.0219,0.0227,0.1984,0.3560,0.2495,0.1106
3,12.064,0.3971,0.0207,0.0304,0.1034,0.2556,0.2468,0.1106
4,12.356,0.2916,0.0183,0.0193,0.0897,0.2293,0.2479,0.1096
5,12.617,0.2611,1.5539,0.0723,12.1186,14.0604,0.2442,0.1137
6,26.832,14.2147,6.9130,0.0870,2.9893,10.2163,0.2417,0.1126
7,37.156,10.3242,18.8915,0.0515,0.6271,19.7244,0.2510,0.1137
8,56.953,19.7976,12.6014,0.0467,0.1574,12.9398,0.2452,0.1126
9,69.961,13.0077,20.0256,0.0451,0.1473,20.3521,0.6684,0.1116
10,90.382,20.4205,7.5466,0.0843,0.1499,7.9456,0.6670,0.1096
11,98.408,8.0268,6.1514,0.0508,0.1142,6.4859,0.2452,0.1116
12,104.966,6.5572,6.8034,0.0513,0.1463,7.1526,0.6679,0.1106
13,112.193,7.2273,6.0119,0.0466,0.1079,6.3108,0.6708,0.1106
14,118.575,6.3821,6.5698,0.0414,0.1226,6.8757,0.6689,0.1096
15,125.514,6.9396,5.0953,0.0696,0.1129,5.4200,0.6671,0.1096
16,131.000,5.4852,7.5848,0.0635,0.1079,7.9788,0.6695,0.1096
17,139.049,8.0489,7.2135,0.0404,0.0984,7.4995,0.6700,0.1096
18,146.612,7.5631,6.1857,0.0404,0.1809,6.5455,0.6680,0.1096
19,153.221,6.6096,5.3322,0.0438,0.1400,5.6545,0.7458,0.1188
20,158.947,5.7260,7.4422,0.0454,0.2481,7.8857,0.7498,0.1178
21,166.903,7.9559,6.9940,0.0392,0.2453,7.4195,0.7495,0.1188
22,174.385,7.4818,6.5225,0.0390,0.2243,6.9246,0.7473,0.1188
23,181.374,6.9885,4.9076,0.0509,0.1198,5.2925,0.7483,0.1188
24,186.731,5.3576,7.6476,0.0453,0.2027,8.0403,0.7502,0.1188
25,194.839,8.1080,6.9071,0.0401,0.2101,7.2967,0.7500,0.1188
26,202.228,7.3893,12.5763,0.0577,0.4650,13.2624,0.7480,0.1188
