# start_unix_ms 1790235476058
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0000,0.0214,0.0620,0.8446,9.8942,0.0000,0.0000
1,9.983,9.9827,0.0000,0.0182,0.0355,0.3607,0.5111,0.0000,0.0000
2,10.532,0.5495,0.0000,0.0193,0.0195,0.1149,0.2362,0.2839,0.1188
3,10.798,0.2661,0.0000,0.0129,0.0196,0.0659,0.1667,0.2765,0.1208
4,10.988,0.1901,0.0000,0.5753,0.0232,10.7664,11.4437,0.2780,0.1219
5,22.500,11.5117,0.0000,0.0349,0.0426,0.0951,0.2883,0.2752,0.1208
6,22.829,0.3285,0.0000,3.7764,0.0488,2.9679,6.9142,0.2741,0.1219
7,29.813,6.9846,0.0000,26.3678,0.0443,0.5927,27.1326,0.2820,0.1239
8,57.015,27.2017,0.0000,12.5430,0.0441,0.1492,12.8956,0.2742,0.1208
9,69.976,12.9611,0.0000,20.1539,0.2106,0.1820,20.7420,0.2737,0.1208
10,90.801,20.8247,0.0000,5.2111,0.0361,0.2259,5.5980,0.2745,0.1219
11,96.466,5.6656,0.0000,7.3115,0.0472,0.0856,7.5813,0.2731,0.1229
12,104.164,7.6974,0.0000,6.5158,0.1266,0.3803,7.2787,0.2772,0.1198
13,111.570,7.4062,0.0000,5.6307,0.0449,0.0997,5.9280,0.2800,0.1188
14,117.604,6.0345,0.0000,6.4807,0.0371,0.1083,6.7713,0.2766,0.1198
15,124.453,6.8485,0.0000,6.8008,0.0426,0.1137,7.1140,0.2764,0.1188
16,131.628,7.1748,0.0000,6.4465,0.0378,0.1036,6.7356,0.2756,0.1188
17,138.442,6.8143,0.0000,6.6274,0.0416,0.1040,6.9175,0.2758,0.1188
18,145.447,7.0049,0.0000,8.4211,0.0422,0.1145,8.7396,0.2751,0.1198
19,154.314,8.8672,0.0000,4.9319,0.0429,0.1402,5.2466,0.2761,0.1188
20,159.631,5.3166,0.0000,6.0988,0.0534,0.2384,6.5405,0.2780,0.1188
21,166.237,6.6067,0.0000,6.2906,0.0689,0.1134,6.6273,0.2743,0.1188
22,172.946,6.7090,0.0000,6.8439,0.0426,0.1552,7.2112,0.2765,0.1188
23,180.248,7.3012,0.0000,6.6110,0.0536,0.1225,6.9549,0.2757,0.1178
24,187.413,7.1653,0.0000,5.8793,0.0542,0.1783,6.2910,0.2752,0.1188
25,193.810,6.3973,0.0000,6.5988,0.0646,0.2479,7.1347,0.2753,0.1188
26,201.119,7.3087,0.0000,6.2912,0.1085,0.1740,6.9708,0.2755,0.1188
27,208.174,7.0550,0.0000,6.3447,0.0525,0.1211,6.6743,0.2779,0.1198
28,214.963,6.7890,0.0000,6.6712,0.0769,0.2008,7.1490,0.2762,0.1188
29,222.254,7.2913,0.0000,6.0932,0.0778,0.2492,6.6744,0.2758,0.1188
30,229.078,6.8237,0.0000,6.3774,0.1366,0.2194,7.0420,0.2758,0.1198
31,236.228,7.1502,0.0000,6.2908,0.0905,0.1770,6.9210,0.2772,0.1188
32,243.240,7.0122,0.0000,6.1435,0.1017,0.1327,6.7380,0.2787,0.1188
33,250.076,6.8357,0.0000,6.5190,0.0883,0.1593,7.1155,0.2791,0.1188
34,257.280,7.2038,0.0000,6.2272,0.0868,0.1728,6.8110,0.2782,0.1178
35,264.181,6.9014,0.0000,6.3017,0.0586,0.1646,6.8534,0.2771,0.1198
36,271.132,6.9509,0.0000,5.7140,0.1070,0.2158,6.4104,0.2784,0.1188
37,277.694,6.5617,0.0000,6.0424,0.0583,0.2423,6.5973,0.2772,0.1188
38,284.444,6.7501,0.0000,6.5080,0.0947,0.2864,7.2110,0.2764,0.1198
