timestamp, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], utilization.gpu [%], temperature.gpu, power.draw [W], clocks_event_reasons.active
2026/09/24 09:48:27.999, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.29 W, 0x0000000000000001
2026/09/24 09:48:28.263, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.13 W, 0x0000000000000001
2026/09/24 09:48:28.527, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.13 W, 0x0000000000000001
2026/09/24 09:48:28.777, P0, 1740 MHz, 6101 MHz, 24 %, 73, 22.98 W, 0x0000000000000001
2026/09/24 09:48:29.041, P0, 1740 MHz, 6101 MHz, 24 %, 73, 22.98 W, 0x0000000000000001
2026/09/24 09:48:29.305, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.11 W, 0x0000000000000001
2026/09/24 09:48:29.569, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.11 W, 0x0000000000000001
2026/09/24 09:48:29.834, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.01 W, 0x0000000000000001
2026/09/24 09:48:30.097, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.01 W, 0x0000000000000001
2026/09/24 09:48:30.360, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.82 W, 0x0000000000000001
2026/09/24 09:48:30.623, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.82 W, 0x0000000000000001
2026/09/24 09:48:30.885, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.69 W, 0x0000000000000001
2026/09/24 09:48:31.136, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.69 W, 0x0000000000000001
2026/09/24 09:48:31.400, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.42 W, 0x0000000000000001
2026/09/24 09:48:31.651, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.42 W, 0x0000000000000001
2026/09/24 09:48:31.916, P0, 1740 MHz, 6101 MHz, 23 %, 73, 22.78 W, 0x0000000000000001
2026/09/24 09:48:32.180, P0, 1740 MHz, 6101 MHz, 23 %, 73, 22.78 W, 0x0000000000000001
2026/09/24 09:48:32.444, P0, 1740 MHz, 6101 MHz, 25 %, 73, 22.79 W, 0x0000000000000001
2026/09/24 09:48:32.707, P0, 1740 MHz, 6101 MHz, 25 %, 73, 22.79 W, 0x0000000000000001
2026/09/24 09:48:32.971, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.58 W, 0x0000000000000001
2026/09/24 09:48:33.222, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.58 W, 0x0000000000000001
2026/09/24 09:48:33.487, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.48 W, 0x0000000000000001
2026/09/24 09:48:33.749, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.46 W, 0x0000000000000001
2026/09/24 09:48:33.999, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.46 W, 0x0000000000000001
2026/09/24 09:48:34.264, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.35 W, 0x0000000000000001
2026/09/24 09:48:34.527, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.35 W, 0x0000000000000001
2026/09/24 09:48:34.790, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.43 W, 0x0000000000000001
2026/09/24 09:48:35.056, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.43 W, 0x0000000000000001
2026/09/24 09:48:35.318, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.40 W, 0x0000000000000001
2026/09/24 09:48:35.582, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.40 W, 0x0000000000000001
2026/09/24 09:48:35.848, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.45 W, 0x0000000000000001
2026/09/24 09:48:36.113, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.45 W, 0x0000000000000001
2026/09/24 09:48:36.378, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.50 W, 0x0000000000000001
2026/09/24 09:48:36.630, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.50 W, 0x0000000000000001
2026/09/24 09:48:36.892, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.95 W, 0x0000000000000001
2026/09/24 09:48:37.157, P0, 1740 MHz, 6101 MHz, 28 %, 73, 23.95 W, 0x0000000000000001
2026/09/24 09:48:37.419, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.30 W, 0x0000000000000001
2026/09/24 09:48:37.670, P0, 1740 MHz, 6101 MHz, 27 %, 73, 23.30 W, 0x0000000000000001
2026/09/24 09:48:37.932, P0, 1740 MHz, 6101 MHz, 24 %, 73, 23.06 W, 0x0000000000000001
2026/09/24 09:48:38.183, P0, 1740 MHz, 6101 MHz, 24 %, 73, 23.06 W, 0x0000000000000001
2026/09/24 09:48:38.447, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.15 W, 0x0000000000000001
2026/09/24 09:48:38.703, P0, 1740 MHz, 6101 MHz, 26 %, 73, 23.15 W, 0x0000000000000001
2026/09/24 09:48:38.955, P8, 1740 MHz, 6100 MHz, 0 %, 68, 3.10 W, 0x0000000000000001
2026/09/24 09:48:39.920, P0, 1740 MHz, 6101 MHz, 0 %, 71, 19.68 W, 0x0000000000000001
2026/09/24 09:48:40.175, P0, 1740 MHz, 6101 MHz, 0 %, 71, 19.68 W, 0x0000000000000001
2026/09/24 09:48:40.428, P0, 1740 MHz, 6101 MHz, 1 %, 72, 18.87 W, 0x0000000000000001
2026/09/24 09:48:40.692, P0, 1740 MHz, 6101 MHz, 1 %, 72, 18.87 W, 0x0000000000000001
2026/09/24 09:48:40.943, P0, 2025 MHz, 6101 MHz, 44 %, 75, 42.47 W, 0x0000000000000400
2026/09/24 09:48:41.194, P0, 2025 MHz, 6101 MHz, 44 %, 75, 42.47 W, 0x0000000000000400
2026/09/24 09:48:41.446, P0, 2017 MHz, 6101 MHz, 44 %, 76, 43.04 W, 0x0000000000000400
2026/09/24 09:48:41.697, P0, 2017 MHz, 6101 MHz, 44 %, 76, 43.04 W, 0x0000000000000400
2026/09/24 09:48:41.962, P0, 2017 MHz, 6101 MHz, 43 %, 76, 43.07 W, 0x0000000000000400
2026/09/24 09:48:42.226, P0, 2017 MHz, 6101 MHz, 43 %, 76, 43.07 W, 0x0000000000000400
2026/09/24 09:48:42.478, P0, 2017 MHz, 6101 MHz, 44 %, 77, 43.36 W, 0x0000000000000400
2026/09/24 09:48:42.742, P0, 2017 MHz, 6101 MHz, 42 %, 77, 43.15 W, 0x0000000000000400
2026/09/24 09:48:42.993, P0, 2017 MHz, 6101 MHz, 42 %, 77, 43.15 W, 0x0000000000000400
2026/09/24 09:48:43.245, P0, 2017 MHz, 6101 MHz, 41 %, 77, 42.24 W, 0x0000000000000400
2026/09/24 09:48:43.498, P0, 2017 MHz, 6101 MHz, 41 %, 77, 42.24 W, 0x0000000000000400
2026/09/24 09:48:43.763, P0, 2017 MHz, 6101 MHz, 45 %, 77, 42.47 W, 0x0000000000000400
2026/09/24 09:48:44.027, P0, 2017 MHz, 6101 MHz, 45 %, 77, 42.47 W, 0x0000000000000400
2026/09/24 09:48:44.278, P0, 2017 MHz, 6101 MHz, 42 %, 77, 43.13 W, 0x0000000000000400
2026/09/24 09:48:44.531, P0, 2017 MHz, 6101 MHz, 42 %, 77, 43.13 W, 0x0000000000000400
2026/09/24 09:48:44.796, P0, 2017 MHz, 6101 MHz, 39 %, 77, 42.95 W, 0x0000000000000400
2026/09/24 09:48:45.046, P0, 2017 MHz, 6101 MHz, 39 %, 77, 42.95 W, 0x0000000000000400
2026/09/24 09:48:45.309, P0, 2017 MHz, 6101 MHz, 45 %, 78, 42.58 W, 0x0000000000000400
2026/09/24 09:48:45.560, P0, 2017 MHz, 6101 MHz, 45 %, 78, 42.58 W, 0x0000000000000400
2026/09/24 09:48:45.810, P0, 2017 MHz, 6101 MHz, 45 %, 78, 43.24 W, 0x0000000000000400
2026/09/24 09:48:46.074, P0, 2017 MHz, 6101 MHz, 45 %, 78, 43.24 W, 0x0000000000000400
2026/09/24 09:48:46.339, P0, 2017 MHz, 6101 MHz, 43 %, 78, 43.58 W, 0x0000000000000400
2026/09/24 09:48:46.604, P0, 2017 MHz, 6101 MHz, 43 %, 78, 43.58 W, 0x0000000000000400
2026/09/24 09:48:46.869, P0, 2017 MHz, 6101 MHz, 45 %, 78, 43.64 W, 0x0000000000000400
2026/09/24 09:48:47.134, P0, 2017 MHz, 6101 MHz, 45 %, 78, 43.64 W, 0x0000000000000400
2026/09/24 09:48:47.399, P0, 2017 MHz, 6101 MHz, 42 %, 78, 43.58 W, 0x0000000000000400
2026/09/24 09:48:47.652, P0, 2017 MHz, 6101 MHz, 42 %, 78, 43.58 W, 0x0000000000000400
2026/09/24 09:48:47.917, P0, 2017 MHz, 6101 MHz, 40 %, 78, 43.22 W, 0x0000000000000400
2026/09/24 09:48:48.182, P0, 2017 MHz, 6101 MHz, 40 %, 78, 43.22 W, 0x0000000000000400
2026/09/24 09:48:48.433, P0, 2017 MHz, 6101 MHz, 42 %, 78, 42.74 W, 0x0000000000000400
2026/09/24 09:48:48.683, P0, 2017 MHz, 6101 MHz, 42 %, 78, 42.74 W, 0x0000000000000400
2026/09/24 09:48:48.935, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.52 W, 0x0000000000000400
2026/09/24 09:48:49.198, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.52 W, 0x0000000000000400
2026/09/24 09:48:49.449, P0, 2017 MHz, 6101 MHz, 40 %, 78, 43.35 W, 0x0000000000000400
2026/09/24 09:48:49.700, P0, 2017 MHz, 6101 MHz, 40 %, 78, 43.35 W, 0x0000000000000400
2026/09/24 09:48:49.964, P0, 2017 MHz, 6101 MHz, 46 %, 79, 42.89 W, 0x0000000000000400
2026/09/24 09:48:50.230, P0, 2017 MHz, 6101 MHz, 46 %, 79, 42.89 W, 0x0000000000000400
2026/09/24 09:48:50.485, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.46 W, 0x0000000000000400
2026/09/24 09:48:50.738, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.92 W, 0x0000000000000400
2026/09/24 09:48:51.003, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.92 W, 0x0000000000000400
2026/09/24 09:48:51.257, P0, 2017 MHz, 6101 MHz, 47 %, 79, 43.89 W, 0x0000000000000400
2026/09/24 09:48:51.509, P0, 2017 MHz, 6101 MHz, 47 %, 79, 43.89 W, 0x0000000000000400
2026/09/24 09:48:51.759, P0, 2017 MHz, 6101 MHz, 45 %, 79, 43.86 W, 0x0000000000000400
2026/09/24 09:48:52.024, P0, 2017 MHz, 6101 MHz, 45 %, 79, 43.86 W, 0x0000000000000400
2026/09/24 09:48:52.288, P0, 2017 MHz, 6101 MHz, 43 %, 79, 43.52 W, 0x0000000000000400
2026/09/24 09:48:52.553, P0, 2017 MHz, 6101 MHz, 43 %, 79, 43.52 W, 0x0000000000000400
2026/09/24 09:48:52.804, P0, 2017 MHz, 6101 MHz, 42 %, 79, 43.00 W, 0x0000000000000400
2026/09/24 09:48:53.067, P0, 2017 MHz, 6101 MHz, 42 %, 79, 43.00 W, 0x0000000000000400
2026/09/24 09:48:53.318, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.70 W, 0x0000000000000400
2026/09/24 09:48:53.582, P0, 2017 MHz, 6101 MHz, 44 %, 79, 43.70 W, 0x0000000000000400
2026/09/24 09:48:53.838, P0, 2017 MHz, 6101 MHz, 38 %, 79, 43.64 W, 0x0000000000000400
2026/09/24 09:48:54.102, P0, 2017 MHz, 6101 MHz, 38 %, 79, 43.64 W, 0x0000000000000400
2026/09/24 09:48:54.353, P0, 2017 MHz, 6101 MHz, 47 %, 80, 43.19 W, 0x0000000000000400
2026/09/24 09:48:54.618, P0, 2017 MHz, 6101 MHz, 47 %, 80, 43.19 W, 0x0000000000000400
2026/09/24 09:48:54.871, P0, 2017 MHz, 6101 MHz, 45 %, 80, 43.56 W, 0x0000000000000400
2026/09/24 09:48:55.136, P0, 2017 MHz, 6101 MHz, 45 %, 80, 43.56 W, 0x0000000000000400
2026/09/24 09:48:55.387, P0, 2017 MHz, 6101 MHz, 46 %, 80, 44.13 W, 0x0000000000000400
2026/09/24 09:48:55.637, P0, 2017 MHz, 6101 MHz, 46 %, 80, 44.13 W, 0x0000000000000400
2026/09/24 09:48:55.903, P0, 2017 MHz, 6101 MHz, 45 %, 80, 44.08 W, 0x0000000000000400
2026/09/24 09:48:56.154, P0, 2017 MHz, 6101 MHz, 45 %, 80, 44.08 W, 0x0000000000000400
2026/09/24 09:48:56.417, P0, 1957 MHz, 6101 MHz, 45 %, 79, 43.22 W, 0x0000000000000020
2026/09/24 09:48:56.669, P0, 1957 MHz, 6101 MHz, 45 %, 79, 43.22 W, 0x0000000000000020
2026/09/24 09:48:56.922, P0, 1965 MHz, 6101 MHz, 43 %, 79, 40.96 W, 0x0000000000000020
2026/09/24 09:48:57.187, P0, 1965 MHz, 6101 MHz, 43 %, 79, 40.96 W, 0x0000000000000020
2026/09/24 09:48:57.438, P0, 1972 MHz, 6101 MHz, 44 %, 79, 39.04 W, 0x0000000000000020
2026/09/24 09:48:57.689, P0, 1972 MHz, 6101 MHz, 44 %, 79, 39.04 W, 0x0000000000000020
2026/09/24 09:48:57.953, P0, 1957 MHz, 6101 MHz, 48 %, 79, 39.15 W, 0x0000000000000020
2026/09/24 09:48:58.209, P0, 1957 MHz, 6101 MHz, 48 %, 79, 39.15 W, 0x0000000000000020
2026/09/24 09:48:58.460, P0, 1980 MHz, 6101 MHz, 41 %, 79, 39.10 W, 0x0000000000000020
2026/09/24 09:48:58.712, P0, 1980 MHz, 6101 MHz, 41 %, 79, 39.10 W, 0x0000000000000020
2026/09/24 09:48:58.962, P0, 1957 MHz, 6101 MHz, 48 %, 79, 39.00 W, 0x0000000000000020
2026/09/24 09:48:59.227, P0, 1957 MHz, 6101 MHz, 48 %, 79, 39.00 W, 0x0000000000000020
2026/09/24 09:48:59.479, P0, 1957 MHz, 6101 MHz, 47 %, 79, 39.09 W, 0x0000000000000020
2026/09/24 09:48:59.743, P0, 1957 MHz, 6101 MHz, 47 %, 80, 39.23 W, 0x0000000000000020
2026/09/24 09:48:59.995, P0, 1957 MHz, 6101 MHz, 47 %, 80, 39.23 W, 0x0000000000000020
2026/09/24 09:49:00.260, P0, 1950 MHz, 6101 MHz, 48 %, 79, 39.21 W, 0x0000000000000020
2026/09/24 09:49:00.511, P0, 1950 MHz, 6101 MHz, 48 %, 79, 39.21 W, 0x0000000000000020
2026/09/24 09:49:00.775, P0, 1957 MHz, 6101 MHz, 47 %, 79, 39.19 W, 0x0000000000000020
2026/09/24 09:49:01.027, P0, 1957 MHz, 6101 MHz, 47 %, 79, 39.19 W, 0x0000000000000020
2026/09/24 09:49:01.277, P0, 1965 MHz, 6101 MHz, 45 %, 80, 39.11 W, 0x0000000000000020
2026/09/24 09:49:01.528, P0, 1965 MHz, 6101 MHz, 45 %, 80, 39.11 W, 0x0000000000000020
2026/09/24 09:49:01.792, P0, 1972 MHz, 6101 MHz, 43 %, 79, 39.05 W, 0x0000000000000020
2026/09/24 09:49:02.057, P0, 1972 MHz, 6101 MHz, 43 %, 79, 39.05 W, 0x0000000000000020
2026/09/24 09:49:02.322, P0, 1950 MHz, 6101 MHz, 47 %, 80, 39.25 W, 0x0000000000000020
2026/09/24 09:49:02.574, P0, 1950 MHz, 6101 MHz, 47 %, 80, 39.25 W, 0x0000000000000020
2026/09/24 09:49:02.827, P0, 1972 MHz, 6101 MHz, 41 %, 80, 39.21 W, 0x0000000000000020
2026/09/24 09:49:03.091, P0, 1972 MHz, 6101 MHz, 41 %, 80, 39.21 W, 0x0000000000000020
2026/09/24 09:49:03.341, P0, 1950 MHz, 6101 MHz, 48 %, 80, 39.12 W, 0x0000000000000020
2026/09/24 09:49:03.592, P0, 1950 MHz, 6101 MHz, 48 %, 80, 39.12 W, 0x0000000000000020
2026/09/24 09:49:03.845, P0, 1957 MHz, 6101 MHz, 48 %, 80, 39.24 W, 0x0000000000000020
2026/09/24 09:49:04.109, P0, 1957 MHz, 6101 MHz, 48 %, 80, 39.24 W, 0x0000000000000020
2026/09/24 09:49:04.359, P0, 1972 MHz, 6101 MHz, 49 %, 80, 39.18 W, 0x0000000000000020
2026/09/24 09:49:04.624, P0, 1972 MHz, 6101 MHz, 49 %, 80, 39.18 W, 0x0000000000000020
2026/09/24 09:49:04.875, P0, 1957 MHz, 6101 MHz, 48 %, 80, 39.19 W, 0x0000000000000020
2026/09/24 09:49:05.139, P0, 1957 MHz, 6101 MHz, 48 %, 80, 39.19 W, 0x0000000000000020
2026/09/24 09:49:05.390, P0, 1965 MHz, 6101 MHz, 46 %, 80, 38.86 W, 0x0000000000000020
2026/09/24 09:49:05.654, P0, 1965 MHz, 6101 MHz, 46 %, 80, 38.86 W, 0x0000000000000020
2026/09/24 09:49:05.919, P0, 1980 MHz, 6101 MHz, 43 %, 80, 39.10 W, 0x0000000000000020
2026/09/24 09:49:06.170, P0, 1980 MHz, 6101 MHz, 43 %, 80, 39.10 W, 0x0000000000000020
2026/09/24 09:49:06.421, P0, 1972 MHz, 6101 MHz, 45 %, 80, 39.16 W, 0x0000000000000020
2026/09/24 09:49:06.684, P0, 1972 MHz, 6101 MHz, 45 %, 80, 39.16 W, 0x0000000000000020
2026/09/24 09:49:06.936, P0, 1965 MHz, 6101 MHz, 47 %, 80, 39.25 W, 0x0000000000000020
2026/09/24 09:49:07.201, P0, 1965 MHz, 6101 MHz, 47 %, 80, 39.25 W, 0x0000000000000020
2026/09/24 09:49:07.467, P0, 1980 MHz, 6101 MHz, 43 %, 80, 39.18 W, 0x0000000000000020
2026/09/24 09:49:07.719, P0, 1980 MHz, 6101 MHz, 43 %, 80, 39.18 W, 0x0000000000000020
2026/09/24 09:49:07.983, P0, 1957 MHz, 6101 MHz, 47 %, 80, 39.01 W, 0x0000000000000020
2026/09/24 09:49:08.248, P0, 1890 MHz, 6101 MHz, 47 %, 79, 37.80 W, 0x0000000000000020
2026/09/24 09:49:08.501, P0, 1890 MHz, 6101 MHz, 47 %, 79, 37.80 W, 0x0000000000000020
2026/09/24 09:49:08.753, P0, 1890 MHz, 6101 MHz, 47 %, 79, 35.67 W, 0x0000000000000020
2026/09/24 09:49:09.017, P0, 1890 MHz, 6101 MHz, 47 %, 79, 35.67 W, 0x0000000000000020
2026/09/24 09:49:09.282, P0, 1875 MHz, 6101 MHz, 48 %, 79, 34.36 W, 0x0000000000000020
2026/09/24 09:49:09.545, P0, 1875 MHz, 6101 MHz, 48 %, 79, 34.36 W, 0x0000000000000020
2026/09/24 09:49:09.810, P0, 1965 MHz, 6101 MHz, 46 %, 80, 35.03 W, 0x0000000000000020
2026/09/24 09:49:10.074, P0, 1965 MHz, 6101 MHz, 46 %, 80, 35.03 W, 0x0000000000000020
2026/09/24 09:49:10.326, P0, 1965 MHz, 6101 MHz, 44 %, 80, 37.18 W, 0x0000000000000020
2026/09/24 09:49:10.591, P0, 1965 MHz, 6101 MHz, 44 %, 80, 37.18 W, 0x0000000000000020
2026/09/24 09:49:10.856, P0, 1965 MHz, 6101 MHz, 44 %, 80, 38.95 W, 0x0000000000000020
2026/09/24 09:49:11.119, P0, 1965 MHz, 6101 MHz, 44 %, 80, 38.95 W, 0x0000000000000020
2026/09/24 09:49:11.370, P0, 1965 MHz, 6101 MHz, 47 %, 80, 39.01 W, 0x0000000000000020
2026/09/24 09:49:11.635, P0, 1965 MHz, 6101 MHz, 47 %, 80, 39.01 W, 0x0000000000000020
2026/09/24 09:49:11.886, P0, 1965 MHz, 6101 MHz, 41 %, 80, 38.96 W, 0x0000000000000020
2026/09/24 09:49:12.152, P0, 1965 MHz, 6101 MHz, 41 %, 80, 38.96 W, 0x0000000000000020
2026/09/24 09:49:12.416, P0, 1957 MHz, 6101 MHz, 45 %, 80, 38.90 W, 0x0000000000000020
2026/09/24 09:49:12.667, P0, 1957 MHz, 6101 MHz, 45 %, 80, 38.90 W, 0x0000000000000020
2026/09/24 09:49:12.932, P0, 1867 MHz, 6101 MHz, 47 %, 79, 37.61 W, 0x0000000000000020
2026/09/24 09:49:13.195, P0, 1867 MHz, 6101 MHz, 47 %, 79, 37.61 W, 0x0000000000000020
2026/09/24 09:49:13.447, P0, 1867 MHz, 6101 MHz, 48 %, 79, 35.67 W, 0x0000000000000020
2026/09/24 09:49:13.711, P0, 1867 MHz, 6101 MHz, 48 %, 79, 35.67 W, 0x0000000000000020
2026/09/24 09:49:13.976, P0, 1867 MHz, 6101 MHz, 47 %, 79, 34.36 W, 0x0000000000000020
2026/09/24 09:49:14.227, P0, 1867 MHz, 6101 MHz, 47 %, 79, 34.36 W, 0x0000000000000020
2026/09/24 09:49:14.478, P0, 1867 MHz, 6101 MHz, 46 %, 79, 34.35 W, 0x0000000000000020
2026/09/24 09:49:14.742, P0, 1882 MHz, 6101 MHz, 43 %, 79, 33.82 W, 0x0000000000000020
2026/09/24 09:49:14.992, P0, 1882 MHz, 6101 MHz, 43 %, 79, 33.82 W, 0x0000000000000020
2026/09/24 09:49:15.246, P0, 2017 MHz, 6101 MHz, 1 %, 79, 31.98 W, 0x0000000000000400
2026/09/24 09:49:15.504, P0, 2017 MHz, 6101 MHz, 1 %, 79, 31.98 W, 0x0000000000000400
2026/09/24 09:49:15.761, P8, 1740 MHz, 6100 MHz, 0 %, 71, 3.10 W, 0x0000000000000001
2026/09/24 09:49:16.665, P0, 1740 MHz, 6101 MHz, 0 %, 75, 20.31 W, 0x0000000000000001
2026/09/24 09:49:16.918, P0, 1740 MHz, 6101 MHz, 0 %, 75, 20.31 W, 0x0000000000000001
2026/09/24 09:49:17.172, P0, 1740 MHz, 6101 MHz, 1 %, 76, 19.21 W, 0x0000000000000001
2026/09/24 09:49:17.425, P0, 1740 MHz, 6101 MHz, 1 %, 76, 19.21 W, 0x0000000000000001
2026/09/24 09:49:17.677, P0, 1740 MHz, 6101 MHz, 26 %, 77, 24.60 W, 0x0000000000000001
2026/09/24 09:49:17.928, P0, 1740 MHz, 6101 MHz, 26 %, 77, 24.60 W, 0x0000000000000001
2026/09/24 09:49:18.180, P0, 1740 MHz, 6101 MHz, 23 %, 77, 25.02 W, 0x0000000000000001
2026/09/24 09:49:18.432, P0, 1740 MHz, 6101 MHz, 23 %, 77, 25.02 W, 0x0000000000000001
2026/09/24 09:49:18.684, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.30 W, 0x0000000000000001
2026/09/24 09:49:18.935, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.30 W, 0x0000000000000001
2026/09/24 09:49:19.187, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.64 W, 0x0000000000000001
2026/09/24 09:49:19.451, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.64 W, 0x0000000000000001
2026/09/24 09:49:19.701, P0, 1740 MHz, 6101 MHz, 24 %, 77, 27.15 W, 0x0000000000000001
2026/09/24 09:49:19.955, P0, 1740 MHz, 6101 MHz, 24 %, 77, 27.15 W, 0x0000000000000001
2026/09/24 09:49:20.206, P0, 1740 MHz, 6101 MHz, 24 %, 77, 24.77 W, 0x0000000000000001
2026/09/24 09:49:20.456, P0, 1740 MHz, 6101 MHz, 24 %, 77, 24.77 W, 0x0000000000000001
2026/09/24 09:49:20.721, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.77 W, 0x0000000000000001
2026/09/24 09:49:20.971, P0, 1740 MHz, 6101 MHz, 23 %, 77, 24.77 W, 0x0000000000000001
2026/09/24 09:49:21.223, P0, 1740 MHz, 6101 MHz, 24 %, 77, 24.70 W, 0x0000000000000001
2026/09/24 09:49:21.488, P0, 1740 MHz, 6101 MHz, 21 %, 77, 24.97 W, 0x0000000000000001
2026/09/24 09:49:21.739, P0, 1740 MHz, 6101 MHz, 21 %, 77, 24.97 W, 0x0000000000000001
2026/09/24 09:49:21.990, P0, 1740 MHz, 6101 MHz, 25 %, 77, 24.20 W, 0x0000000000000001
2026/09/24 09:49:22.242, P0, 1740 MHz, 6101 MHz, 25 %, 77, 24.20 W, 0x0000000000000001
2026/09/24 09:49:22.506, P0, 1740 MHz, 6101 MHz, 22 %, 77, 24.54 W, 0x0000000000000001
2026/09/24 09:49:22.771, P0, 1740 MHz, 6101 MHz, 22 %, 77, 24.54 W, 0x0000000000000001
2026/09/24 09:49:23.021, P0, 1740 MHz, 6101 MHz, 24 %, 77, 23.99 W, 0x0000000000000001
2026/09/24 09:49:23.273, P0, 1740 MHz, 6101 MHz, 24 %, 77, 23.99 W, 0x0000000000000001
2026/09/24 09:49:23.524, P0, 1740 MHz, 6101 MHz, 24 %, 77, 24.16 W, 0x0000000000000001
2026/09/24 09:49:23.776, P0, 1740 MHz, 6101 MHz, 24 %, 77, 24.16 W, 0x0000000000000001
2026/09/24 09:49:24.042, P0, 1740 MHz, 6101 MHz, 26 %, 77, 25.67 W, 0x0000000000000001
2026/09/24 09:49:24.292, P0, 1740 MHz, 6101 MHz, 26 %, 77, 25.67 W, 0x0000000000000001
2026/09/24 09:49:24.545, P0, 1740 MHz, 6101 MHz, 26 %, 76, 24.65 W, 0x0000000000000001
2026/09/24 09:49:24.811, P0, 1740 MHz, 6101 MHz, 26 %, 76, 24.65 W, 0x0000000000000001
2026/09/24 09:49:25.061, P0, 1740 MHz, 6101 MHz, 24 %, 76, 24.56 W, 0x0000000000000001
2026/09/24 09:49:25.327, P0, 1740 MHz, 6101 MHz, 24 %, 76, 24.56 W, 0x0000000000000001
2026/09/24 09:49:25.579, P0, 1740 MHz, 6101 MHz, 23 %, 76, 23.81 W, 0x0000000000000001
2026/09/24 09:49:25.844, P0, 1740 MHz, 6101 MHz, 23 %, 76, 23.81 W, 0x0000000000000001
2026/09/24 09:49:26.095, P0, 1740 MHz, 6101 MHz, 22 %, 76, 23.67 W, 0x0000000000000001
2026/09/24 09:49:26.361, P0, 1740 MHz, 6101 MHz, 22 %, 76, 23.67 W, 0x0000000000000001
2026/09/24 09:49:26.611, P0, 1740 MHz, 6101 MHz, 27 %, 76, 24.00 W, 0x0000000000000001
2026/09/24 09:49:26.877, P0, 1740 MHz, 6101 MHz, 27 %, 76, 24.00 W, 0x0000000000000001
2026/09/24 09:49:27.142, P0, 1740 MHz, 6101 MHz, 27 %, 76, 24.39 W, 0x0000000000000001
2026/09/24 09:49:27.406, P0, 1740 MHz, 6101 MHz, 27 %, 76, 24.39 W, 0x0000000000000001
2026/09/24 09:49:27.659, P0, 1740 MHz, 6101 MHz, 23 %, 76, 20.92 W, 0x0000000000000001
2026/09/24 09:49:27.911, P0, 1740 MHz, 6101 MHz, 23 %, 76, 20.92 W, 0x0000000000000001
2026/09/24 09:49:28.162, P0, 1740 MHz, 6101 MHz, 23 %, 76, 24.27 W, 0x0000000000000001
2026/09/24 09:49:28.413, P0, 1740 MHz, 6101 MHz, 23 %, 76, 24.27 W, 0x0000000000000001
2026/09/24 09:49:28.665, P0, 1740 MHz, 6101 MHz, 26 %, 76, 24.29 W, 0x0000000000000001
2026/09/24 09:49:28.930, P0, 1740 MHz, 6101 MHz, 26 %, 76, 24.29 W, 0x0000000000000001
2026/09/24 09:49:29.181, P0, 1740 MHz, 6101 MHz, 23 %, 76, 24.21 W, 0x0000000000000001
2026/09/24 09:49:29.433, P0, 1740 MHz, 6101 MHz, 23 %, 76, 24.21 W, 0x0000000000000001
2026/09/24 09:49:29.685, P0, 1740 MHz, 6101 MHz, 25 %, 76, 24.28 W, 0x0000000000000001
2026/09/24 09:49:29.939, P0, 1740 MHz, 6101 MHz, 25 %, 76, 24.28 W, 0x0000000000000001
