# start_unix_ms 1790235948897
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0001,0.0228,0.0588,0.7888,9.0269,0.0000,0.0000
1,9.108,9.1076,0.0001,0.0163,0.0329,0.3435,0.5008,0.0000,0.0000
2,9.648,0.5404,21.8173,0.0450,0.0803,2.5949,24.7071,0.2799,0.1198
3,34.430,24.7817,3.0241,0.0774,0.0674,1.3872,4.8688,0.2754,0.1198
4,39.362,4.9319,21.1598,0.0634,0.0728,0.2144,21.6962,0.2765,0.1188
5,61.215,21.8531,5.2475,0.0403,0.0485,0.1113,5.6211,0.2793,0.1198
6,66.914,5.6997,19.0180,0.0730,0.1000,0.6463,19.9869,0.2753,0.1178
7,86.979,20.0648,7.8049,0.1812,0.0605,0.2735,8.5411,0.2767,0.1178
8,95.594,8.6151,5.1579,0.0515,0.0759,0.1715,5.7715,0.2749,0.1188
9,101.444,5.8492,7.4798,0.0445,0.0553,0.2564,8.0207,0.2762,0.1178
10,109.544,8.1004,4.9313,0.0427,0.0734,0.1869,5.4355,0.2768,0.1188
11,115.086,5.5424,7.5058,0.1489,0.1130,0.3349,8.4592,0.2748,0.1178
12,123.685,8.5990,4.6823,0.0657,0.0695,0.4343,5.7925,0.2797,0.1188
13,129.632,5.9465,6.3917,0.0409,0.0546,0.1193,6.7254,0.2775,0.1178
14,136.423,6.7908,5.5960,0.0439,0.0573,0.1407,6.0833,0.2766,0.1178
15,142.596,6.1734,7.4242,0.0500,0.0539,0.1539,7.8197,0.2765,0.1178
16,150.498,7.9024,5.5352,0.0980,0.1259,0.1886,6.3385,0.2770,0.1167
17,156.906,6.4080,7.1181,0.0381,0.0491,0.1081,7.4382,0.2755,0.1167
18,164.410,7.5041,5.6552,0.0495,0.0488,0.1176,6.0134,0.2749,0.1178
19,170.502,6.0916,7.5291,0.0552,0.0486,0.1377,7.8933,0.2758,0.1167
20,178.463,7.9605,5.5725,0.0589,0.0683,0.1465,5.9682,0.2766,0.1167
21,184.511,6.0487,7.5405,0.0635,0.0625,0.2193,8.0498,0.2767,0.1167
22,192.754,8.2426,5.5061,0.0695,0.0783,0.2297,6.0762,0.2769,0.1188
23,198.964,6.2105,7.0837,0.0755,0.0554,0.1270,7.5506,0.2778,0.1167
24,206.601,7.6365,5.4459,0.0540,0.0756,0.3384,6.1868,0.2779,0.1188
25,213.111,6.5101,6.7476,0.0592,0.0895,0.2123,7.3140,0.2761,0.1167
26,220.504,7.3929,6.5522,0.0469,0.0595,0.1576,6.9659,0.2776,0.1167
27,227.548,7.0442,5.4346,0.0587,0.0596,0.1564,5.8856,0.2769,0.1178
28,233.651,6.1028,7.1457,0.0643,0.0574,0.1186,7.5487,0.2750,0.1167
29,241.274,7.6233,5.4507,0.0538,0.0570,0.2177,5.9396,0.2752,0.1167
30,247.304,6.0298,5.3758,0.0424,0.0511,0.2566,5.8905,0.2769,0.1167
31,253.291,5.9869,7.3465,0.0568,0.0781,0.1879,7.9764,0.2765,0.1178
32,261.356,8.0647,7.4647,0.0407,0.0537,0.1072,7.8288,0.2764,0.1167
33,269.252,7.8967,5.5101,0.0554,0.0535,0.1395,5.9054,0.2779,0.1167
34,275.232,5.9796,5.5112,0.0638,0.0867,0.1553,6.0315,0.2754,0.1167
35,281.330,6.0981,7.4793,0.0512,0.0479,0.1134,7.8245,0.2785,0.1178
36,289.225,7.8949,5.7496,0.0628,0.0662,0.1753,6.2179,0.2782,0.1188
37,295.540,6.3151,7.2117,0.0565,0.0507,0.1092,7.6119,0.2779,0.1178
38,303.218,7.6784,5.5414,0.0585,0.0631,0.1809,6.0256,0.2792,0.1178
39,309.339,6.1208,6.9387,0.0680,0.0515,0.1168,7.3618,0.2763,0.1167
40,316.776,7.4370,5.4842,0.0303,0.0622,0.5369,6.2946,0.2781,0.1188
41,323.131,6.3551,7.7243,0.0386,0.0472,0.1109,8.0552,0.2742,0.1167
42,331.248,8.1167,5.6558,0.0531,0.0514,0.1737,6.0812,0.2744,0.1167
43,337.428,6.1802,7.4075,0.0410,0.0463,0.1092,7.7395,0.2742,0.1167
44,345.231,7.8027,5.8268,0.0620,0.0802,0.2200,6.3684,0.2737,0.1167
45,351.703,6.4719,7.1258,0.0367,0.0508,0.1184,7.4946,0.2757,0.1178
46,359.277,7.5740,5.5404,0.0703,0.0532,0.1744,5.9931,0.2750,0.1188
47,365.372,6.0955,5.5104,0.1658,0.0905,0.2082,6.1550,0.2749,0.1167
48,371.600,6.2274,7.2282,0.0707,0.0757,0.1183,7.6890,0.2751,0.1178
49,379.358,7.7580,5.5228,0.0668,0.0576,0.3766,6.1584,0.2745,0.1188
50,385.592,6.2346,7.2879,0.0479,0.0492,0.1256,7.6513,0.2761,0.1167
51,393.319,7.7268,5.5532,0.0387,0.0521,0.1404,5.9665,0.2768,0.1188
52,399.375,6.0555,7.6239,0.0435,0.0477,0.1062,7.9509,0.2738,0.1178
53,407.393,8.0181,13.0813,0.0578,0.0890,0.3036,13.7768,0.2750,0.1188
54,421.370,13.9777,6.1560,0.0718,0.0652,0.1263,6.5833,0.2746,0.1178
55,428.148,6.7778,5.3529,0.0327,0.0785,0.2925,6.0456,0.2734,0.1178
56,434.275,6.1266,7.2622,0.0697,0.0478,0.1090,7.6131,0.2761,0.1178
57,441.952,7.6773,5.6454,0.0446,0.1980,0.1484,6.1996,0.2742,0.1188
58,448.234,6.2816,7.2420,0.0412,0.0463,0.1085,7.5946,0.2746,0.1178
59,455.896,7.6618,5.5683,0.0452,0.0503,0.1234,5.9738,0.2787,0.1188
60,461.951,6.0555,7.5452,0.0435,0.0472,0.1086,7.8863,0.2721,0.1178
61,469.904,7.9533,5.5576,0.0364,0.0592,0.2304,6.0657,0.2751,0.1188
62,476.040,6.1358,7.5313,0.0829,0.0734,0.1517,8.1008,0.2734,0.1167
63,484.206,8.1660,5.2662,0.0513,0.0626,0.1809,5.7165,0.2768,0.1188
64,490.027,5.8205,7.4063,0.0385,0.0466,0.1087,7.7615,0.2768,0.1167
65,497.860,7.8332,5.6896,0.0505,0.0548,0.2620,6.2214,0.2720,0.1188
66,504.329,6.4688,7.2507,0.0403,0.0477,0.1134,7.5973,0.2757,0.1167
67,511.990,7.6615,5.1745,0.0575,0.0648,0.1932,5.6438,0.2763,0.1178
68,517.730,5.7395,5.8153,0.0386,0.0775,0.6748,6.7891,0.2736,0.1167
69,524.696,6.9667,7.3686,0.0447,0.0535,0.1191,7.7195,0.2749,0.1188
70,532.484,7.7874,5.5437,0.0463,0.0549,0.1482,5.9699,0.2775,0.1178
71,538.524,6.0398,7.5314,0.0418,0.0539,0.1074,7.8631,0.2732,0.1178
72,546.452,7.9281,5.8515,0.0725,0.0643,0.3044,6.4982,0.2763,0.1188
73,553.103,6.6509,5.9115,0.0681,0.0640,0.1894,6.4014,0.2720,0.1178
74,559.632,6.5299,6.9623,0.0604,0.0504,0.1136,7.3694,0.2749,0.1178
75,567.073,7.4407,5.5252,0.1036,0.0591,0.1386,5.9858,0.2714,0.1188
76,573.155,6.0818,7.4481,0.0454,0.0575,0.1157,7.8013,0.2720,0.1178
77,581.025,7.8705,5.6013,0.0517,0.0574,0.1246,6.0111,0.2721,0.1188
78,587.109,6.0839,6.8921,0.0583,0.1061,0.1121,7.3519,0.2724,0.1178
79,594.531,7.4218,5.4417,0.0350,0.1401,0.4715,6.3295,0.2722,0.1178
80,600.934,6.4032,7.0792,0.0561,0.0537,0.1696,7.6157,0.2717,0.1178
81,608.629,7.6947,5.4602,0.0988,0.1078,0.6891,6.6010,0.2735,0.1167
82,615.310,6.6812,7.2768,0.0559,0.0635,0.1345,7.6823,0.2710,0.1167
83,623.065,7.7547,5.8352,0.0599,0.0632,0.1376,6.2967,0.2756,0.1178
84,629.434,6.3689,5.4366,0.0552,0.0765,0.2098,5.9798,0.2688,0.1178
85,635.533,6.0996,7.2520,0.0460,0.0632,0.1191,7.6720,0.2716,0.1178
86,643.364,7.8309,5.4246,0.0560,0.1132,0.4254,6.2922,0.2724,0.1188
87,649.763,6.3991,6.0093,0.0526,0.0503,0.2252,6.5944,0.2726,0.1178
88,656.446,6.6830,7.3609,0.0436,0.0538,0.1216,7.7105,0.2712,0.1198
89,664.228,7.7816,6.6171,0.0444,0.0612,0.1230,7.0068,0.2720,0.1198
90,671.306,7.0778,5.5198,0.0550,0.0459,0.1388,5.8939,0.2697,0.1178
91,677.292,5.9866,7.4998,0.0371,0.0477,0.1088,7.8146,0.2713,0.1178
92,685.169,7.8770,5.6111,0.0389,0.0547,0.1740,6.0356,0.2717,0.1198
93,691.305,6.1353,7.5257,0.0374,0.0535,0.1475,7.8828,0.2703,0.1178
94,699.252,7.9475,5.5717,0.0607,0.0603,0.1808,6.0332,0.2729,0.1188
95,705.520,6.2674,12.9378,0.2006,0.0640,0.6864,14.1084,0.2739,0.1178
96,719.760,14.2400,5.8365,0.0633,0.1654,0.1949,6.5313,0.2708,0.1188
97,726.380,6.6202,7.2420,0.0429,0.0507,0.1081,7.5772,0.2784,0.1198
98,734.023,7.6429,5.7849,0.0563,0.0585,0.1693,6.2912,0.2728,0.1188
99,740.666,6.6431,6.9386,0.0457,0.0500,0.1120,7.2897,0.2690,0.1178
100,748.042,7.3763,5.5646,0.0828,0.0495,0.1222,5.9709,0.2721,0.1178
101,754.086,6.0436,7.5267,0.0412,0.0502,0.1086,7.8563,0.2744,0.1178
102,762.008,7.9221,5.5693,0.0484,0.0508,0.1570,5.9853,0.2738,0.1178
103,768.086,6.0781,5.5272,0.0326,0.0412,0.4410,6.2887,0.2748,0.1188
104,774.451,6.3652,7.1267,0.0531,0.0690,0.2213,7.6301,0.2728,0.1178
105,782.193,7.7419,5.4731,0.0761,0.0788,0.6094,6.4016,0.2731,0.3860
106,788.664,6.4710,5.8945,0.0970,0.0835,0.3835,6.7782,0.2771,0.1188
107,795.540,6.8758,7.0656,0.0449,0.0477,0.1191,7.4351,0.2698,0.1188
108,803.045,7.5047,5.5211,0.0377,0.0418,0.2176,6.0767,0.2751,0.3645
109,809.191,6.1460,7.3968,0.0491,0.0544,0.1115,7.7486,0.2705,0.1167
110,817.004,7.8132,5.9740,0.0558,0.0627,0.1801,6.4406,0.2693,0.1198
111,823.565,6.5614,6.2361,0.0739,0.0691,0.1834,6.7903,0.2703,0.1178
112,830.516,6.9514,6.3108,0.0435,0.0429,0.1335,6.6835,0.2726,0.1188
113,837.275,6.7584,7.5397,0.0373,0.0447,0.1107,7.8677,0.2708,0.1178
114,845.207,7.9320,5.6855,0.1938,0.0749,0.1863,6.4034,0.2708,0.1178
115,851.691,6.4844,5.1291,0.0892,0.2431,0.6416,6.5168,0.2724,0.1178
116,858.285,6.5936,5.5264,0.0353,0.0525,0.6298,6.5556,0.2718,0.1188
117,864.909,6.6238,6.9201,0.0480,0.0485,0.1258,7.3064,0.2696,0.1178
118,872.288,7.3795,5.5196,0.0323,0.0419,0.6107,6.4337,0.2716,0.1188
119,878.791,6.5026,6.0312,0.1011,0.0653,0.5190,6.8875,0.2695,0.1178
120,885.761,6.9700,7.1036,0.0518,0.0529,0.1211,7.5062,0.2698,0.1178
121,893.342,7.5810,5.4863,0.0564,0.0659,0.3356,6.1613,0.2725,0.1188
122,899.580,6.2385,7.2591,0.0437,0.0549,0.1138,7.6138,0.2687,0.1188
123,907.261,7.6804,5.5592,0.0859,0.0439,0.1592,6.0044,0.2701,0.1198
124,913.344,6.0834,8.0410,0.0424,0.0478,0.1080,8.3748,0.2701,0.1178
125,921.787,8.4431,5.2222,0.0522,0.0774,0.1502,5.6583,0.2729,0.1198
126,927.540,5.7528,7.4658,0.0401,0.0452,0.1049,7.7882,0.2694,0.1178
127,935.396,7.8562,5.5289,0.0601,0.0617,0.2029,6.0122,0.2722,0.1188
128,941.482,6.0862,7.5633,0.0434,0.0456,0.1138,7.8941,0.2699,0.1188
129,949.454,7.9716,5.5006,0.0484,0.0449,0.1267,5.8707,0.2722,0.1188
130,955.483,6.0291,7.5383,0.0411,0.0459,0.1060,7.8611,0.2695,0.1188
131,963.409,7.9256,5.5431,0.0496,0.0508,0.1253,5.9262,0.2726,0.1188
132,969.411,6.0026,5.5172,0.0351,0.0530,0.5987,6.4151,0.2684,0.1188
133,975.894,6.4831,6.0034,0.0377,0.0651,0.6064,6.9741,0.2687,0.1198
134,982.938,7.0433,5.9120,0.0361,0.0725,0.5379,6.8100,0.2748,0.1188
135,989.829,6.8913,7.0229,0.0418,0.0690,0.1581,7.4650,0.2742,0.1188
136,997.420,7.5908,5.4902,0.0525,0.0654,0.1668,5.9980,0.2729,0.1198
137,1003.698,6.2785,13.3641,0.0857,0.0864,0.3288,14.4501,0.2734,0.1208
138,1018.292,14.5939,5.1912,0.0492,0.0623,0.2548,5.7146,0.2713,0.1208
139,1024.118,5.8258,7.9781,0.0383,0.0454,0.1105,8.3403,0.2719,0.1208
140,1032.522,8.4036,5.3308,0.0983,0.0591,0.1665,5.8034,0.2698,0.1219
141,1038.415,5.8939,7.4175,0.0382,0.0482,0.1072,7.7682,0.2689,0.1188
142,1046.260,7.8445,5.5928,0.0346,0.0444,0.1165,5.9119,0.2725,0.1208
143,1052.331,6.0709,7.9212,0.0393,0.0457,0.1027,8.2351,0.2686,0.1208
144,1060.627,8.2958,5.3753,0.0399,0.0424,0.1172,5.7142,0.2710,0.1219
145,1066.427,5.7999,7.2628,0.0843,0.0443,0.1073,7.7771,0.2722,0.1208
146,1074.302,7.8755,5.2072,0.0303,0.0449,0.1060,5.5117,0.2756,0.1208
147,1079.878,5.5758,6.6144,0.0367,0.0387,0.1015,6.9232,0.2694,0.1208
148,1086.870,6.9919,7.6776,0.0428,0.0493,0.1159,8.0217,0.2714,0.1208
149,1094.961,8.0908,5.6764,0.0703,0.0566,0.1366,6.0868,0.2722,0.1219
150,1101.248,6.2871,7.2580,0.0388,0.0417,0.1058,7.5753,0.2689,0.1208
151,1108.889,7.6410,5.6810,0.0437,0.0471,0.1271,6.0415,0.2703,0.1219
152,1115.007,6.1182,7.9984,0.0541,0.0522,0.1151,8.3594,0.2705,0.1208
153,1123.445,8.4379,4.8666,0.0428,0.0518,0.1292,5.2586,0.2703,0.1219
154,1128.793,5.3477,7.5154,0.0388,0.0456,0.1036,7.8361,0.2704,0.1208
155,1136.694,7.9010,5.6038,0.0426,0.0552,0.1840,6.0414,0.2718,0.1219
156,1142.803,6.1091,7.5023,0.0752,0.0535,0.1146,7.8950,0.2683,0.1208
