# start_unix_ms 1790236047810
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0000,0.0243,0.0598,0.8087,10.0319,0.0000,0.0000
1,10.120,10.1203,0.0000,0.0196,0.0343,0.3488,0.5161,0.0000,0.0000
2,10.684,0.5641,0.0000,0.0234,0.0225,0.1208,0.2566,0.2803,0.1198
3,10.974,0.2896,0.0000,0.0155,0.0185,0.0714,0.1811,0.2761,0.1178
4,11.181,0.2067,0.0000,0.2361,0.0288,0.0948,0.4474,0.2809,0.1188
5,11.665,0.4839,0.0000,0.9083,0.0260,10.8361,11.8594,0.2820,0.1229
6,23.590,11.9251,0.0000,8.4431,0.0725,2.8979,11.5992,0.2755,0.1229
7,35.261,11.6716,0.0000,18.9836,0.0495,0.5066,19.6753,0.2795,0.1260
8,55.010,19.7489,0.0000,13.6947,0.0456,0.1872,14.0594,0.2746,0.1208
9,69.139,14.1288,0.0000,18.6557,0.0783,0.3411,19.2690,0.2746,0.1208
10,88.562,19.4235,0.0000,6.2818,0.0528,0.3212,6.8159,0.2837,0.1198
11,95.453,6.8903,0.0000,6.3325,0.0486,0.2461,6.7681,0.2781,0.1208
12,102.295,6.8418,0.0000,5.9529,0.0360,0.2771,6.3945,0.2772,0.1188
13,108.758,6.4637,0.0000,6.4954,0.0765,0.1149,6.8274,0.2761,0.1188
14,115.658,6.8998,0.0000,6.6733,0.0443,0.1662,7.0198,0.2761,0.1188
15,122.753,7.0946,0.0000,6.2844,0.0319,0.1953,6.6244,0.2744,0.1188
16,129.434,6.6814,0.0000,6.7226,0.0400,0.2243,7.1275,0.2733,0.1188
17,136.634,7.1998,0.0000,6.4114,0.0383,0.1002,6.7507,0.2745,0.1178
18,143.458,6.8245,0.0000,6.5103,0.0426,0.2307,6.9235,0.2758,0.1188
19,150.450,6.9920,0.0000,6.4393,0.0359,0.1897,6.8012,0.2760,0.1178
20,157.315,6.8644,0.0000,6.6050,0.0393,0.2740,7.0645,0.2765,0.1188
21,164.454,7.1388,0.0000,6.4026,0.0344,0.1285,6.7011,0.2759,0.1188
22,171.218,6.7643,0.0000,6.5875,0.0418,0.2149,6.9683,0.2757,0.1188
23,178.253,7.0347,0.0000,6.6023,0.0339,0.1403,6.8992,0.2767,0.1188
24,185.211,6.9586,0.0000,6.4171,0.0328,0.2200,6.7996,0.2745,0.1188
25,192.075,6.8633,0.0000,6.4650,0.1328,0.2952,7.0634,0.2748,0.1188
26,199.250,7.1754,0.0000,7.8543,0.0513,0.2708,8.3312,0.2761,0.1188
27,207.738,8.4879,0.0000,5.1079,0.0500,0.1073,5.4016,0.2755,0.1188
28,213.209,5.4716,0.0000,6.0757,0.0366,0.1834,6.4127,0.2760,0.1178
29,219.692,6.4827,0.0000,6.4882,0.0322,0.1770,6.8061,0.2762,0.1188
30,226.597,6.9054,0.0000,6.5061,0.0353,0.2507,6.9155,0.2752,0.1188
31,233.572,6.9748,0.0000,6.5978,0.0358,0.2471,6.9956,0.2759,0.1188
32,240.630,7.0574,0.0000,6.6551,0.0655,0.1142,7.0126,0.2752,0.1188
33,247.794,7.1639,0.0000,6.3663,0.0872,0.2124,6.9785,0.2769,0.1188
34,254.865,7.0717,0.0000,6.1071,0.0444,0.1080,6.4184,0.2754,0.1178
35,261.359,6.4935,0.0000,6.6256,0.0385,0.1778,6.9675,0.2764,0.1188
36,268.388,7.0293,0.0000,6.6245,0.0309,0.1668,6.9581,0.2761,0.1188
37,275.420,7.0319,0.0000,6.4438,0.0331,0.1645,6.7565,0.2770,0.1178
38,282.240,6.8201,0.0000,6.5219,0.0381,0.2431,6.9254,0.2788,0.1178
39,289.231,6.9909,0.0000,6.4388,0.0378,0.2412,6.8372,0.2763,0.1188
40,296.131,6.9004,0.0000,6.7225,0.0380,0.2895,7.1860,0.2761,0.1188
41,303.386,7.2548,0.0000,6.3095,0.0330,0.2192,6.6862,0.2759,0.1188
42,310.135,6.7486,0.0000,6.4774,0.0668,0.0986,6.8521,0.2716,0.1188
43,317.048,6.9131,0.0000,6.6548,0.0342,0.1983,7.0178,0.2742,0.1188
44,324.122,7.0737,0.0000,6.5099,0.0330,0.1398,6.8065,0.2743,0.1178
45,330.985,6.8634,0.0000,6.6547,0.0351,0.1429,6.9557,0.2767,0.1188
46,338.115,7.1298,0.0000,6.4800,0.0393,0.1409,6.7859,0.2762,0.1188
47,344.969,6.8545,0.0000,6.6311,0.0384,0.1007,6.9028,0.2762,0.1188
48,351.941,6.9715,0.0000,6.4719,0.0562,0.1190,6.7809,0.2741,0.1198
49,358.784,6.8433,0.0000,6.4751,0.0588,0.2018,6.8714,0.2743,0.1188
50,365.739,6.9551,0.0000,6.4295,0.0437,0.1629,6.7743,0.2735,0.1188
51,372.599,6.8597,0.0000,6.7512,0.0378,0.1742,7.0967,0.2779,0.1188
52,379.760,7.1609,0.0000,6.3888,0.0340,0.2094,6.7849,0.2727,0.1188
53,386.607,6.8473,0.0000,6.3736,0.0346,0.1775,6.7143,0.2756,0.1188
54,393.383,6.7758,0.0000,6.6922,0.0491,0.1248,7.0008,0.2755,0.1188
55,400.454,7.0706,0.0000,6.4942,0.0425,0.2725,6.9418,0.2739,0.1188
56,407.460,7.0069,0.0000,6.4375,0.0404,0.1794,6.7983,0.2735,0.1188
57,414.330,6.8699,0.0000,6.4316,0.0423,0.2413,6.8908,0.2743,0.1188
58,421.320,6.9899,0.0000,6.7370,0.0532,0.2538,7.2238,0.2741,0.1188
59,428.682,7.3614,0.0000,6.0454,0.0451,0.2247,6.4700,0.2737,0.1198
60,435.215,6.5333,0.0000,6.6549,0.0388,0.1049,6.9975,0.2741,0.1178
61,442.276,7.0608,0.0000,6.3143,0.0336,0.1820,6.7166,0.2749,0.1178
62,449.059,6.7837,0.0000,6.4661,0.0317,0.2054,6.8304,0.2719,0.1188
