timestamp, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], utilization.gpu [%], temperature.gpu, power.draw [W], clocks_event_reasons.active
2026/09/24 09:44:37.960, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.66 W, 0x0000000000000001
2026/09/24 09:44:38.223, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.89 W, 0x0000000000000001
2026/09/24 09:44:38.487, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.89 W, 0x0000000000000001
2026/09/24 09:44:38.752, P0, 1740 MHz, 6101 MHz, 24 %, 74, 23.91 W, 0x0000000000000001
2026/09/24 09:44:39.002, P0, 1740 MHz, 6101 MHz, 24 %, 74, 23.91 W, 0x0000000000000001
2026/09/24 09:44:39.268, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.97 W, 0x0000000000000001
2026/09/24 09:44:39.530, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.97 W, 0x0000000000000001
2026/09/24 09:44:39.795, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.92 W, 0x0000000000000001
2026/09/24 09:44:40.058, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.92 W, 0x0000000000000001
2026/09/24 09:44:40.323, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.93 W, 0x0000000000000001
2026/09/24 09:44:40.588, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.93 W, 0x0000000000000001
2026/09/24 09:44:40.853, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.94 W, 0x0000000000000001
2026/09/24 09:44:41.116, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.94 W, 0x0000000000000001
2026/09/24 09:44:41.367, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.96 W, 0x0000000000000001
2026/09/24 09:44:41.632, P0, 1740 MHz, 6101 MHz, 23 %, 74, 23.96 W, 0x0000000000000001
2026/09/24 09:44:41.883, P0, 1740 MHz, 6101 MHz, 23 %, 74, 23.96 W, 0x0000000000000001
2026/09/24 09:44:42.145, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.84 W, 0x0000000000000001
2026/09/24 09:44:42.405, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.84 W, 0x0000000000000001
2026/09/24 09:44:42.657, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.76 W, 0x0000000000000001
2026/09/24 09:44:42.921, P0, 1740 MHz, 6101 MHz, 25 %, 74, 23.76 W, 0x0000000000000001
2026/09/24 09:44:43.186, P0, 1740 MHz, 6101 MHz, 23 %, 74, 23.88 W, 0x0000000000000001
2026/09/24 09:44:43.451, P0, 1740 MHz, 6101 MHz, 23 %, 74, 23.88 W, 0x0000000000000001
