# start_unix_ms 1790233245055
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0000,0.0233,0.0936,1.0605,10.9981,0.0000,0.0000
1,11.123,11.1231,0.0000,0.0206,0.0354,0.5475,0.7209,0.0000,0.0000
2,11.888,0.7648,0.0000,0.0194,0.0717,10.5800,10.8476,0.2810,0.1178
3,22.801,10.9136,0.0000,0.0296,0.0498,0.0922,0.2969,0.2811,0.1219
4,23.139,0.3375,0.0000,0.0156,0.0237,0.0698,0.1963,0.2762,0.1178
5,23.363,0.2244,0.0000,0.1549,0.0216,0.0908,0.3564,0.2773,0.1188
6,23.750,0.3861,0.0000,4.0544,0.0332,2.6966,6.9032,0.2730,0.1229
7,30.716,6.9666,0.0000,4.1799,0.0423,0.7912,5.1455,0.2772,0.1239
8,35.920,5.2035,0.0000,20.4331,0.0408,0.2088,20.8083,0.2769,0.1219
9,56.798,20.8786,0.0000,13.4178,0.0802,0.1948,13.8768,0.2743,0.1188
10,70.793,13.9944,0.0000,6.3377,0.0567,0.1510,6.6947,0.2745,0.1208
11,77.576,6.7838,0.0000,5.9986,0.0383,0.2794,6.4322,0.2780,0.1208
12,84.060,6.4835,0.0000,6.3989,0.0342,0.2333,6.8038,0.2755,0.1198
13,90.932,6.8717,0.0000,6.4804,0.0318,0.1536,6.7682,0.2759,0.1188
14,97.745,6.8138,0.0000,6.5860,0.0291,0.2214,6.9464,0.2757,0.1188
15,104.743,6.9973,0.0000,6.4823,0.0282,0.2218,6.8418,0.2777,0.1198
16,111.637,6.8945,0.0000,6.5363,0.0326,0.1385,6.8231,0.2749,0.1188
17,118.524,6.8868,0.0000,6.4769,0.0323,0.1900,6.8213,0.2757,0.1188
18,125.402,6.8779,0.0000,6.5867,0.0286,0.2428,6.9724,0.2768,0.1188
19,132.430,7.0279,0.0000,6.4104,0.0281,0.1919,6.7304,0.2756,0.1188
20,139.303,6.8736,0.0000,6.7376,0.0381,0.2117,7.1245,0.2762,0.1188
21,146.490,7.1867,0.0000,6.3759,0.0266,0.2810,6.7902,0.2765,0.1178
22,153.332,6.8417,0.0000,6.3222,0.0279,0.1863,6.6738,0.2764,0.1188
23,160.067,6.7353,0.0000,6.6974,0.0280,0.1951,7.0274,0.2755,0.1198
24,167.227,7.1595,0.0000,6.5766,0.0318,0.2326,6.9705,0.2745,0.1188
25,174.248,7.0214,0.0000,6.3717,0.0259,0.2301,6.7307,0.2756,0.1188
26,181.031,6.7833,0.0000,6.5682,0.0430,0.2089,6.9472,0.2741,0.1188
27,188.035,7.0035,0.0000,6.5715,0.0321,0.1928,6.8999,0.2750,0.1188
28,194.985,6.9502,0.0000,6.6570,0.0479,0.1249,6.9886,0.2772,0.1188
29,202.057,7.0721,0.0000,6.3471,0.0325,0.2183,6.7198,0.2755,0.1178
30,208.831,6.7737,0.0000,6.5225,0.0285,0.2180,6.8931,0.2745,0.1188
31,215.782,6.9514,0.0000,6.4214,0.0283,0.1676,6.7362,0.2749,0.1188
32,222.619,6.8364,0.0000,6.5432,0.0357,0.1980,6.8968,0.2763,0.1198
33,229.567,6.9489,0.0000,6.6203,0.0329,0.2388,7.0092,0.2759,0.1198
34,236.632,7.0650,0.0000,6.4944,0.0276,0.2280,6.8593,0.2774,0.1188
35,243.541,6.9082,0.0000,6.4954,0.0278,0.2340,6.8728,0.2767,0.1188
36,250.462,6.9215,0.0000,6.5955,0.0335,0.2159,6.9667,0.2768,0.1188
37,257.490,7.0278,0.0000,6.4423,0.0268,0.2406,6.8252,0.2779,0.1198
38,264.369,6.8787,0.0000,6.5947,0.0285,0.2623,7.0000,0.2782,0.1188
39,271.415,7.0462,0.0000,6.4144,0.0278,0.2196,6.7697,0.2766,0.1188
40,278.233,6.8181,0.0000,6.5947,0.0337,0.2189,6.9707,0.2762,0.1188
41,285.265,7.0319,0.0000,6.5352,0.0313,0.2501,6.9444,0.2744,0.1188
42,292.259,6.9937,0.0000,6.3816,0.0306,0.3621,6.8972,0.2727,0.1188
43,299.217,6.9588,0.0000,6.3466,0.0280,0.1886,6.6806,0.2746,0.1178
44,306.018,6.8004,0.0000,6.5190,0.0388,0.0941,6.8058,0.2737,0.1188
45,312.877,6.8592,0.0000,6.5403,0.0289,0.1846,6.8719,0.2742,0.1188
46,319.879,7.0015,0.0000,6.4489,0.0277,0.2298,6.8206,0.2743,0.1198
47,326.750,6.8712,0.0000,6.5563,0.0250,0.1924,6.8837,0.2758,0.1188
48,333.681,6.9312,0.0000,6.7334,0.0497,0.1320,7.0286,0.2719,0.1198
49,340.760,7.0787,0.0000,6.9754,0.0636,0.1021,7.3005,0.2739,0.1188
50,348.140,7.3801,0.0000,6.1326,0.0332,0.1291,6.4369,0.2754,0.1188
51,354.630,6.4905,0.0000,6.7561,0.0326,0.1594,7.0679,0.2757,0.1188
52,361.837,7.2071,0.0000,6.3714,0.0300,0.1571,6.6779,0.2728,0.1198
53,368.560,6.7232,0.0000,7.7335,0.0705,0.1583,8.1120,0.2739,0.1188
54,376.808,8.2480,0.0000,5.4293,0.0527,0.1438,5.7524,0.2725,0.1188
55,382.630,5.8212,0.0000,6.4495,0.0694,0.0982,6.7443,0.2744,0.1198
56,389.626,6.9967,0.0000,6.4232,0.0405,0.1545,6.7419,0.2727,0.1188
57,396.444,6.8174,0.0000,6.5599,0.0408,0.1597,6.8985,0.2734,0.1188
58,403.409,6.9647,0.0000,6.4853,0.0447,0.1168,6.7936,0.2750,0.1188
59,410.276,6.8671,0.0000,6.4938,0.0406,0.1033,6.7750,0.2734,0.1188
60,417.119,6.8434,0.0000,6.7705,0.0519,0.2381,7.2300,0.2719,0.1188
61,424.587,7.4682,0.0000,6.2069,0.0557,0.1462,6.6023,0.2754,0.1188
