# start_unix_ms 1790233316473
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0001,0.0221,0.1162,1.0118,9.4279,0.0000,0.0000
1,9.561,9.5608,18.6527,0.0428,0.0632,0.3352,19.2457,0.0000,0.0000
2,28.881,19.3206,6.3236,0.0379,0.0513,0.1502,6.7103,0.2831,0.1198
3,35.661,6.7797,12.6577,0.0618,0.0803,0.1661,13.1820,0.2760,0.1198
4,48.976,13.3146,14.2999,0.0474,0.0646,0.1392,14.7081,0.2750,0.1188
5,63.847,14.8709,6.4281,0.0355,0.0457,0.1385,6.7795,0.2775,0.1178
6,70.686,6.8389,7.6336,0.0312,0.0407,0.1001,7.9224,0.2768,0.1178
7,78.656,7.9709,5.7100,0.0312,0.0462,0.5021,6.4077,0.2740,0.1178
8,85.170,6.5133,6.1484,0.0446,0.0615,0.1486,6.5514,0.2743,0.1167
9,91.788,6.6187,5.5163,0.0284,0.0429,0.1135,5.8229,0.2750,0.1178
10,97.655,5.8662,7.6910,0.0321,0.0539,0.1178,8.0079,0.2756,0.1178
11,105.712,8.0576,6.7155,0.0393,0.0593,0.1173,7.0574,0.2759,0.1188
12,112.837,7.1247,5.6019,0.0286,0.0445,0.1086,5.8964,0.2750,0.1188
13,118.783,5.9462,7.7175,0.0408,0.0570,0.1178,8.0641,0.2751,0.1178
14,126.924,8.1405,6.5462,0.0327,0.0458,0.0982,6.8484,0.2753,0.1167
15,133.826,6.9029,5.6281,0.0255,0.0360,0.0786,5.8794,0.2766,0.1178
16,139.754,5.9273,7.7982,0.0277,0.0479,0.0937,8.0940,0.2766,0.1178
17,147.904,8.1504,5.5980,0.0277,0.0376,0.0786,5.8686,0.2762,0.1178
18,153.822,5.9174,7.6971,0.0268,0.0357,0.4950,8.3563,0.2763,0.1167
19,162.251,8.4299,5.4019,0.0308,0.0379,0.0949,5.6789,0.2765,0.1178
20,167.982,5.7301,7.6715,0.0292,0.0381,0.0904,7.9457,0.2756,0.1178
21,175.978,7.9965,5.7245,0.0255,0.0368,0.0944,6.0172,0.2764,0.1167
