# start_unix_ms 1790235028234
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0000,0.0250,0.1266,1.1341,10.6521,0.0000,0.0000
1,10.771,10.7706,0.0000,0.0232,0.0858,0.5986,0.8332,0.0000,0.0000
2,11.700,0.9290,0.0000,0.0413,0.0353,0.3022,0.5647,0.2827,0.1188
3,12.318,0.6181,0.0000,0.0456,0.0847,0.1102,0.3325,0.2782,0.1198
4,12.745,0.4269,0.0000,0.0177,0.0215,12.2574,12.4401,0.2800,0.1178
5,25.330,12.5859,0.0000,0.0893,0.0670,0.1273,0.4904,0.6260,0.1198
6,25.868,0.5375,0.0000,6.3886,0.0419,3.1008,9.6685,0.2733,0.1239
7,35.643,9.7753,0.0000,18.7992,0.0536,0.5201,19.5045,0.2768,0.1270
8,55.219,19.5762,0.0000,19.2654,0.1262,0.2459,19.8292,0.2754,0.1208
9,75.130,19.9100,0.0000,6.1579,0.1001,0.2029,6.7028,0.2763,0.1208
10,81.936,6.8062,0.0000,8.1806,0.0743,0.1717,8.7872,0.2763,0.1219
11,90.802,8.8666,0.0000,4.6326,0.0757,0.1655,5.0855,0.2784,0.1188
12,95.971,5.1686,0.0000,6.3474,0.0731,0.1544,6.8295,0.2767,0.1208
13,102.884,6.9129,0.0000,6.1184,0.0585,0.1592,6.5816,0.2786,0.1188
14,109.564,6.6802,0.0000,6.1220,0.0757,0.2276,6.6820,0.7583,0.1178
15,116.340,6.7756,0.0000,6.1380,0.1287,0.2851,6.9526,0.7522,0.1188
16,123.418,7.0781,0.0000,6.0974,0.0675,0.1450,6.5671,0.7562,0.1178
17,130.102,6.6840,0.0000,6.8237,0.0657,0.1451,7.2826,0.7565,0.1178
18,137.575,7.4733,0.0000,5.9924,0.0623,0.1429,6.3966,0.7507,0.1188
19,144.054,6.4795,0.0000,6.1626,0.0736,0.1679,6.6503,0.7519,0.1188
20,150.825,6.7703,0.0000,7.0516,0.1275,0.7261,8.2899,0.7265,0.1188
21,159.359,8.5341,0.0000,5.2348,0.0889,0.1549,5.7534,0.7300,0.1178
22,165.320,5.9610,0.0000,6.2153,0.0525,0.1617,6.6191,0.7525,0.1178
23,172.017,6.6970,0.0000,6.4966,0.0859,0.1342,6.9797,0.7508,0.1188
24,179.077,7.0602,0.0000,6.3474,0.0462,0.1191,6.7164,0.7495,0.1188
25,185.873,6.7960,0.0000,6.5151,0.0465,0.1579,6.9024,0.7501,0.1188
26,192.859,6.9863,0.0000,6.4696,0.0651,0.1590,6.8946,0.7522,0.1188
27,199.838,6.9783,0.0000,6.3208,0.0636,0.1131,6.7593,0.7493,0.1178
28,206.669,6.8317,0.0000,6.3715,0.0442,0.1281,6.6786,0.7495,0.1178
29,213.418,6.7489,0.0000,6.5554,0.0761,0.1453,7.0261,0.7497,0.1178
30,220.560,7.1415,0.0000,6.5279,0.0796,0.1420,6.9655,0.7602,0.1178
31,227.610,7.0501,0.0000,6.2437,0.0601,0.1141,6.6350,0.7526,0.1188
32,234.323,6.7127,0.0000,6.3958,0.0592,0.1075,6.7871,0.7497,0.1178
33,241.180,6.8570,0.0000,6.4063,0.0558,0.1147,6.7568,0.7506,0.1188
34,248.008,6.8280,0.0000,6.4678,0.0474,0.1171,6.7966,0.7510,0.1188
35,254.877,6.8698,0.0000,6.8781,0.0454,0.1136,7.1866,0.7491,0.1188
36,262.140,7.2626,0.0000,6.5818,0.0433,0.1073,6.8779,0.7522,0.1188
