# start_unix_ms 1790233415116
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0001,0.0228,0.0733,0.8309,9.3643,0.0000,0.0000
1,9.455,9.4549,0.0001,0.0173,0.0387,0.3534,0.5382,0.0000,0.0000
2,10.043,0.5886,20.4424,0.0393,0.0635,2.4785,23.2003,0.2810,0.1188
3,33.385,23.3418,4.1042,0.0377,0.0553,0.5487,4.9132,0.2772,0.1208
4,38.438,5.0531,7.1066,0.0657,0.0965,0.1797,7.6899,0.2755,0.1178
5,46.200,7.7613,11.2847,0.0412,0.0456,0.1783,11.6840,0.2754,0.1188
6,57.958,11.7579,7.5312,0.0347,0.0469,0.1067,7.8320,0.2767,0.1188
7,65.848,7.8904,5.6355,0.0276,0.0385,0.2070,6.0266,0.2752,0.1188
8,71.931,6.0834,7.5702,0.0318,0.0444,0.1149,7.8893,0.2740,0.1188
9,79.876,7.9448,5.6532,0.0466,0.0506,0.1522,6.0488,0.2774,0.1188
10,86.081,6.2043,7.4030,0.0364,0.0511,0.1235,7.7436,0.2740,0.1178
11,93.899,7.8187,5.6168,0.0310,0.0550,0.1187,5.9888,0.2778,0.1188
12,99.947,6.0475,7.6215,0.0422,0.0505,0.1278,7.9766,0.2771,0.1178
13,107.995,8.0479,5.4970,0.0381,0.0467,0.1139,5.8329,0.2774,0.1178
14,113.902,5.9076,7.2469,0.0311,0.0537,0.1781,7.6704,0.2770,0.1178
15,121.627,7.7249,6.5097,0.0286,0.0375,0.0852,6.7755,0.2763,0.1178
16,128.458,6.8304,4.9426,0.0259,0.0306,0.3744,5.4763,0.2762,0.1178
17,133.982,5.5249,8.2661,0.0330,0.0414,0.0946,8.5642,0.2769,0.1167
18,142.604,8.6218,6.2417,0.0481,0.0530,0.1910,6.7050,0.2747,0.1167
19,149.384,6.7795,5.4366,0.0365,0.0439,0.1148,5.7612,0.2754,0.1178
20,155.213,5.8296,7.6017,0.0303,0.0413,0.0951,7.8916,0.2769,0.1178
21,163.158,7.9445,5.6646,0.0344,0.0486,0.1802,6.0703,0.2778,0.1188
22,169.297,6.1390,7.5210,0.0340,0.0425,0.1062,7.8320,0.2770,0.1167
23,177.188,7.8911,5.6268,0.0269,0.0323,0.1006,5.9049,0.2770,0.1178
24,183.155,5.9674,7.6627,0.0274,0.0379,0.0911,7.9334,0.2792,0.1167
25,191.139,7.9834,5.6780,0.0260,0.0346,0.1026,5.9578,0.2778,0.1178
26,197.173,6.0341,7.6422,0.0294,0.0461,0.0962,7.9266,0.2758,0.1167
27,205.152,7.9795,5.6759,0.0282,0.0482,0.1063,5.9947,0.2779,0.1178
28,211.197,6.0443,5.6249,0.0229,0.0346,0.3920,6.1998,0.2762,0.1178
29,217.446,6.2495,6.9687,0.0319,0.0389,0.0992,7.2546,0.2771,0.1167
30,224.758,7.3115,7.6284,0.0396,0.0503,0.1253,7.9916,0.2757,0.1178
31,232.864,8.1067,5.5190,0.0524,0.0533,0.1383,5.9679,0.2784,0.1178
32,238.926,6.0614,7.4643,0.0296,0.0411,0.0981,7.7609,0.2769,0.1178
33,246.741,7.8156,6.0443,0.0439,0.0502,0.1165,6.4034,0.2784,0.1188
34,253.202,6.4604,5.4980,0.0297,0.0402,0.0970,5.8408,0.2751,0.1178
35,259.092,5.8905,7.6200,0.0414,0.0461,0.1125,7.9572,0.2772,0.1178
36,267.138,8.0456,5.5174,0.0351,0.0404,0.1687,5.8979,0.2797,0.1188
37,273.106,5.9684,7.5803,0.0394,0.0464,0.1097,7.9174,0.2785,0.1178
38,281.093,7.9869,5.5795,0.0411,0.0503,0.1287,5.9742,0.2773,0.1188
39,287.146,6.0533,7.5264,0.0388,0.0456,0.1169,7.8640,0.2760,0.1178
40,295.078,7.9316,5.5790,0.0299,0.0370,0.1269,5.8973,0.2775,0.1198
41,301.043,5.9651,7.7073,0.0349,0.0512,0.1077,8.0452,0.2753,0.1178
42,309.152,8.1090,5.5894,0.0354,0.0375,0.1034,5.8965,0.2745,0.1188
43,315.101,5.9494,7.2847,0.0372,0.0399,0.1162,7.5985,0.2737,0.1178
44,322.750,7.6487,5.5137,0.0272,0.0367,0.1722,5.9144,0.2757,0.1178
45,328.738,5.9873,7.6148,0.0314,0.0551,0.1067,7.9271,0.2762,0.1178
46,336.720,7.9822,5.5765,0.0322,0.0350,0.0907,5.8489,0.2760,0.1198
47,342.662,5.9419,7.2275,0.0398,0.0383,0.1049,7.5368,0.2768,0.1178
48,350.257,7.5956,5.6377,0.0301,0.1034,0.0940,5.9795,0.2740,0.1188
49,356.291,6.0333,7.6481,0.0365,0.0539,0.1079,7.9700,0.2758,0.1178
50,364.319,8.0288,5.5908,0.0293,0.0405,0.0977,5.9100,0.2735,0.1167
51,370.279,5.9594,7.9748,0.0327,0.0439,0.1016,8.2766,0.2777,0.1178
52,378.611,8.3320,6.6171,0.0331,0.0395,0.0939,6.8964,0.2763,0.1188
53,385.564,6.9530,6.7890,0.0423,0.0520,0.1445,7.1794,0.2764,0.1178
54,392.852,7.2879,5.5355,0.0583,0.0786,0.5528,6.4039,0.2749,0.1178
55,399.341,6.4897,5.4321,0.0415,0.0484,0.1597,5.8573,0.2735,0.1178
56,405.377,6.0354,7.4322,0.0543,0.0367,0.0977,7.7426,0.2764,0.1167
57,413.171,7.7939,5.7042,0.0356,0.0373,0.0973,5.9992,0.2764,0.1188
58,419.222,6.0511,7.2154,0.0285,0.0374,0.0986,7.5096,0.2751,0.1178
59,426.785,7.5637,5.6463,0.0545,0.0320,0.1831,6.0369,0.2748,0.1167
60,432.876,6.0906,7.5833,0.0365,0.0374,0.0963,7.8888,0.2745,0.1178
61,440.819,7.9431,5.5561,0.0311,0.0690,0.0984,5.8833,0.2777,0.1198
62,446.766,5.9470,7.6018,0.0305,0.0391,0.1003,7.8933,0.2715,0.1178
63,454.715,7.9493,5.7031,0.0269,0.0344,0.0964,5.9782,0.2758,0.1198
