# start_unix_ms 1790233490059
frame,at_ms,interval_ms,pwait_ms,begin_ms,acquire_ms,present_ms,inside_ms,gpu_gbuffer_ms,gpu_view_ms
0,0.000,0.0000,0.0000,0.0221,0.0970,0.9441,9.8214,0.0000,0.0000
1,9.968,9.9681,0.0000,0.0265,0.0318,0.5041,0.7025,0.0000,0.0000
2,10.717,0.7490,0.0000,0.0199,0.0916,0.1747,0.3905,0.2826,0.1188
3,11.191,0.4735,0.0000,0.0146,0.3829,0.0624,0.5495,0.2788,0.1198
4,11.799,0.6084,0.0000,0.0898,10.8713,0.1192,11.1967,0.6184,0.1188
5,23.075,11.2761,0.0000,0.0256,3.3708,0.1076,3.6526,0.2740,0.1178
6,26.811,3.7358,0.0000,0.0282,1.5975,0.1712,2.0236,0.2752,0.1219
7,28.951,2.1396,0.0000,0.0243,6.1332,0.0947,6.3914,0.2777,0.1219
8,35.412,6.4615,0.0000,0.0245,0.0264,0.1764,0.3489,0.2831,0.1260
9,35.807,0.3947,0.0000,0.0727,0.1532,0.0605,0.4092,0.2763,0.1219
10,36.264,0.4575,0.0000,1.1771,0.5121,0.0626,1.8522,0.3763,0.1178
11,38.157,1.8929,0.0000,0.8900,0.4790,0.0428,1.5045,0.5041,0.1178
12,39.704,1.5465,0.0000,0.2267,9.0682,0.1508,9.5503,0.5025,0.1188
13,49.321,9.6171,0.0000,0.0229,2.0278,0.0838,2.2623,0.2757,0.1178
14,51.633,2.3125,0.0000,0.0181,5.8152,0.0773,6.0259,0.2756,0.1188
15,57.722,6.0889,0.0000,0.0214,5.6319,0.0917,5.8759,0.7530,0.1188
16,63.678,5.9557,0.0000,0.0249,19.2136,0.2050,19.6189,0.2773,0.1188
17,83.446,19.7686,0.0000,0.0335,1.1359,0.0974,1.4212,0.2758,0.1188
18,84.966,1.5199,0.0000,0.0395,4.6021,0.0878,4.9746,0.2755,0.1178
19,89.994,5.0274,0.0000,0.1095,1.2642,0.1900,1.6844,0.9531,0.1208
20,91.751,1.7572,0.0000,0.0236,4.8502,0.1152,5.1182,0.2771,0.1188
21,96.915,5.1642,0.0000,0.0218,1.3263,0.0657,1.5307,0.9492,0.1198
22,98.489,1.5742,0.0000,0.0179,5.3573,0.1449,5.6191,0.7324,0.1198
23,104.162,5.6727,0.0000,0.0203,1.2879,0.1012,1.5118,0.9534,0.1198
24,105.722,1.5597,0.0000,0.0186,5.1155,0.0844,5.3091,0.7517,0.1188
25,111.072,5.3501,0.0000,0.0155,1.3892,0.0698,1.5766,0.9509,0.1208
26,112.697,1.6253,0.0000,0.0199,5.0122,0.0957,5.2482,0.7525,0.1198
27,118.014,5.3170,0.0000,0.0303,1.1867,0.0907,1.4707,0.5745,0.1188
28,119.536,1.5216,0.0000,0.0187,5.1676,0.0648,5.3492,0.2762,0.1188
29,124.929,5.3929,0.0000,0.0177,1.2210,0.0788,1.4398,0.9516,0.1198
30,126.411,1.4825,0.0000,0.0181,5.1452,0.1106,5.3936,0.7539,0.1188
31,131.912,5.5009,0.0000,0.0604,1.1277,0.0629,1.3859,0.3819,0.1188
32,133.366,1.4542,0.0000,0.0153,5.0120,0.0842,5.2079,0.2754,0.1188
33,138.621,5.2550,0.0000,0.0199,1.2950,0.0683,1.4890,0.9560,0.1198
34,140.155,1.5338,0.0000,0.0188,5.0447,0.1622,5.3250,0.7479,0.1188
35,145.532,5.3774,0.0000,0.0236,1.1243,0.0886,1.4277,0.9498,0.1198
36,147.000,1.4674,0.0000,0.0178,5.3532,0.2118,5.7330,0.7555,0.1188
37,152.915,5.9156,0.0000,0.0358,0.8812,0.1090,1.2903,0.9506,0.1208
38,154.297,1.3818,0.0000,0.0219,6.2208,0.1018,6.4881,0.7547,0.1188
39,160.875,6.5777,0.0000,0.0308,1.0095,0.1005,1.4143,0.5728,0.1198
40,162.367,1.4924,0.0000,0.0273,4.2229,0.2788,4.7069,0.2767,0.1198
41,167.164,4.7969,0.0000,0.0310,0.9819,0.1195,1.3364,0.3825,0.1188
42,168.818,1.6534,0.0000,0.0472,4.2191,0.2255,4.6825,0.2707,0.1198
43,173.610,4.7925,0.0000,0.0406,0.9877,0.0862,1.3517,0.5759,0.1188
44,175.027,1.4166,0.0000,0.0229,5.0623,0.1424,5.3758,0.2751,0.1188
45,180.598,5.5710,0.0000,0.0381,1.0348,0.0725,1.2846,0.5729,0.1178
